,KODE_KEL_DESA,KODE_KEC,KODE_KAB_KOTA,KODE_PROVINSI,POPULASI,JUMLAH_KK,pemuda,dewasa,lansia,Pengangguran,Kerah Biru,Kerah Putih,Profesional,Tidak Sekolah,Sekolah,Universitas,Mayoritas,Minoritas,ISLAM,KRISTEN,KATOLIK,HINDU,BUDDHA,KONGHUCU,KEPERCAYAAN
586,36.04.22.2005,36.04.22,36.04,36,2684,801,752,691,349,795,971,295,1,808,1856,20,2683,1,2683,0,1,0,0,0,0
587,36.04.22.2007,36.04.22,36.04,36,4949,1502,1455,1315,649,1478,1967,355,2,1539,3339,71,4949,0,4949,0,0,0,0,0,0
588,36.04.22.2010,36.04.22,36.04,36,3080,942,814,825,387,1029,1104,317,0,1099,1940,41,3080,0,3080,0,0,0,0,0,0
589,36.04.23.2002,36.04.23,36.04,36,5602,1863,1436,1582,850,1663,2342,611,0,1627,3818,157,5601,1,5601,1,0,0,0,0,0
590,36.04.23.2005,36.04.23,36.04,36,4180,1448,1185,1162,468,1357,1843,379,5,1294,2818,68,4180,0,4180,0,0,0,0,0,0
591,36.04.23.2006,36.04.23,36.04,36,3097,1054,878,896,302,1043,1130,401,4,961,2089,47,3092,5,3092,5,0,0,0,0,0
592,36.04.23.2007,36.04.23,36.04,36,5079,1723,1421,1521,543,1507,1775,825,4,1455,3571,53,5069,10,5069,10,0,0,0,0,0
593,36.04.23.2008,36.04.23,36.04,36,5872,1923,1621,1582,808,2013,2550,449,2,1754,4006,112,5872,0,5872,0,0,0,0,0,0
594,36.04.23.2010,36.04.23,36.04,36,2995,1026,770,876,451,762,1422,215,1,852,2094,49,2995,0,2995,0,0,0,0,0,0
595,36.04.23.2014,36.04.23,36.04,36,2975,1042,791,807,480,882,1221,296,0,856,2042,77,2975,0,2975,0,0,0,0,0,0
596,36.04.23.2016,36.04.23,36.04,36,4347,1438,1211,1200,481,1225,1592,475,4,1378,2867,102,4346,1,4346,1,0,0,0,0,0
597,36.04.24.2001,36.04.24,36.04,36,5573,1898,1482,1544,786,1599,2145,720,10,1685,3647,241,5571,2,5571,1,1,0,0,0,0
598,36.04.24.2002,36.04.24,36.04,36,5192,1758,1605,1370,555,1544,2409,219,3,1849,3324,19,5191,1,5191,0,1,0,0,0,0
599,36.04.24.2004,36.04.24,36.04,36,4766,1592,1558,1283,471,1533,2030,273,2,1527,3216,23,4764,2,4764,0,2,0,0,0,0
600,36.04.24.2018,36.04.24,36.04,36,3559,1180,1122,893,368,1126,1635,139,4,1238,2292,29,3559,0,3559,0,0,0,0,0,0
601,36.04.25.2002,36.04.25,36.04,36,5034,1567,1449,1271,620,1258,2351,331,2,1475,3488,71,5034,0,5034,0,0,0,0,0,0
602,36.04.28.2010,36.04.28,36.04,36,7350,2171,2275,1995,713,2479,2759,507,0,2166,5085,99,7335,15,7335,15,0,0,0,0,0
603,36.04.25.2004,36.04.25,36.04,36,5072,1619,1500,1255,629,1224,2473,332,7,1467,3532,73,5072,0,5072,0,0,0,0,0,0
604,36.04.25.2005,36.04.25,36.04,36,5455,1797,1708,1385,701,1343,2479,451,3,1468,3890,97,5454,1,5454,1,0,0,0,0,0
605,36.04.25.2009,36.04.25,36.04,36,2241,732,653,643,229,492,1059,222,0,594,1630,17,2241,0,2241,0,0,0,0,0,0
606,36.04.26.2001,36.04.26,36.04,36,5328,1700,1637,1421,505,1553,1816,688,2,2201,2994,133,5312,16,5312,12,4,0,0,0,0
607,36.04.26.2002,36.04.26,36.04,36,4025,1327,1227,1073,463,1177,1650,536,3,1362,2618,45,4025,0,4025,0,0,0,0,0,0
608,36.04.26.2003,36.04.26,36.04,36,7127,2351,2062,1955,798,2103,2770,975,7,2362,4609,156,7099,28,7099,15,11,0,2,0,0
609,36.04.27.2001,36.04.27,36.04,36,3918,1342,1007,1200,456,820,1709,325,3,1230,2650,38,3917,1,3917,1,0,0,0,0,0
610,36.04.26.2004,36.04.26,36.04,36,5982,1894,1821,1525,659,1766,2516,387,2,2078,3860,44,5982,0,5982,0,0,0,0,0,0
611,36.04.26.2005,36.04.26,36.04,36,6582,2127,1970,1751,749,1718,2930,551,2,2178,4334,70,6576,6,6576,6,0,0,0,0,0
612,36.04.26.2007,36.04.26,36.04,36,5801,1878,1706,1609,633,1674,2305,722,0,1861,3894,46,5800,1,5800,0,1,0,0,0,0
613,36.04.26.2008,36.04.26,36.04,36,6100,2010,1891,1716,650,1796,1920,1150,1,2116,3887,97,6066,34,6066,26,7,0,1,0,0
614,36.04.26.2009,36.04.26,36.04,36,7189,2336,2153,2045,708,2143,2402,1183,0,2153,4908,128,7149,40,7149,31,6,0,3,0,0
615,36.04.27.2003,36.04.27,36.04,36,3984,1285,1179,1085,391,899,1600,264,0,1177,2775,32,3984,0,3984,0,0,0,0,0,0
616,36.04.27.2009,36.04.27,36.04,36,2611,824,717,783,250,601,1171,148,0,763,1823,25,2611,0,2611,0,0,0,0,0,0
617,36.04.27.2011,36.04.27,36.04,36,3242,967,935,815,363,856,1315,195,0,1022,2198,22,3242,0,3242,0,0,0,0,0,0
618,36.04.29.2013,36.04.29,36.04,36,3546,1115,1055,942,411,1147,1463,324,0,1076,2434,36,3545,1,3545,1,0,0,0,0,0
619,36.04.28.2006,36.04.28,36.04,36,4995,1490,1489,1353,478,1700,1698,425,2,1455,3425,115,4995,0,4995,0,0,0,0,0,0
620,36.04.28.2007,36.04.28,36.04,36,3114,945,957,826,333,1034,1175,187,0,848,2229,37,3114,0,3114,0,0,0,0,0,0
621,36.04.28.2009,36.04.28,36.04,36,5523,1682,1651,1468,560,1988,1958,371,1,1629,3812,82,5523,0,5523,0,0,0,0,0,0
622,36.04.28.2012,36.04.28,36.04,36,6578,1986,2065,1766,673,2111,2423,568,4,1934,4541,103,6574,4,6574,4,0,0,0,0,0
623,36.04.28.2015,36.04.28,36.04,36,1366,400,416,358,155,474,547,63,0,410,943,13,1366,0,1366,0,0,0,0,0,0
624,36.04.29.2001,36.04.29,36.04,36,4601,1472,1337,1333,556,1498,1742,556,4,1357,3132,112,4601,0,4601,0,0,0,0,0,0
625,36.04.29.2014,36.04.29,36.04,36,2383,764,738,683,250,722,934,199,0,729,1651,3,2383,0,2383,0,0,0,0,0,0
626,36.04.29.2003,36.04.29,36.04,36,3708,1271,1035,1154,443,1182,1662,253,1,1070,2587,51,3708,0,3708,0,0,0,0,0,0
627,36.04.29.2004,36.04.29,36.04,36,7198,2384,2082,2039,837,2455,2992,601,3,2202,4891,105,7192,6,7192,0,0,0,6,0,0
628,36.04.29.2005,36.04.29,36.04,36,2830,879,834,800,293,924,984,334,3,864,1881,85,2830,0,2830,0,0,0,0,0,0
629,36.04.29.2006,36.04.29,36.04,36,6653,2072,1974,1708,903,2091,2310,783,1,1993,4490,170,6652,1,6652,1,0,0,0,0,0
630,36.04.29.2007,36.04.29,36.04,36,2237,705,579,629,233,749,987,73,0,794,1434,9,2237,0,2237,0,0,0,0,0,0
631,36.04.29.2009,36.04.29,36.04,36,3915,1342,1070,1157,597,1138,1726,397,4,1101,2691,123,3915,0,3915,0,0,0,0,0,0
632,36.04.29.2010,36.04.29,36.04,36,4399,1457,1227,1219,609,1428,1935,293,3,1380,2985,34,4395,4,4395,4,0,0,0,0,0
633,36.04.29.2012,36.04.29,36.04,36,4468,1410,1319,1159,560,1282,1751,440,0,1375,2990,103,4468,0,4468,0,0,0,0,0,0
634,36.04.30.2002,36.04.30,36.04,36,3990,1328,1035,1156,604,1249,1657,415,0,1137,2765,88,3990,0,3990,0,0,0,0,0,0
635,36.04.30.2005,36.04.30,36.04,36,4791,1617,1217,1519,566,1272,1808,780,2,1380,3305,106,4780,11,4780,10,1,0,0,0,0
636,36.04.30.2007,36.04.30,36.04,36,4796,1600,1113,1484,671,1472,2038,674,6,1438,3262,96,4796,0,4796,0,0,0,0,0,0
637,36.04.30.2008,36.04.30,36.04,36,3034,1061,713,932,492,813,1437,321,0,882,2095,57,3034,0,3034,0,0,0,0,0,0
638,36.04.31.2001,36.04.31,36.04,36,5043,1722,1251,1525,853,1425,1868,783,7,1340,3536,167,5042,1,5042,0,1,0,0,0,0
639,36.04.31.2002,36.04.31,36.04,36,3660,1250,1012,1137,487,1362,1433,550,3,1091,2440,129,3659,1,3659,1,0,0,0,0,0
640,36.04.31.2007,36.04.31,36.04,36,3766,1338,1008,1133,623,1237,1534,505,0,997,2708,61,3766,0,3766,0,0,0,0,0,0
641,36.04.31.2005,36.04.31,36.04,36,5641,1866,1462,1784,782,1855,2188,868,3,1546,3947,148,5628,13,5628,12,1,0,0,0,0
642,36.04.31.2006,36.04.31,36.04,36,4149,1438,1199,1295,586,1367,2090,331,1,1069,3036,44,4147,2,4147,2,0,0,0,0,0
643,36.04.31.2008,36.04.31,36.04,36,3247,1108,828,990,456,954,1516,182,1,1008,2215,24,3247,0,3247,0,0,0,0,0,0
644,36.04.31.2009,36.04.31,36.04,36,4120,1484,1124,1306,615,1210,1890,457,3,1114,2964,42,4120,0,4120,0,0,0,0,0,0
645,36.04.31.2010,36.04.31,36.04,36,5043,1647,1320,1559,631,1384,1980,676,10,1489,3360,194,5034,9,5034,9,0,0,0,0,0
646,36.04.31.2012,36.04.31,36.04,36,2200,739,639,686,242,717,930,157,0,653,1525,22,2200,0,2200,0,0,0,0,0,0
647,36.04.32.2001,36.04.32,36.04,36,3959,1240,1079,1073,497,1291,1464,504,0,1316,2571,72,3958,1,3958,1,0,0,0,0,0
648,36.04.32.2003,36.04.32,36.04,36,4426,1329,1286,1186,462,1344,1671,444,1,1605,2794,27,4425,1,4425,0,0,0,0,0,1
649,36.04.32.2006,36.04.32,36.04,36,2811,895,823,798,347,766,1205,261,2,850,1940,21,2810,1,2810,1,0,0,0,0,0
650,36.04.32.2012,36.04.32,36.04,36,4827,1479,1408,1323,595,1533,1671,638,3,1465,3253,109,4827,0,4827,0,0,0,0,0,0
651,36.04.33.2003,36.04.33,36.04,36,3954,1177,1218,1078,407,1150,1589,280,0,1304,2577,73,3954,0,3954,0,0,0,0,0,0
652,36.04.32.2014,36.04.32,36.04,36,1558,539,389,466,234,452,727,144,0,441,1096,21,1558,0,1558,0,0,0,0,0,0
653,36.04.33.2002,36.04.33,36.04,36,3656,1107,1059,958,417,1143,1450,329,0,1181,2421,54,3653,3,3653,0,3,0,0,0,0
654,36.04.33.2004,36.04.33,36.04,36,2403,750,728,689,260,729,1062,186,0,739,1633,31,2403,0,2403,0,0,0,0,0,0
655,36.04.33.2006,36.04.33,36.04,36,1967,576,552,528,182,616,777,127,0,693,1264,10,1967,0,1967,0,0,0,0,0,0
656,36.04.33.2007,36.04.33,36.04,36,2211,719,641,657,275,593,1067,130,1,760,1430,21,2211,0,2211,0,0,0,0,0,0
657,36.04.34.2001,36.04.34,36.04,36,7213,2472,2289,1914,790,2451,3209,490,0,2161,5013,39,7211,2,7211,1,0,1,0,0,0
658,36.04.34.2002,36.04.34,36.04,36,5062,1667,1555,1325,609,1861,2348,366,0,1483,3512,67,5062,0,5062,0,0,0,0,0,0
659,36.04.34.2004,36.04.34,36.04,36,3818,1312,1001,1150,473,1193,1780,341,6,1112,2635,71,3818,0,3818,0,0,0,0,0,0
660,36.04.34.2005,36.04.34,36.04,36,2899,1001,801,793,394,988,1260,319,1,853,2010,36,2899,0,2899,0,0,0,0,0,0
661,36.04.34.2006,36.04.34,36.04,36,4058,1388,1227,1068,485,1318,1517,509,4,1223,2769,66,3990,68,3990,60,6,0,2,0,0
662,36.04.34.2008,36.04.34,36.04,36,3623,1276,1177,937,430,1367,1655,268,0,1237,2362,24,3623,0,3623,0,0,0,0,0,0
663,36.04.35.2002,36.04.35,36.04,36,4268,1539,1315,1263,572,1094,1872,441,2,1220,3020,28,4268,0,4268,0,0,0,0,0,0
664,36.04.35.2003,36.04.35,36.04,36,2556,1016,704,771,426,618,1306,169,0,810,1732,14,2555,1,2555,1,0,0,0,0,0
665,36.71.01.1003,36.71.01,36.71,36,34514,11319,8639,11165,3820,5768,7575,12221,140,9157,21154,4203,28849,5665,28849,3737,1080,114,732,0,2
666,36.71.01.1004,36.71.01,36.71,36,24457,7949,6339,7541,2787,4011,6091,7462,92,6497,15903,2057,23803,654,23803,449,95,16,92,2,0
667,36.71.01.1007,36.71.01,36.71,36,24033,8062,5555,7474,4255,3498,4998,9258,140,5601,14290,4142,17195,6838,17195,1921,941,46,3895,30,5
668,36.71.02.1001,36.71.02,36.71,36,18724,6342,4902,6384,1645,2974,2839,8102,36,4798,12792,1134,17583,1141,17583,758,280,0,103,0,0
669,36.71.02.1002,36.71.02,36.71,36,14512,5234,3522,5458,979,2449,2357,6578,14,3817,10230,465,14125,387,14125,169,142,3,73,0,0
670,36.71.02.1003,36.71.02,36.71,36,15419,5524,3915,5664,910,2647,2966,6494,13,4265,10814,340,15174,245,15174,148,45,0,52,0,0
671,36.71.03.1002,36.71.03,36.71,36,10138,3377,2599,3341,1093,1672,2254,3937,25,2588,6834,716,9934,204,9934,132,21,0,51,0,0
672,36.71.03.1003,36.71.03,36.71,36,17420,5777,4160,5753,2111,2853,3572,6720,58,4431,11391,1598,13834,3586,13834,1508,941,12,1105,18,2
673,36.71.04.1003,36.71.04,36.71,36,12357,4305,3330,3868,1452,2145,4240,3604,15,3362,8595,400,10608,1749,10608,610,124,6,886,114,9
674,36.71.05.1001,36.71.05,36.71,36,25500,8232,6582,7902,2872,4152,5419,8860,112,6784,15400,3316,24110,1390,24110,928,235,29,191,6,1
675,36.71.05.1002,36.71.05,36.71,36,29603,9617,7904,8935,3734,4589,6128,10840,97,7448,18748,3407,25036,4567,25036,2662,1030,36,827,9,3
676,36.71.05.1006,36.71.05,36.71,36,18819,6126,4832,5960,2297,2979,4104,6545,69,4920,11747,2152,16722,2097,16722,871,744,25,448,9,0
677,36.71.05.1008,36.71.05,36.71,36,16115,5215,4011,5321,1547,2726,3418,5639,54,4451,9890,1774,14921,1194,14921,697,324,13,155,3,2
678,36.71.05.1010,36.71.05,36.71,36,22860,7317,5905,7173,2876,3301,4597,7801,188,5691,12722,4447,17245,5615,17245,2475,1544,36,1543,15,2
679,36.71.07.1009,36.71.07,36.71,36,14933,4908,4182,4570,1821,2388,2813,5530,42,3681,9408,1844,12508,2425,12508,966,606,86,762,4,1
680,36.71.06.1005,36.71.06,36.71,36,16598,5349,4132,5235,2013,2357,3467,5738,53,4096,10323,2179,15568,1030,15568,631,225,101,73,0,0
681,36.71.06.1006,36.71.06,36.71,36,21604,6998,5233,6832,2964,3130,4539,8069,52,5240,13801,2563,20901,703,20901,451,200,16,36,0,0
682,36.71.06.1007,36.71.06,36.71,36,15744,5027,3880,4997,1910,2216,3363,5585,52,3915,10140,1689,14668,1076,14668,622,288,9,150,7,0
683,36.71.06.1008,36.71.06,36.71,36,17245,5407,4164,5514,2170,2508,3496,6261,52,4223,10674,2348,16681,564,16681,273,223,40,28,0,0
684,36.71.07.1001,36.71.07,36.71,36,7327,2500,1826,2288,959,1230,1848,2499,9,1953,5012,362,5164,2163,5164,615,132,8,1407,1,0
685,36.71.07.1010,36.71.07,36.71,36,16522,5538,4267,5578,1356,2931,2932,6424,28,4506,10936,1080,15735,787,15735,439,204,1,141,2,0
686,36.71.07.1011,36.71.07,36.71,36,14072,4886,3753,4418,1836,2319,2705,5699,46,3487,9411,1174,11138,2934,11138,1011,601,18,1291,10,3
687,36.71.07.1012,36.71.07,36.71,36,7525,2547,1976,2370,967,1177,1342,2828,20,1814,5018,693,6052,1473,6052,915,230,27,293,7,1
688,36.71.07.1015,36.71.07,36.71,36,5360,1924,1326,1704,752,853,1096,2133,33,1295,3500,565,3441,1919,3441,525,200,12,1182,0,0
689,36.71.08.1004,36.71.08,36.71,36,25088,8421,6538,8296,2519,3744,4537,10351,52,6462,16770,1856,19434,5654,19434,2215,1123,49,2260,5,2
690,36.71.08.1005,36.71.08,36.71,36,16659,5564,4655,5232,1767,2328,3248,6506,34,4286,11547,826,15519,1140,15519,513,307,22,296,1,1
691,36.71.09.1001,36.71.09,36.71,36,28290,9495,7685,9019,2335,4651,5496,10650,80,7661,18826,1803,25225,3065,25225,2146,484,31,402,1,1
692,36.71.09.1002,36.71.09,36.71,36,34598,11906,7027,11356,5635,5563,5675,14341,242,8671,19337,6590,31046,3552,31046,2206,953,32,360,1,0
693,36.71.09.1005,36.71.09,36.71,36,29865,10124,8219,9302,3170,4618,5390,12109,88,7454,20078,2333,23639,6226,23639,3477,1045,36,1662,3,3
694,36.71.09.1006,36.71.09,36.71,36,16145,5754,4165,5844,1043,2761,2415,7711,21,4140,11496,509,15891,254,15891,175,61,11,6,1,0
695,36.71.10.1001,36.71.10,36.71,36,18358,5967,4850,5524,2193,3225,5091,5393,17,5289,12463,606,13589,4769,13589,978,213,4,3533,38,3
696,36.71.10.1002,36.71.10,36.71,36,25251,8425,6474,7729,3227,4336,6846,7304,87,6787,16852,1612,22488,2763,22488,1141,381,17,1222,1,1
697,36.71.10.1005,36.71.10,36.71,36,12401,4181,3150,3753,1714,2001,3193,4093,22,3215,8662,524,5654,6747,5654,1544,187,0,4946,65,5
698,36.71.10.1007,36.71.10,36.71,36,9281,3004,2604,2622,980,1568,3192,2012,4,2960,6174,147,8055,1226,8055,230,47,0,943,4,2
699,36.71.11.1004,36.71.11,36.71,36,15372,4913,3448,5131,1649,2503,3182,5266,66,4177,8362,2833,13913,1459,13913,748,529,68,106,8,0
700,36.71.11.1008,36.71.11,36.71,36,7564,2661,2108,2307,694,1228,2142,2133,13,2315,4948,301,7397,167,7397,87,45,2,33,0,0
701,36.71.11.1009,36.71.11,36.71,36,10121,3470,2643,3283,1024,1669,2409,3615,16,2679,6905,537,9949,172,9949,122,36,1,13,0,0
702,36.71.11.1011,36.71.11,36.71,36,2976,1089,827,901,356,451,980,829,1,864,2053,59,2935,41,2935,22,7,0,12,0,0
703,36.71.12.1001,36.71.12,36.71,36,27604,9169,6528,8845,4143,3940,5402,10482,158,6521,16161,4922,24935,2669,24935,1530,746,76,316,0,1
704,36.71.12.1002,36.71.12,36.71,36,13665,4542,3489,4367,1967,1958,3067,4941,74,3277,8062,2326,10885,2780,10885,1208,1174,66,328,4,0
705,36.71.12.1003,36.71.12,36.71,36,12953,4269,3677,3536,1983,1847,2642,4818,76,3158,8026,1769,12105,848,12105,534,231,29,47,0,7
706,36.71.12.1004,36.71.12,36.71,36,12508,4065,3070,4092,1539,1816,2496,4689,55,3072,7427,2009,10290,2218,10290,981,719,236,274,8,0
707,36.71.12.1007,36.71.12,36.71,36,6110,1985,1609,1920,630,1048,1559,1974,6,1813,3891,406,5749,361,5749,176,119,6,58,2,0
708,36.71.13.1005,36.71.13,36.71,36,14507,4936,3443,4509,2636,2104,2904,5772,76,3340,7853,3314,13510,997,13510,628,275,23,71,0,0
709,36.71.13.1006,36.71.13,36.71,36,22791,7387,5691,7159,3389,3094,4801,8773,91,5329,14203,3259,21806,985,21806,533,345,37,70,0,0
710,36.71.13.1007,36.71.13,36.71,36,16011,5338,4141,4904,2381,2230,3214,6146,78,3898,9107,3006,14836,1175,14836,775,330,45,25,0,0
711,36.72.01.1002,36.72.01,36.72,36,9467,2923,2689,2686,1114,1754,2827,2019,46,2648,5764,1055,8967,500,8967,277,125,6,92,0,0
712,36.72.01.1003,36.72.01,36.72,36,4903,1504,1543,1255,444,1109,2135,401,8,1716,3109,78,4903,0,4903,0,0,0,0,0,0
713,36.72.01.1006,36.72.01,36.72,36,7109,2120,2009,2050,581,1506,2223,1367,10,2176,4432,501,6990,119,6990,57,36,18,8,0,0
714,36.72.03.1004,36.72.03,36.72,36,6524,2182,1728,2003,616,1610,2600,1205,6,1976,4425,123,6519,5,6519,4,1,0,0,0,0
715,36.72.02.1004,36.72.02,36.72,36,7031,2187,1809,2119,670,1322,2088,1679,9,1948,4639,444,6924,107,6924,24,32,0,51,0,0
716,36.72.02.1005,36.72.02,36.72,36,12052,3754,3129,3421,1731,1817,2833,3457,59,2936,6943,2173,11616,436,11616,272,79,13,72,0,0
717,36.72.04.1001,36.72.04,36.72,36,7042,2168,2086,1794,684,1694,2508,994,3,2245,4599,198,7032,10,7032,10,0,0,0,0,0
718,36.72.03.1003,36.72.03,36.72,36,12467,4099,3250,3672,1337,3227,4373,2359,14,3688,8285,494,12254,213,12254,190,5,0,18,0,0
719,36.72.04.1003,36.72.04,36.72,36,7413,2245,2065,2034,718,1798,2544,1248,8,2219,4768,426,7403,10,7403,9,0,1,0,0,0
720,36.72.04.1004,36.72.04,36.72,36,6905,2238,1782,2030,783,1621,2367,1454,5,2027,4672,206,6874,31,6874,24,2,0,5,0,0
721,36.72.05.1003,36.72.05,36.72,36,14348,4472,3610,4272,1508,2903,4183,3455,46,3924,9213,1211,14004,344,14004,190,62,1,91,0,0
722,36.72.05.1001,36.72.05,36.72,36,11366,3488,2948,3518,1047,2374,3116,2718,34,3195,7081,1090,10447,919,10447,498,168,3,246,4,0
723,36.72.05.1004,36.72.05,36.72,36,10391,3044,2956,3008,1034,2023,2785,2394,46,2767,6386,1238,9953,438,9953,272,84,0,82,0,0
724,36.72.05.1005,36.72.05,36.72,36,7776,2282,1919,2404,599,1525,2448,1474,20,2327,4786,663,7608,168,7608,107,36,0,25,0,0
725,36.72.06.1002,36.72.06,36.72,36,4295,1423,1266,1219,475,934,1712,654,0,1346,2850,99,4295,0,4295,0,0,0,0,0,0
726,36.72.06.1004,36.72.06,36.72,36,13706,4607,3476,4237,1640,3096,4847,2686,33,4047,8996,663,13467,239,13467,227,11,0,1,0,0
727,36.72.07.1002,36.72.07,36.72,36,9461,2906,2364,2880,1209,1714,2405,2316,74,2428,5204,1829,9155,306,9155,175,111,18,2,0,0
728,36.72.08.1001,36.72.08,36.72,36,13844,3958,3170,4444,939,2933,3494,3441,36,4169,8469,1206,13316,528,13316,469,42,11,6,0,0
729,36.72.08.1002,36.72.08,36.72,36,7960,2358,2420,2018,609,1769,2730,987,2,2544,5078,338,7930,30,7930,30,0,0,0,0,0
730,36.72.08.1003,36.72.08,36.72,36,7706,2374,2197,2190,688,1619,2751,1182,7,2187,5075,444,7686,20,7686,17,3,0,0,0,0
731,36.73.03.1002,36.73.03,36.73,36,4189,1325,1175,1194,436,1301,1397,732,3,1300,2840,49,4183,6,4183,6,0,0,0,0,0
732,36.72.08.1004,36.72.08,36.72,36,8004,2400,2110,2281,849,1412,2300,1953,22,2233,4862,909,7899,105,7899,91,8,0,6,0,0
733,36.73.03.1003,36.73.03,36.73,36,4358,1417,1171,1265,476,1164,1474,816,2,1298,2936,124,4353,5,4353,0,5,0,0,0,0
734,36.73.01.1001,36.73.01,36.73,36,30441,8962,7797,9056,3149,8271,5886,8163,158,9163,15996,5282,29844,597,29844,340,190,12,55,0,0
735,36.73.01.1002,36.73.01,36.73,36,25490,8222,6453,7377,3556,6989,6480,6387,62,7202,15968,2320,25260,230,25260,97,80,10,43,0,0
736,36.73.01.1004,36.73.01,36.73,36,6635,2238,1720,1831,1106,1767,2103,1436,15,1749,4467,419,5635,1000,5635,252,214,7,527,0,0
737,36.73.01.1007,36.73.01,36.73,36,41107,12040,10458,12668,3128,11703,9689,9349,79,13164,24486,3457,39681,1426,39681,853,299,4,270,0,0
738,36.73.01.1009,36.73.01,36.73,36,9702,3149,2627,2682,1312,2454,2122,2644,43,2716,5617,1369,9541,161,9541,72,47,0,42,0,0
739,36.73.01.1010,36.73.01,36.73,36,21306,6384,5655,6278,1991,6048,4753,5595,89,6713,12314,2279,20501,805,20501,576,157,4,68,0,0
740,36.73.01.1011,36.73.01,36.73,36,8643,2596,2678,2179,811,2240,2175,1409,5,2644,5452,547,8504,139,8504,105,32,0,2,0,0
741,36.73.02.1001,36.73.02,36.73,36,15901,4681,4417,4265,1386,4417,4259,2663,6,5326,9879,696,15827,74,15827,52,9,3,10,0,0
742,36.73.02.1002,36.73.02,36.73,36,7843,2360,2442,1878,760,2719,2540,1089,6,3085,4684,74,7843,0,7843,0,0,0,0,0,0
743,36.73.03.1004,36.73.03,36.73,36,9103,2775,2396,2819,752,2385,2605,1945,5,2598,6282,223,8942,161,8942,112,38,7,4,0,0
744,36.73.03.1006,36.73.03,36.73,36,6327,2008,2030,1708,513,1573,1906,923,4,1941,4091,295,6161,166,6161,142,22,1,1,0,0
745,36.73.02.1007,36.73.02,36.73,36,15439,4805,4178,4271,1720,5272,6291,2086,8,5324,9878,237,15372,67,15372,20,29,1,17,0,0
746,36.73.02.1008,36.73.02,36.73,36,9793,3268,2880,2732,1112,3178,4026,904,2,3171,6509,113,9785,8,9785,4,4,0,0,0,0
747,36.73.02.1010,36.73.02,36.73,36,8430,2494,2424,2238,764,2675,2754,1206,8,3057,5220,153,8426,4,8426,0,4,0,0,0,0
748,36.73.02.1011,36.73.02,36.73,36,7269,2297,1991,1961,752,2514,3039,679,2,2554,4646,69,7268,1,7268,1,0,0,0,0,0
749,36.73.03.1007,36.73.03,36.73,36,10041,3064,3045,2745,796,2970,2856,1788,1,3238,6568,235,9810,231,9810,193,32,6,0,0,0
750,36.73.03.1011,36.73.03,36.73,36,4392,1425,1290,1242,399,1130,1529,766,0,1322,3022,48,4390,2,4390,1,1,0,0,0,0
751,36.73.03.1013,36.73.03,36.73,36,3405,1065,943,987,364,868,1135,657,0,998,2297,110,3393,12,3393,0,12,0,0,0,0
752,36.73.04.1004,36.73.04,36.73,36,4318,1455,1122,1420,527,1007,1534,1024,0,1126,3124,68,4318,0,4318,0,0,0,0,0,0
753,36.73.04.1007,36.73.04,36.73,36,4047,1179,1333,1026,396,1119,1439,584,0,1265,2742,40,4047,0,4047,0,0,0,0,0,0
754,36.73.04.1008,36.73.04,36.73,36,4768,1493,1330,1396,503,1151,1746,792,6,1423,3165,180,4759,9,4759,3,6,0,0,0,0
755,36.73.05.1001,36.73.05,36.73,36,14492,4229,3717,4311,1408,4070,3278,3431,56,4668,7755,2069,14319,173,14319,76,51,4,42,0,0
756,36.73.05.1002,36.73.05,36.73,36,7933,2371,2043,2329,740,2404,2255,1534,16,2676,4627,630,7873,60,7873,36,6,0,17,1,0
757,36.73.05.1005,36.73.05,36.73,36,19971,5908,5583,5662,1430,5896,4096,4932,109,6695,10333,2943,19604,367,19604,274,57,12,24,0,0
758,36.73.06.1004,36.73.06,36.73,36,4348,1282,1349,1091,361,1318,1426,629,2,1453,2779,116,4345,3,4345,3,0,0,0,0,0
759,36.73.06.1006,36.73.06,36.73,36,8088,2392,2544,2095,701,2919,2688,1099,2,2764,5217,107,8083,5,8083,0,0,0,4,0,1
760,36.73.06.1011,36.73.06,36.73,36,7117,2037,1815,2154,569,2164,1798,1541,14,2386,4260,471,6833,284,6833,186,58,40,0,0,0
761,36.74.01.1001,36.74.01,36.74,36,23182,7357,5429,7494,2443,4405,4975,6907,119,7248,11860,4074,20172,3010,20172,1672,962,70,242,64,0
762,36.74.04.1005,36.74.04,36.74,36,19120,5943,4897,5878,2287,3130,3927,6528,72,5067,11805,2248,18286,834,18286,500,273,7,53,1,0
763,36.74.01.1002,36.74.01,36.74,36,26734,8348,6415,8602,3884,3869,4927,9184,326,6304,12549,7881,18447,8287,18447,4021,3355,49,805,57,0
764,36.74.01.1003,36.74.01,36.74,36,16507,5239,3789,5682,1908,2377,3007,5784,117,4290,8173,4044,11768,4739,11768,2170,2055,48,457,9,0
765,36.74.01.1006,36.74.01,36.74,36,17378,5519,4233,5574,1889,3034,4068,5023,64,4703,11140,1535,16342,1036,16342,698,220,11,107,0,0
766,36.74.01.1007,36.74.01,36.74,36,10885,3482,2759,3465,1434,1621,2118,3612,78,2650,5965,2270,8264,2621,8264,1162,1204,49,204,2,0
767,36.74.01.1008,36.74.01,36.74,36,9885,3161,2329,3181,1253,1624,2222,3247,54,2561,5844,1480,8261,1624,8261,561,446,19,593,5,0
