,KODE_KEL_DESA,KODE_KEC,KODE_KAB_KOTA,KODE_PROVINSI,POPULASI,JUMLAH_KK,pemuda,dewasa,lansia,Pengangguran,Kerah Biru,Kerah Putih,Profesional,Tidak Sekolah,Sekolah,Universitas,Mayoritas,Minoritas,ISLAM,KRISTEN,KATOLIK,HINDU,BUDDHA,KONGHUCU,KEPERCAYAAN
780,36.74.05.1004,36.74.05,36.74,36,24400,7984,5681,8138,3658,4048,5072,9592,193,5532,14974,3894,23366,1034,23366,646,331,17,39,0,1
781,36.74.05.1005,36.74.05,36.74,36,25885,8723,6162,8640,4245,4105,5462,10910,156,5353,16050,4482,24149,1736,24149,1119,516,60,37,4,0
782,36.74.06.1001,36.74.06,36.74,36,49733,15960,12909,15007,7812,7556,9693,19357,353,11456,27309,10968,42700,7033,42700,4322,1977,99,606,29,0
783,36.74.06.1002,36.74.06,36.74,36,39674,12342,10235,12085,5530,6177,7249,14937,283,9751,21666,8257,35660,4014,35660,2682,974,155,200,3,0
784,36.74.06.1003,36.74.06,36.74,36,47682,14958,12481,14624,6328,7405,9368,17096,263,12098,26410,9174,42391,5291,42391,3584,1264,149,278,16,0
785,36.74.07.1001,36.74.07,36.74,36,9805,3015,2428,3105,960,1839,2445,2843,24,2927,6314,564,9387,418,9387,276,73,14,44,11,0
786,36.74.07.1002,36.74.07,36.74,36,13039,4136,3300,3821,1812,2239,2390,4699,91,3434,7000,2605,11605,1434,11605,938,201,17,265,11,2
787,36.74.07.1005,36.74.07,36.74,36,10180,3185,2543,3204,1031,1866,2309,3059,36,3087,5722,1371,9277,903,9277,504,272,33,88,6,0
788,36.74.07.1006,36.74.07,36.74,36,16868,5170,4295,5175,2063,2647,3490,5336,91,4643,9220,3005,14960,1908,14960,1133,500,80,191,4,0
789,36.01.19.2010,36.01.19,36.01,36,5069,1639,1430,1272,699,1123,1418,1385,12,1409,3368,292,5041,28,5041,27,0,1,0,0,0
790,36.01.22.2003,36.01.22,36.01,36,1973,565,583,499,194,538,698,270,2,600,1364,9,1973,0,1973,0,0,0,0,0,0
791,36.04.11.2005,36.04.11,36.04,36,3571,1088,1023,974,350,945,1055,715,1,1152,2373,46,3571,0,3571,0,0,0,0,0,0
792,36.04.12.2001,36.04.12,36.04,36,4110,1304,1179,1142,516,1004,1550,756,17,1162,2728,220,4100,10,4100,4,0,0,6,0,0
793,36.01.01.2001,36.01.01,36.01,36,4186,1445,1169,1211,418,691,1994,778,2,1212,2882,92,4179,7,4179,0,0,0,6,1,0
794,36.01.01.2004,36.01.01,36.01,36,3122,1160,784,918,454,628,1353,594,0,950,2133,39,3122,0,3122,0,0,0,0,0,0
795,36.01.12.2004,36.01.12,36.01,36,6715,2171,1887,1858,723,1461,2590,910,8,2010,4419,286,6692,23,6692,7,5,0,11,0,0
796,36.01.01.2006,36.01.01,36.01,36,2953,1059,737,885,351,545,1400,550,1,871,2004,78,2952,1,2952,1,0,0,0,0,0
797,36.01.02.2002,36.01.02,36.01,36,2816,1077,782,923,376,647,1309,476,3,757,1995,64,2815,1,2815,1,0,0,0,0,0
798,36.01.02.2011,36.01.02,36.01,36,2674,981,642,883,386,421,1051,616,0,733,1841,100,2674,0,2674,0,0,0,0,0,0
799,36.01.02.2008,36.01.02,36.01,36,2743,1011,667,874,434,479,1169,539,4,799,1833,111,2743,0,2743,0,0,0,0,0,0
800,36.01.02.2009,36.01.02,36.01,36,2339,874,625,735,321,450,1029,444,2,606,1699,34,2339,0,2339,0,0,0,0,0,0
801,36.01.10.2006,36.01.10,36.01,36,3887,1441,993,1154,642,757,1209,996,4,976,2742,169,3887,0,3887,0,0,0,0,0,0
802,36.01.02.2012,36.01.02,36.01,36,2998,1085,756,946,374,529,1254,462,0,882,2083,33,2998,0,2998,0,0,0,0,0,0
803,36.01.03.2001,36.01.03,36.01,36,2877,1014,784,812,304,617,1056,325,3,867,1971,39,2877,0,2877,0,0,0,0,0,0
804,36.01.03.2006,36.01.03,36.01,36,1850,687,516,497,187,608,750,220,3,603,1226,21,1849,1,1849,0,1,0,0,0,0
805,36.01.03.2016,36.01.03,36.01,36,2204,716,619,518,211,464,924,212,0,970,1222,12,2203,1,2203,1,0,0,0,0,0
806,36.01.03.2012,36.01.03,36.01,36,3578,1414,944,1080,447,1025,1565,430,1,1060,2449,69,3576,2,3576,2,0,0,0,0,0
807,36.01.03.2015,36.01.03,36.01,36,3433,1224,873,1012,378,734,1585,281,4,1092,2310,31,3433,0,3433,0,0,0,0,0,0
808,36.01.04.2001,36.01.04,36.01,36,5010,1979,1384,1517,475,1204,2199,549,0,1738,3218,54,5010,0,5010,0,0,0,0,0,0
809,36.01.04.2003,36.01.04,36.01,36,2903,1132,813,911,353,630,1185,497,5,932,1907,64,2902,1,2902,0,1,0,0,0,0
810,36.01.04.2005,36.01.04,36.01,36,2213,835,581,692,219,576,1082,272,2,848,1347,18,2213,0,2213,0,0,0,0,0,0
811,36.01.04.2006,36.01.04,36.01,36,4358,1708,1155,1356,525,1044,1915,638,2,1582,2702,74,4358,0,4358,0,0,0,0,0,0
812,36.01.07.2002,36.01.07,36.01,36,2357,899,592,736,326,498,1120,427,4,767,1551,39,2356,1,2356,1,0,0,0,0,0
813,36.01.04.2009,36.01.04,36.01,36,2267,875,546,703,272,573,904,354,1,775,1466,26,2266,1,2266,1,0,0,0,0,0
814,36.01.04.2013,36.01.04,36.01,36,3352,1221,825,1012,483,712,1500,564,9,1056,2228,68,3352,0,3352,0,0,0,0,0,0
815,36.01.04.2014,36.01.04,36.01,36,5794,2055,1531,1708,564,1095,2122,1093,9,1875,3769,150,5794,0,5794,0,0,0,0,0,0
816,36.01.12.2012,36.01.12,36.01,36,8052,2675,2115,2211,913,1764,2671,1308,11,2506,5386,160,7985,67,7985,47,15,0,4,1,0
817,36.01.05.2001,36.01.05,36.01,36,3541,1336,1003,1082,426,689,1716,327,0,1087,2426,28,3541,0,3541,0,0,0,0,0,0
818,36.01.05.2002,36.01.05,36.01,36,2690,942,633,787,408,628,1177,379,1,866,1776,48,2690,0,2690,0,0,0,0,0,0
819,36.01.12.2013,36.01.12,36.01,36,6944,2217,1790,1935,739,1647,2696,1021,9,2137,4502,305,6910,34,6910,15,7,0,12,0,0
820,36.01.07.2003,36.01.07,36.01,36,2207,786,612,672,264,385,965,379,1,649,1509,49,2207,0,2207,0,0,0,0,0,0
821,36.01.05.2005,36.01.05,36.01,36,3353,1114,786,974,413,736,1230,548,2,1042,2259,52,3353,0,3353,0,0,0,0,0,0
822,36.01.05.2006,36.01.05,36.01,36,3949,1403,1058,1103,513,809,1688,634,1,1195,2706,48,3949,0,3949,0,0,0,0,0,0
823,36.01.05.2010,36.01.05,36.01,36,3247,1200,930,876,355,651,1438,508,2,1097,2126,24,3247,0,3247,0,0,0,0,0,0
824,36.01.06.2002,36.01.06,36.01,36,4638,1753,1307,1392,536,882,1721,943,0,1298,3238,102,4635,3,4635,2,1,0,0,0,0
825,36.01.06.2004,36.01.06,36.01,36,3844,1413,925,1082,713,902,1730,539,6,1043,2727,74,3812,32,3812,29,3,0,0,0,0
826,36.01.13.2006,36.01.13,36.01,36,2454,810,676,648,367,387,740,625,4,635,1691,128,2454,0,2454,0,0,0,0,0,0
827,36.01.06.2009,36.01.06,36.01,36,10849,4092,2863,3213,1431,2411,4558,1441,13,3336,7310,203,10847,2,10847,2,0,0,0,0,0
828,36.01.07.2005,36.01.07,36.01,36,3305,1209,902,1010,408,720,1384,638,4,872,2348,85,3304,1,3304,1,0,0,0,0,0
829,36.01.13.2011,36.01.13,36.01,36,6878,2302,1792,1945,887,1400,1534,1759,27,1894,4492,492,6872,6,6872,5,1,0,0,0,0
830,36.01.07.2001,36.01.07,36.01,36,4043,1496,1087,1227,500,1050,1782,722,8,1147,2813,83,4043,0,4043,0,0,0,0,0,0
831,36.01.09.2005,36.01.09,36.01,36,2073,747,482,612,325,410,704,413,2,562,1423,88,2073,0,2073,0,0,0,0,0,0
832,36.01.08.2002,36.01.08,36.01,36,3745,1300,1006,1151,466,825,1468,647,2,1157,2519,69,3743,2,3743,2,0,0,0,0,0
833,36.01.08.2006,36.01.08,36.01,36,2957,1031,957,788,355,499,1141,607,0,880,2040,37,2957,0,2957,0,0,0,0,0,0
834,36.01.08.2007,36.01.08,36.01,36,2143,734,576,599,306,475,808,294,0,629,1474,40,2143,0,2143,0,0,0,0,0,0
835,36.01.09.2006,36.01.09,36.01,36,2687,932,657,769,369,605,845,489,3,883,1708,96,2687,0,2687,0,0,0,0,0,0
836,36.01.08.2008,36.01.08,36.01,36,2544,873,635,731,399,554,734,665,10,685,1662,197,2543,1,2543,1,0,0,0,0,0
837,36.01.08.2009,36.01.08,36.01,36,2473,890,624,710,391,541,956,428,5,635,1759,79,2473,0,2473,0,0,0,0,0,0
838,36.01.08.2011,36.01.08,36.01,36,1906,700,495,578,248,412,750,339,2,559,1282,65,1906,0,1906,0,0,0,0,0,0
839,36.01.09.2004,36.01.09,36.01,36,3640,1304,983,1031,494,911,1404,531,5,1002,2556,82,3639,1,3639,1,0,0,0,0,0
840,36.01.09.2009,36.01.09,36.01,36,2816,965,790,768,308,621,1083,425,1,947,1788,81,2779,37,2779,37,0,0,0,0,0
841,36.01.09.2010,36.01.09,36.01,36,2699,963,737,806,367,688,1129,374,0,684,1993,22,2699,0,2699,0,0,0,0,0,0
842,36.01.09.2011,36.01.09,36.01,36,1571,571,419,431,226,272,622,186,0,450,1074,47,1571,0,1571,0,0,0,0,0,0
843,36.01.09.2013,36.01.09,36.01,36,4371,1498,1229,1188,488,988,1669,664,4,1363,2903,105,4366,5,4366,5,0,0,0,0,0
844,36.01.10.2002,36.01.10,36.01,36,3251,1161,850,928,480,681,1050,638,7,958,2183,110,3251,0,3251,0,0,0,0,0,0
845,36.01.13.2012,36.01.13,36.01,36,3130,974,898,792,399,624,1030,592,1,820,2234,76,3129,1,3129,0,0,0,1,0,0
846,36.01.10.2005,36.01.10,36.01,36,3893,1359,1000,1089,572,928,1242,770,3,1127,2684,82,3893,0,3893,0,0,0,0,0,0
847,36.01.11.2001,36.01.11,36.01,36,6009,2045,1510,1614,748,1214,2215,782,0,1853,4121,35,6009,0,6009,0,0,0,0,0,0
848,36.01.11.2002,36.01.11,36.01,36,5020,1710,1359,1395,628,1030,1637,1227,14,1441,3434,145,5019,1,5019,1,0,0,0,0,0
849,36.01.11.2004,36.01.11,36.01,36,4036,1387,1106,1096,578,904,1424,823,7,1122,2771,143,4035,1,4035,1,0,0,0,0,0
850,36.01.11.2008,36.01.11,36.01,36,5164,1782,1477,1415,637,1047,2064,810,2,1642,3487,35,5164,0,5164,0,0,0,0,0,0
851,36.01.12.2002,36.01.12,36.01,36,10561,3609,2628,3062,1353,2565,3000,2628,24,2983,6994,584,10289,272,10289,104,21,0,142,5,0
852,36.01.13.2005,36.01.13,36.01,36,6315,2096,1671,1732,922,1288,1352,1889,22,1620,4036,659,6308,7,6308,7,0,0,0,0,0
853,36.01.13.2013,36.01.13,36.01,36,2164,696,594,568,272,480,710,443,0,588,1487,89,2164,0,2164,0,0,0,0,0,0
854,36.01.14.2002,36.01.14,36.01,36,2543,855,644,681,347,647,925,437,2,794,1675,74,2543,0,2543,0,0,0,0,0,0
855,36.01.14.2012,36.01.14,36.01,36,2415,819,625,663,350,611,898,377,0,675,1691,49,2415,0,2415,0,0,0,0,0,0
856,36.01.14.2013,36.01.14,36.01,36,4252,1402,1152,1170,531,1050,1136,1061,2,1312,2730,210,4252,0,4252,0,0,0,0,0,0
857,36.01.14.2008,36.01.14,36.01,36,1462,487,370,416,214,377,545,231,2,450,985,27,1462,0,1462,0,0,0,0,0,0
858,36.01.14.2009,36.01.14,36.01,36,3270,1105,878,848,484,750,1154,683,0,982,2232,56,3270,0,3270,0,0,0,0,0,0
859,36.01.14.2011,36.01.14,36.01,36,4359,1473,1110,1214,599,1007,1087,1192,4,1257,2875,227,4357,2,4357,2,0,0,0,0,0
860,36.01.15.2001,36.01.15,36.01,36,4497,1499,1153,1193,682,945,1304,1097,15,1222,2994,281,4494,3,4494,3,0,0,0,0,0
861,36.01.15.2002,36.01.15,36.01,36,3053,995,806,809,419,719,1056,630,4,907,2094,52,3053,0,3053,0,0,0,0,0,0
862,36.01.15.2006,36.01.15,36.01,36,2374,809,665,581,357,603,786,541,2,700,1641,33,2374,0,2374,0,0,0,0,0,0
863,36.01.15.2008,36.01.15,36.01,36,1925,632,536,538,236,458,674,373,0,540,1373,12,1925,0,1925,0,0,0,0,0,0
864,36.01.16.2001,36.01.16,36.01,36,2432,805,623,625,375,502,759,545,5,698,1549,185,2431,1,2431,1,0,0,0,0,0
865,36.01.16.2012,36.01.16,36.01,36,2384,812,641,630,372,590,754,632,5,630,1683,71,2384,0,2384,0,0,0,0,0,0
866,36.01.16.2005,36.01.16,36.01,36,2655,1041,798,712,456,580,898,725,2,764,1843,48,2652,3,2652,2,0,1,0,0,0
867,36.01.16.2006,36.01.16,36.01,36,2272,889,597,654,355,450,802,469,3,597,1618,57,2272,0,2272,0,0,0,0,0,0
868,36.01.16.2007,36.01.16,36.01,36,1335,533,389,385,202,325,553,238,2,338,980,17,1335,0,1335,0,0,0,0,0,0
869,36.01.16.2008,36.01.16,36.01,36,1687,630,492,498,255,358,660,317,0,386,1257,44,1687,0,1687,0,0,0,0,0,0
870,36.01.16.2013,36.01.16,36.01,36,3076,1066,855,797,448,590,907,785,0,845,2131,100,3076,0,3076,0,0,0,0,0,0
871,36.01.17.2002,36.01.17,36.01,36,4370,1480,1191,1177,613,984,1479,894,4,1354,2890,126,4370,0,4370,0,0,0,0,0,0
872,36.01.17.2003,36.01.17,36.01,36,4378,1470,1156,1187,650,1193,1468,970,1,1283,2903,192,4378,0,4378,0,0,0,0,0,0
873,36.01.17.2007,36.01.17,36.01,36,3218,1115,895,819,417,684,1176,578,2,1088,2090,40,3216,2,3216,2,0,0,0,0,0
874,36.01.17.2009,36.01.17,36.01,36,3373,1177,894,1052,379,903,1472,394,2,1106,2227,40,3373,0,3373,0,0,0,0,0,0
875,36.01.17.2011,36.01.17,36.01,36,2749,935,716,799,354,623,1073,481,2,850,1869,30,2749,0,2749,0,0,0,0,0,0
876,36.01.17.2013,36.01.17,36.01,36,2391,726,694,568,282,658,875,461,0,753,1629,9,2390,1,2390,0,1,0,0,0,0
877,36.01.18.2002,36.01.18,36.01,36,4607,1507,1162,1291,655,1144,1239,1227,3,1280,2991,336,4607,0,4607,0,0,0,0,0,0
878,36.01.18.2005,36.01.18,36.01,36,3684,1146,1079,909,403,750,948,950,5,1095,2505,84,3683,1,3683,0,1,0,0,0,0
879,36.01.18.2006,36.01.18,36.01,36,4421,1345,1248,1102,496,1109,1288,1158,0,1318,3016,87,4420,1,4420,1,0,0,0,0,0
880,36.01.18.2015,36.01.18,36.01,36,2399,799,630,599,384,549,777,649,1,695,1644,60,2399,0,2399,0,0,0,0,0,0
881,36.01.19.2002,36.01.19,36.01,36,1810,573,484,411,214,556,617,322,0,618,1173,19,1810,0,1810,0,0,0,0,0,0
882,36.01.19.2003,36.01.19,36.01,36,5080,1626,1452,1314,557,1307,1548,1135,4,1512,3373,195,5047,33,5047,30,3,0,0,0,0
883,36.01.19.2005,36.01.19,36.01,36,5874,1779,1688,1400,576,1676,1565,1273,7,2026,3786,62,5872,2,5872,1,1,0,0,0,0
884,36.01.19.2006,36.01.19,36.01,36,3786,1215,1005,977,447,827,1027,981,3,1133,2481,172,3770,16,3770,16,0,0,0,0,0
885,36.01.19.2007,36.01.19,36.01,36,4518,1480,1270,1167,654,1016,1376,1105,4,1271,3008,239,4509,9,4509,8,1,0,0,0,0
886,36.01.19.2009,36.01.19,36.01,36,2184,689,609,557,329,630,803,438,0,612,1534,38,2183,1,2183,0,1,0,0,0,0
887,36.01.20.2005,36.01.20,36.01,36,1710,550,491,427,228,411,607,265,2,520,1179,11,1709,1,1709,1,0,0,0,0,0
888,36.01.20.2008,36.01.20,36.01,36,4215,1346,1170,1025,590,1042,1330,889,2,1223,2937,55,4214,1,4214,0,0,1,0,0,0
889,36.01.20.2010,36.01.20,36.01,36,2433,842,661,685,294,531,644,634,18,666,1671,96,2433,0,2433,0,0,0,0,0,0
890,36.01.21.1003,36.01.21,36.01,36,5560,1862,1470,1552,659,1570,1836,1024,6,1674,3806,80,5554,6,5554,6,0,0,0,0,0
891,36.01.21.1004,36.01.21,36.01,36,10503,3334,2703,2814,1514,2793,2719,2610,24,2986,6737,780,10501,2,10501,2,0,0,0,0,0
892,36.01.22.2005,36.01.22,36.01,36,2632,827,759,631,262,611,746,625,3,841,1753,38,2632,0,2632,0,0,0,0,0,0
893,36.01.22.2008,36.01.22,36.01,36,4784,1496,1267,1257,618,1363,1260,1193,10,1334,3197,253,4747,37,4747,35,2,0,0,0,0
894,36.01.23.2003,36.01.23,36.01,36,2339,809,648,616,329,453,744,557,1,687,1513,139,2339,0,2339,0,0,0,0,0,0
895,36.01.23.2005,36.01.23,36.01,36,1688,627,410,528,259,284,618,427,0,437,1226,25,1688,0,1688,0,0,0,0,0,0
896,36.01.23.2006,36.01.23,36.01,36,3259,1207,800,992,504,698,1189,609,4,896,2228,135,3259,0,3259,0,0,0,0,0,0
897,36.01.23.2008,36.01.23,36.01,36,1831,659,548,470,213,438,584,348,0,555,1226,50,1831,0,1831,0,0,0,0,0,0
898,36.01.24.2018,36.01.24,36.01,36,2265,825,620,611,364,471,1032,273,2,731,1509,25,2265,0,2265,0,0,0,0,0,0
899,36.01.24.2014,36.01.24,36.01,36,3208,1134,905,916,388,821,1339,550,2,995,2196,17,3208,0,3208,0,0,0,0,0,0
900,36.01.24.2015,36.01.24,36.01,36,3575,1272,989,1114,424,661,1522,622,3,1031,2497,47,3575,0,3575,0,0,0,0,0,0
901,36.01.24.2017,36.01.24,36.01,36,2120,743,625,565,246,473,901,452,0,641,1458,21,2120,0,2120,0,0,0,0,0,0
902,36.01.25.1001,36.01.25,36.01,36,7987,2538,2166,2186,1038,2007,2026,2133,27,2101,5308,578,7949,38,7949,33,4,0,1,0,0
903,36.01.25.1003,36.01.25,36.01,36,7706,2470,2090,2056,893,1869,2211,1674,19,2202,5172,332,7698,8,7698,8,0,0,0,0,0
904,36.01.25.1014,36.01.25,36.01,36,7370,2360,2073,1896,878,1785,2057,1701,4,2298,4899,173,7356,14,7356,14,0,0,0,0,0
905,36.01.28.2001,36.01.28,36.01,36,3907,1462,1057,1194,430,488,1240,824,2,1032,2798,77,3903,4,3903,4,0,0,0,0,0
906,36.01.26.2002,36.01.26,36.01,36,2487,817,646,674,349,520,767,579,0,685,1719,83,2487,0,2487,0,0,0,0,0,0
907,36.01.26.2003,36.01.26,36.01,36,5196,1718,1381,1433,700,1152,1420,1326,10,1491,3427,278,5196,0,5196,0,0,0,0,0,0
908,36.01.26.2005,36.01.26,36.01,36,5331,1860,1320,1530,774,1221,1595,1288,19,1493,3598,240,5324,7,5324,7,0,0,0,0,0
909,36.01.26.2007,36.01.26,36.01,36,1956,667,474,567,327,398,646,565,1,506,1393,57,1955,1,1955,1,0,0,0,0,0
910,36.01.27.2004,36.01.27,36.01,36,3077,1084,889,797,304,815,1140,511,2,1045,1966,66,3077,0,3077,0,0,0,0,0,0
911,36.01.27.2008,36.01.27,36.01,36,1501,511,378,406,202,276,670,118,0,474,1005,22,1501,0,1501,0,0,0,0,0,0
912,36.01.27.2009,36.01.27,36.01,36,1613,603,443,411,175,325,665,192,0,523,1055,35,1613,0,1613,0,0,0,0,0,0
913,36.01.28.2008,36.01.28,36.01,36,1921,747,578,536,236,500,876,191,0,597,1292,32,1920,1,1920,1,0,0,0,0,0
914,36.01.28.2009,36.01.28,36.01,36,1538,537,361,455,234,345,502,235,1,431,1081,26,1538,0,1538,0,0,0,0,0,0
915,36.01.29.2001,36.01.29,36.01,36,1748,664,417,516,236,425,905,150,2,572,1166,10,1748,0,1748,0,0,0,0,0,0
916,36.01.33.2001,36.01.33,36.01,36,1758,552,476,469,234,462,531,333,2,496,1210,52,1758,0,1758,0,0,0,0,0,0
917,36.01.29.2010,36.01.29,36.01,36,3303,1177,886,916,408,643,1577,279,1,974,2276,53,3303,0,3303,0,0,0,0,0,0
918,36.04.35.2008,36.04.35,36.04,36,3461,1073,1066,921,408,1067,1392,150,1,1182,2253,26,3461,0,3461,0,0,0,0,0,0
919,36.01.30.2005,36.01.30,36.01,36,1877,640,521,558,214,422,721,451,0,558,1307,12,1877,0,1877,0,0,0,0,0,0
920,36.01.30.2007,36.01.30,36.01,36,1747,589,499,435,229,552,569,365,0,518,1219,10,1747,0,1747,0,0,0,0,0,0
921,36.01.30.2008,36.01.30,36.01,36,2264,738,660,554,312,541,820,547,0,717,1536,11,2264,0,2264,0,0,0,0,0,0
922,36.01.32.2007,36.01.32,36.01,36,2809,862,782,651,320,640,932,370,0,923,1851,35,2807,2,2807,1,0,0,1,0,0
923,36.01.31.2003,36.01.31,36.01,36,3459,1306,813,1141,501,785,1428,609,3,944,2403,112,3458,1,3458,1,0,0,0,0,0
924,36.01.31.2005,36.01.31,36.01,36,1780,650,453,545,244,405,856,270,5,545,1214,21,1780,0,1780,0,0,0,0,0,0
925,36.01.31.2007,36.01.31,36.01,36,2099,765,593,606,326,412,942,387,0,602,1469,28,2098,1,2098,1,0,0,0,0,0
926,36.01.31.2008,36.01.31,36.01,36,2175,717,629,522,312,440,802,455,3,718,1385,72,2174,1,2174,1,0,0,0,0,0
927,36.01.32.2004,36.01.32,36.01,36,3027,936,861,740,375,1065,969,416,4,892,1998,137,3026,1,3026,1,0,0,0,0,0
928,36.01.33.2003,36.01.33,36.01,36,1238,394,336,327,145,286,430,269,0,396,826,16,1237,1,1237,1,0,0,0,0,0
929,36.01.33.2006,36.01.33,36.01,36,2089,661,558,575,276,562,564,449,4,584,1465,40,2089,0,2089,0,0,0,0,0,0
930,36.01.33.2010,36.01.33,36.01,36,1537,498,398,419,199,372,462,345,1,481,1036,20,1537,0,1537,0,0,0,0,0,0
931,36.01.33.2011,36.01.33,36.01,36,1290,396,341,310,167,287,444,225,0,384,897,9,1288,2,1288,1,0,0,1,0,0
932,36.01.33.2012,36.01.33,36.01,36,1175,367,327,265,153,331,332,295,2,358,800,17,1175,0,1175,0,0,0,0,0,0
933,36.01.34.1001,36.01.34,36.01,36,11855,3755,3146,3270,1529,2937,2946,3176,27,3337,7494,1024,11821,34,11821,29,5,0,0,0,0
934,36.01.35.2001,36.01.35,36.01,36,5592,1998,1452,1630,818,1194,2713,722,4,1833,3681,78,5592,0,5592,0,0,0,0,0,0
935,36.02.09.2019,36.02.09,36.02,36,2210,767,656,652,290,487,954,314,3,563,1620,27,2210,0,2210,0,0,0,0,0,0
936,36.01.35.2002,36.01.35,36.01,36,3947,1495,955,1202,667,855,1639,807,7,1109,2754,84,3941,6,3941,3,3,0,0,0,0
937,36.01.35.2004,36.01.35,36.01,36,4350,1681,1075,1402,646,803,1711,1035,13,1348,2906,96,4349,1,4349,1,0,0,0,0,0
938,36.02.01.2013,36.02.01,36.02,36,4264,1395,1150,1229,514,1036,1734,443,5,1317,2866,81,4264,0,4264,0,0,0,0,0,0
939,36.02.01.2014,36.02.01,36.02,36,6549,2159,1822,1875,675,1530,2794,838,4,2060,4363,126,6548,1,6548,0,1,0,0,0,0
940,36.02.01.2018,36.02.01,36.02,36,4051,1385,1096,1123,580,932,1294,973,11,1114,2635,302,4020,31,4020,1,9,0,21,0,0
941,36.02.01.2023,36.02.01,36.02,36,5588,1790,1424,1605,550,1290,2056,781,5,1784,3668,136,5583,5,5583,0,0,0,5,0,0
942,36.02.02.2002,36.02.02,36.02,36,3784,1275,909,1129,615,740,1471,679,11,981,2581,222,3784,0,3784,0,0,0,0,0,0
943,36.02.02.2009,36.02.02,36.02,36,2698,1006,782,898,331,478,1457,145,2,586,2104,8,2698,0,2698,0,0,0,0,0,0
944,36.02.02.2011,36.02.02,36.02,36,4201,1484,1081,1349,524,750,2057,429,1,1092,3023,86,4201,0,4201,0,0,0,0,0,0
945,36.02.02.2017,36.02.02,36.02,36,1811,604,471,491,296,374,665,331,11,471,1257,83,1811,0,1811,0,0,0,0,0,0
946,36.02.09.2021,36.02.09,36.02,36,1372,474,354,441,178,292,684,116,0,383,975,14,1372,0,1372,0,0,0,0,0,0
947,36.02.02.2018,36.02.02,36.02,36,3092,1064,804,876,438,625,1125,523,7,840,2102,150,3084,8,3084,8,0,0,0,0,0
948,36.02.02.2019,36.02.02,36.02,36,2271,843,681,789,279,452,1205,200,3,509,1740,22,2271,0,2271,0,0,0,0,0,0
949,36.02.03.2001,36.02.03,36.02,36,7373,2386,1840,2066,1054,1830,2416,1569,16,2119,4664,590,7359,14,7359,14,0,0,0,0,0
950,36.02.03.2002,36.02.03,36.02,36,4735,1551,1187,1406,549,1039,1998,766,5,1369,3282,84,4735,0,4735,0,0,0,0,0,0
951,36.02.03.2011,36.02.03,36.02,36,2990,1017,740,862,397,809,1082,613,2,884,2034,72,2990,0,2990,0,0,0,0,0,0
952,36.02.03.2013,36.02.03,36.02,36,5354,1782,1368,1589,831,1233,2148,930,4,1499,3694,161,5354,0,5354,0,0,0,0,0,0
953,36.02.03.2014,36.02.03,36.02,36,2948,1123,719,994,486,582,1520,389,0,760,2149,39,2948,0,2948,0,0,0,0,0,0
954,36.02.03.2017,36.02.03,36.02,36,2054,695,564,642,252,459,897,278,0,518,1496,40,2054,0,2054,0,0,0,0,0,0
955,36.02.05.2006,36.02.05,36.02,36,2810,839,789,781,288,678,1305,244,0,786,1993,31,2810,0,2810,0,0,0,0,0,0
956,36.02.03.2018,36.02.03,36.02,36,4098,1416,1034,1190,554,917,1613,762,4,1164,2833,101,4096,2,4096,2,0,0,0,0,0
957,36.02.04.2009,36.02.04,36.02,36,3702,1304,960,1093,515,926,1520,609,2,1028,2626,48,3702,0,3702,0,0,0,0,0,0
958,36.02.04.2016,36.02.04,36.02,36,3348,991,1026,757,325,1096,1335,293,0,1097,2227,24,3348,0,3348,0,0,0,0,0,0
959,36.02.04.2020,36.02.04,36.02,36,2358,712,653,642,239,648,961,273,2,704,1634,20,2358,0,2358,0,0,0,0,0,0
960,36.02.05.2003,36.02.05,36.02,36,2381,793,741,747,202,547,1174,233,0,870,1500,11,2381,0,2381,0,0,0,0,0,0
961,36.02.05.2004,36.02.05,36.02,36,3792,1175,1074,952,444,998,1430,540,15,1204,2429,159,3791,1,3791,0,0,0,0,0,1
962,36.02.05.2005,36.02.05,36.02,36,3323,1029,962,809,406,867,1425,359,3,1057,2144,122,3323,0,3323,0,0,0,0,0,0
963,36.02.05.2007,36.02.05,36.02,36,2670,771,769,660,327,724,1144,305,0,826,1827,17,2670,0,2670,0,0,0,0,0,0
964,36.02.05.2008,36.02.05,36.02,36,3142,956,892,771,323,693,1451,205,0,1239,1874,29,3142,0,3142,0,0,0,0,0,0
965,36.02.05.2012,36.02.05,36.02,36,3183,985,964,845,298,816,1400,256,0,983,2168,32,3183,0,3183,0,0,0,0,0,0
966,36.02.05.2019,36.02.05,36.02,36,2650,820,802,651,260,728,1074,278,2,830,1796,24,2650,0,2650,0,0,0,0,0,0
967,36.02.06.2004,36.02.06,36.02,36,4517,1485,1197,1125,631,1228,1965,479,0,1473,2979,65,4487,30,4487,29,0,0,0,0,1
968,36.02.17.2011,36.02.17,36.02,36,2850,904,829,741,337,723,1246,289,2,868,1947,35,2850,0,2850,0,0,0,0,0,0
969,36.02.06.2006,36.02.06,36.02,36,3046,1046,898,907,318,675,1645,185,0,1163,1859,24,2773,273,2773,0,0,0,0,0,273
970,36.02.06.2007,36.02.06,36.02,36,5094,1647,1527,1285,673,1281,2102,939,0,1703,3365,26,5002,92,5002,1,0,0,0,0,91
