,KODE_KEL_DESA,KODE_KEC,KODE_KAB_KOTA,KODE_PROVINSI,NAMA_KEL_DESA,NAMA_KECAMATAN,NAMA_KAB_KOTA,NAMA_PROVINSI,Total_DPT
1413,36.01.13.2015,36.01.13,36.01,36,Kadupayung,Menes,Pandeglang,Banten,1597.0
1414,36.01.26.2001,36.01.26,36.01,36,Karyasari,Cikedal,Pandeglang,Banten,4342.0
1415,36.01.23.2007,36.01.23,36.01,36,Kondangjaya,Cisata,Pandeglang,Banten,4226.0
1416,36.01.08.2011,36.01.08,36.01,36,Kotadukuh,Munjul,Pandeglang,Banten,1441.0
1417,36.01.23.2006,36.01.23,36.01,36,Kubangkondang,Cisata,Pandeglang,Banten,4385.0
1418,36.01.08.2008,36.01.08,36.01,36,Munjul,Munjul,Pandeglang,Banten,3575.0
1419,36.01.13.2006,36.01.13,36.01,36,Muruy,Menes,Pandeglang,Banten,3819.0
1420,36.01.08.2006,36.01.08,36.01,36,Panacaran,Munjul,Pandeglang,Banten,506.0
1421,36.01.08.2001,36.01.08,36.01,36,Pasanggrahan,Munjul,Pandeglang,Banten,3262.0
1422,36.01.24.2009,36.01.24,36.01,36,Pasirgadung,Patia,Pandeglang,Banten,4643.0
1423,36.01.31.2006,36.01.31,36.01,36,Pasirlancar,Sindangresmi,Pandeglang,Banten,973.0
1424,36.01.11.2007,36.01.11,36.01,36,Pasirpanjang,Picung,Pandeglang,Banten,2934.0
1425,36.01.16.2014,36.01.16,36.01,36,Sampang Bitung,Jiput,Pandeglang,Banten,3465.0
1426,36.01.16.2006,36.01.16,36.01,36,Sikulan,Jiput,Pandeglang,Banten,2978.0
1427,36.01.16.2011,36.01.16,36.01,36,Sukamanah,Jiput,Pandeglang,Banten,4690.0
1428,36.01.32.2005,36.01.32,36.01,36,Sukaraja,Pulosari,Pandeglang,Banten,4363.0
1429,36.01.26.2002,36.01.26,36.01,36,Tegal,Cikedal,Pandeglang,Banten,3023.0
1430,36.04.29.2003,36.04.29,36.04,36,Cibojong,Padarincang,Serang,Banten,6469.0
1431,36.04.31.2008,36.04.31,36.04,36,Ranca Sanggal,Cinangka,Serang,Banten,2596.0
1432,36.04.31.2002,36.04.31,36.04,36,Bantar Waru,Cinangka,Serang,Banten,579.0
1433,36.04.31.2007,36.04.31,36.04,36,Kubang Baros,Cinangka,Serang,Banten,4361.0
1434,36.04.31.2014,36.04.31,36.04,36,Baros Jaya,Cinangka,Serang,Banten,1968.0
1435,36.04.31.2009,36.04.31,36.04,36,Cikolelet,Cinangka,Serang,Banten,3264.0
1436,36.04.31.2013,36.04.31,36.04,36,Mekarsari,Cinangka,Serang,Banten,4253.0
1437,36.04.31.2011,36.04.31,36.04,36,Kamasan,Cinangka,Serang,Banten,9119.0
1438,36.04.30.2005,36.04.30,36.04,36,Bandulu,Anyar,Serang,Banten,3129.0
1439,36.04.30.2010,36.04.30,36.04,36,Sindangkarya,Anyar,Serang,Banten,541.0
1440,36.04.30.2003,36.04.30,36.04,36,Cikoneng,Anyar,Serang,Banten,174.0
1441,36.04.30.2009,36.04.30,36.04,36,Mekarsari,Anyar,Serang,Banten,4462.0
1442,36.04.30.2001,36.04.30,36.04,36,Anyar,Anyar,Serang,Banten,537.0
1443,36.02.21.2005,36.02.21,36.02,36,Muara,Wanasalam,Lebak,Banten,14052.0
1444,36.02.21.2001,36.02.21,36.02,36,Wanasalam,Wanasalam,Lebak,Banten,2666.0
1445,36.02.21.2009,36.02.21,36.02,36,Cisarap,Wanasalam,Lebak,Banten,3121.0
1446,36.02.21.2006,36.02.21,36.02,36,Parungpanjang,Wanasalam,Lebak,Banten,4406.0
1447,36.02.21.2008,36.02.21,36.02,36,Katapang,Wanasalam,Lebak,Banten,2691.0
1448,36.71.01.1001,36.71.01,36.71,36,Sukarasa,Tangerang,Kota Tangerang,Banten,4184.0
1449,36.71.01.1002,36.71.01,36.71,36,Sukaasih,Tangerang,Kota Tangerang,Banten,5352.0
1450,36.71.01.1003,36.71.01,36.71,36,Tanah Tinggi,Tangerang,Kota Tangerang,Banten,11802.0
1451,36.71.01.1004,36.71.01,36.71,36,Buaran Indah,Tangerang,Kota Tangerang,Banten,6619.0
1452,36.71.01.1005,36.71.01,36.71,36,Cikokol,Tangerang,Kota Tangerang,Banten,10936.0
1453,36.71.01.1006,36.71.01,36.71,36,Kelapa Indah,Tangerang,Kota Tangerang,Banten,3991.0
1454,36.71.01.1007,36.71.01,36.71,36,Sukasari,Tangerang,Kota Tangerang,Banten,17484.0
1455,36.71.01.1008,36.71.01,36.71,36,Babakan,Tangerang,Kota Tangerang,Banten,5911.0
1456,36.71.02.1001,36.71.02,36.71,36,Keroncong,Jatiuwung,Kota Tangerang,Banten,26302.0
1457,36.71.02.1002,36.71.02,36.71,36,Jatake,Jatiuwung,Kota Tangerang,Banten,4336.0
1458,36.71.02.1003,36.71.02,36.71,36,Pasir Jaya,Jatiuwung,Kota Tangerang,Banten,18527.0
1459,36.71.02.1004,36.71.02,36.71,36,Gandasari,Jatiuwung,Kota Tangerang,Banten,28822.0
1460,36.71.02.1005,36.71.02,36.71,36,Manis Jaya,Jatiuwung,Kota Tangerang,Banten,18222.0
1461,36.71.02.1006,36.71.02,36.71,36,Alam Jaya,Jatiuwung,Kota Tangerang,Banten,24575.0
1462,36.71.03.1001,36.71.03,36.71,36,Batuceper,Batuceper,Kota Tangerang,Banten,3629.0
1463,36.71.03.1002,36.71.03,36.71,36,Batujaya,Batuceper,Kota Tangerang,Banten,4402.0
1464,36.71.03.1003,36.71.03,36.71,36,Poris Gaga,Batuceper,Kota Tangerang,Banten,13214.0
1465,36.71.03.1004,36.71.03,36.71,36,Poris Gaga Baru,Batuceper,Kota Tangerang,Banten,9378.0
1466,36.71.03.1005,36.71.03,36.71,36,Kebon Besar,Batuceper,Kota Tangerang,Banten,10654.0
1467,36.71.03.1006,36.71.03,36.71,36,Batusari,Batuceper,Kota Tangerang,Banten,4508.0
1468,36.71.03.1007,36.71.03,36.71,36,Poris Jaya,Batuceper,Kota Tangerang,Banten,8420.0
1469,36.71.04.1001,36.71.04,36.71,36,Belendung,Benda,Kota Tangerang,Banten,5542.0
1470,36.71.04.1002,36.71.04,36.71,36,Jurumudi,Benda,Kota Tangerang,Banten,9770.0
1471,36.71.04.1003,36.71.04,36.71,36,Benda,Benda,Kota Tangerang,Banten,8246.0
1472,36.71.04.1004,36.71.04,36.71,36,Pajang,Benda,Kota Tangerang,Banten,1319.0
1473,36.71.04.1005,36.71.04,36.71,36,Jurumudi Baru,Benda,Kota Tangerang,Banten,9590.0
1474,36.71.05.1001,36.71.05,36.71,36,Cipondoh,Cipondoh,Kota Tangerang,Banten,7297.0
1475,36.71.05.1002,36.71.05,36.71,36,Cipondoh Makmur,Cipondoh,Kota Tangerang,Banten,13167.0
1476,36.71.05.1003,36.71.05,36.71,36,Cipondoh Indah,Cipondoh,Kota Tangerang,Banten,12393.0
1477,36.71.05.1004,36.71.05,36.71,36,Gondrong,Cipondoh,Kota Tangerang,Banten,6183.0
1478,36.71.05.1005,36.71.05,36.71,36,Kenanga,Cipondoh,Kota Tangerang,Banten,4261.0
1479,36.71.05.1006,36.71.05,36.71,36,Petir,Cipondoh,Kota Tangerang,Banten,11045.0
1480,36.71.05.1007,36.71.05,36.71,36,Ketapang,Cipondoh,Kota Tangerang,Banten,3484.0
1481,36.71.05.1008,36.71.05,36.71,36,Poris Plawad,Cipondoh,Kota Tangerang,Banten,7257.0
1482,36.71.05.1009,36.71.05,36.71,36,Poris Plawad Utara,Cipondoh,Kota Tangerang,Banten,3699.0
1483,36.71.05.1010,36.71.05,36.71,36,Poris Plawad Indah,Cipondoh,Kota Tangerang,Banten,8026.0
1484,36.71.06.1001,36.71.06,36.71,36,Paninggilan,Ciledug,Kota Tangerang,Banten,10540.0
1485,36.71.06.1002,36.71.06,36.71,36,Sudimara Barat,Ciledug,Kota Tangerang,Banten,9353.0
1486,36.71.06.1003,36.71.06,36.71,36,Sudimara Timur,Ciledug,Kota Tangerang,Banten,9353.0
1487,36.71.06.1004,36.71.06,36.71,36,Tajur,Ciledug,Kota Tangerang,Banten,7825.0
1488,36.71.06.1005,36.71.06,36.71,36,Parung Serab,Ciledug,Kota Tangerang,Banten,7396.0
1489,36.71.06.1006,36.71.06,36.71,36,Sudimara Jaya,Ciledug,Kota Tangerang,Banten,8941.0
1490,36.71.06.1007,36.71.06,36.71,36,Sudimara Selatan,Ciledug,Kota Tangerang,Banten,7284.0
1491,36.71.06.1008,36.71.06,36.71,36,Paninggilan Utara,Ciledug,Kota Tangerang,Banten,12414.0
1492,36.71.07.1001,36.71.07,36.71,36,Karawaci,Karawaci,Kota Tangerang,Banten,2623.0
1493,36.71.07.1002,36.71.07,36.71,36,Bojong Jaya,Karawaci,Kota Tangerang,Banten,1763.0
1494,36.71.07.1003,36.71.07,36.71,36,Karawaci Baru,Karawaci,Kota Tangerang,Banten,9121.0
1495,36.71.07.1004,36.71.07,36.71,36,Nusa Jaya,Karawaci,Kota Tangerang,Banten,9654.0
1496,36.71.07.1005,36.71.07,36.71,36,Cimone,Karawaci,Kota Tangerang,Banten,10141.0
1497,36.71.07.1006,36.71.07,36.71,36,Cimone Jaya,Karawaci,Kota Tangerang,Banten,2915.0
1498,36.71.07.1007,36.71.07,36.71,36,Pabuaran,Karawaci,Kota Tangerang,Banten,3637.0
1499,36.71.07.1008,36.71.07,36.71,36,Sumur Pacing,Karawaci,Kota Tangerang,Banten,3098.0
1500,36.71.07.1009,36.71.07,36.71,36,Bugel,Karawaci,Kota Tangerang,Banten,9590.0
1501,36.71.07.1010,36.71.07,36.71,36,Margasari,Karawaci,Kota Tangerang,Banten,5457.0
1502,36.71.07.1011,36.71.07,36.71,36,Pabuaran Tumpeng,Karawaci,Kota Tangerang,Banten,9708.0
1503,36.71.07.1012,36.71.07,36.71,36,Nambo Jaya,Karawaci,Kota Tangerang,Banten,2998.0
1504,36.71.07.1013,36.71.07,36.71,36,Gerendeng,Karawaci,Kota Tangerang,Banten,12312.0
1505,36.71.07.1014,36.71.07,36.71,36,Sukajadi,Karawaci,Kota Tangerang,Banten,6909.0
1506,36.71.07.1015,36.71.07,36.71,36,Pasar Baru,Karawaci,Kota Tangerang,Banten,856.0
1507,36.71.07.1016,36.71.07,36.71,36,Koang Jaya,Karawaci,Kota Tangerang,Banten,2289.0
1508,36.71.08.1001,36.71.08,36.71,36,Periuk,Periuk,Kota Tangerang,Banten,15016.0
1509,36.71.08.1002,36.71.08,36.71,36,Gembor,Periuk,Kota Tangerang,Banten,21593.0
1510,36.71.08.1003,36.71.08,36.71,36,Gebang Raya,Periuk,Kota Tangerang,Banten,20988.0
1511,36.71.08.1004,36.71.08,36.71,36,Sangiang Jaya,Periuk,Kota Tangerang,Banten,22292.0
1512,36.71.08.1005,36.71.08,36.71,36,Periuk Jaya,Periuk,Kota Tangerang,Banten,5312.0
1513,36.71.09.1001,36.71.09,36.71,36,Cibodas,Cibodas,Kota Tangerang,Banten,26729.0
1514,36.71.09.1002,36.71.09,36.71,36,Cibodasari,Cibodas,Kota Tangerang,Banten,33931.0
1515,36.71.09.1003,36.71.09,36.71,36,Cibodas Baru,Cibodas,Kota Tangerang,Banten,14363.0
1516,36.71.09.1004,36.71.09,36.71,36,Panunggangan Barat,Cibodas,Kota Tangerang,Banten,18734.0
1517,36.71.09.1005,36.71.09,36.71,36,Uwung Jaya,Cibodas,Kota Tangerang,Banten,31268.0
1518,36.71.09.1006,36.71.09,36.71,36,Jatiuwung,Cibodas,Kota Tangerang,Banten,9213.0
1519,36.71.10.1001,36.71.10,36.71,36,Neglasari,Neglasari,Kota Tangerang,Banten,14432.0
1520,36.71.10.1002,36.71.10,36.71,36,Karang Sari,Neglasari,Kota Tangerang,Banten,23277.0
1521,36.71.10.1003,36.71.10,36.71,36,Selapajang Jaya,Neglasari,Kota Tangerang,Banten,9791.0
1522,36.71.10.1004,36.71.10,36.71,36,Kedaung Wetan,Neglasari,Kota Tangerang,Banten,8597.0
1523,36.71.10.1005,36.71.10,36.71,36,Mekarsari,Neglasari,Kota Tangerang,Banten,11305.0
1524,36.71.10.1006,36.71.10,36.71,36,Karang Anyar,Neglasari,Kota Tangerang,Banten,7409.0
1525,36.71.10.1007,36.71.10,36.71,36,Kedaung Baru,Neglasari,Kota Tangerang,Banten,7208.0
1526,36.71.11.1001,36.71.11,36.71,36,Pinang,Pinang,Kota Tangerang,Banten,5105.0
1527,36.71.11.1002,36.71.11,36.71,36,Sudimara Pinang,Pinang,Kota Tangerang,Banten,12779.0
1528,36.71.11.1003,36.71.11,36.71,36,Nerogtog,Pinang,Kota Tangerang,Banten,3332.0
1529,36.71.11.1004,36.71.11,36.71,36,Kunciran,Pinang,Kota Tangerang,Banten,3666.0
1530,36.71.11.1005,36.71.11,36.71,36,Kunciran Indah,Pinang,Kota Tangerang,Banten,18639.0
1531,36.71.11.1006,36.71.11,36.71,36,Kunciran Jaya,Pinang,Kota Tangerang,Banten,4954.0
1532,36.71.11.1007,36.71.11,36.71,36,Cipete,Pinang,Kota Tangerang,Banten,4452.0
1533,36.71.11.1008,36.71.11,36.71,36,Pakojan,Pinang,Kota Tangerang,Banten,1972.0
1534,36.71.11.1009,36.71.11,36.71,36,Panunggangan,Pinang,Kota Tangerang,Banten,5671.0
1535,36.71.11.1010,36.71.11,36.71,36,Panunggangan Utara,Pinang,Kota Tangerang,Banten,6391.0
1536,36.71.11.1011,36.71.11,36.71,36,Panunggangan Timur,Pinang,Kota Tangerang,Banten,552.0
1537,36.71.12.1001,36.71.12,36.71,36,Karang Tengah,Karang Tengah,Kota Tangerang,Banten,16426.0
1538,36.71.12.1002,36.71.12,36.71,36,Karang Mulya,Karang Tengah,Kota Tangerang,Banten,5619.0
1539,36.71.12.1003,36.71.12,36.71,36,Pondok Bahar,Karang Tengah,Kota Tangerang,Banten,6523.0
1540,36.71.12.1004,36.71.12,36.71,36,Pondok Pucung,Karang Tengah,Kota Tangerang,Banten,8512.0
1541,36.71.12.1005,36.71.12,36.71,36,Karang Timur,Karang Tengah,Kota Tangerang,Banten,4873.0
1542,36.71.12.1006,36.71.12,36.71,36,Pedurenan,Karang Tengah,Kota Tangerang,Banten,11311.0
1543,36.71.12.1007,36.71.12,36.71,36,Parung Jaya,Karang Tengah,Kota Tangerang,Banten,5580.0
1544,36.71.13.1001,36.71.13,36.71,36,Larangan Utara,Larangan,Kota Tangerang,Banten,11435.0
1545,36.71.13.1002,36.71.13,36.71,36,Larangan Selatan,Larangan,Kota Tangerang,Banten,8234.0
1546,36.71.13.1003,36.71.13,36.71,36,Cipadu,Larangan,Kota Tangerang,Banten,12238.0
1547,36.71.13.1004,36.71.13,36.71,36,Kreo,Larangan,Kota Tangerang,Banten,8808.0
1548,36.71.13.1005,36.71.13,36.71,36,Larangan Indah,Larangan,Kota Tangerang,Banten,4041.0
1549,36.71.13.1006,36.71.13,36.71,36,Gaga,Larangan,Kota Tangerang,Banten,8584.0
1550,36.71.13.1007,36.71.13,36.71,36,Cipadu Jaya,Larangan,Kota Tangerang,Banten,7892.0
1551,36.71.13.1008,36.71.13,36.71,36,Kreo Selatan,Larangan,Kota Tangerang,Banten,4823.0
