,KODE_KEL_DESA,KODE_KEC,KODE_KAB_KOTA,KODE_PROVINSI,NAMA_KEL_DESA,NAMA_KECAMATAN,NAMA_KAB_KOTA,NAMA_PROVINSI,Total_DPT
269,36.73.06.1006,36.73.06,36.73,36,Cilowong,Taktakan,Kota Serang,Banten,8099.0
270,36.01.18.2001,36.01.18,36.01,36,Cimanuk,Cimanuk,Pandeglang,Banten,2436.0
271,36.73.01.1006,36.73.01,36.73,36,Cimuncang,Serang,Kota Serang,Banten,3172.0
272,36.01.31.2001,36.01.31,36.01,36,Ciodeng,Sindangresmi,Pandeglang,Banten,1657.0
273,36.03.32.2005,36.03.32,36.03,36,Cipaeh,Gunung Kaler,Tangerang,Banten,6073.0
274,36.73.01.1002,36.73.01,36.73,36,Cipare,Serang,Kota Serang,Banten,3757.0
275,36.74.04.1007,36.74.04,36.74,36,Cipayung,Ciputat,Kota Tangerang Selatan,Banten,8433.0
276,36.73.04.1004,36.73.04,36.73,36,Cipete,Curug,Kota Serang,Banten,4462.0
277,36.73.05.1001,36.73.05,36.73,36,Cipocok Jaya,Cipocok Jaya,Kota Serang,Banten,2764.0
278,36.74.04.1003,36.74.04,36.74,36,Ciputat,Ciputat,Kota Tangerang Selatan,Banten,14693.0
279,36.01.19.2010,36.01.19,36.01,36,Ciputri,Kaduhejo,Pandeglang,Banten,968.0
280,36.03.20.2012,36.03.20,36.03,36,Cirarab,Legok,Tangerang,Banten,7176.0
281,36.03.31.2004,36.03.31,36.03,36,Cireundeu,Solear,Tangerang,Banten,5472.0
282,36.74.05.1004,36.74.05,36.74,36,Cireundeu,Ciputat Timur,Kota Tangerang Selatan,Banten,23938.0
283,36.03.07.2017,36.03.07,36.03,36,Cirumpak,Kronjo,Tangerang,Banten,1622.0
284,36.03.23.1001,36.03.23,36.03,36,Cisauk,Cisauk,Tangerang,Banten,2291.0
285,36.03.03.2009,36.03.03,36.03,36,Cisereh,Tigaraksa,Tangerang,Banten,7751.0
286,36.03.05.2001,36.03.05,36.03,36,Cisoka,Cisoka,Tangerang,Banten,5721.0
287,36.01.20.2002,36.01.20,36.01,36,Citalahab,Banjar,Pandeglang,Banten,4230.0
288,36.72.08.1007,36.72.08,36.72,36,Citangkil,Citangkil,Kota Cilegon,Banten,21651.0
289,36.01.10.2006,36.01.10,36.01,36,Citumenggung,Bojong,Pandeglang,Banten,6368.0
290,36.72.02.1005,36.72.02,36.72,36,Ciwaduk,Cilegon,Kota Cilegon,Banten,9343.0
291,36.72.02.1002,36.72.02,36.72,36,Ciwedus,Cilegon,Kota Cilegon,Banten,12350.0
292,36.03.17.2010,36.03.17,36.03,36,Cukanggalih,Curug,Tangerang,Banten,16741.0
293,36.73.04.1001,36.73.04,36.73,36,Curug,Curug,Kota Serang,Banten,5095.0
294,36.03.17.1001,36.03.17,36.03,36,Curug Kulon,Curug,Tangerang,Banten,16190.0
295,36.73.04.1009,36.73.04,36.73,36,Curug Manis,Curug,Kota Serang,Banten,1014.0
296,36.03.28.2006,36.03.28,36.03,36,Curug Sangereng,Kelapa Dua,Tangerang,Banten,0.0
297,36.03.17.2002,36.03.17,36.03,36,Curug Wetan,Curug,Tangerang,Banten,20289.0
298,36.01.15.2007,36.01.15,36.01,36,Curugbarang,Cipeucang,Pandeglang,Banten,3909.0
299,36.01.17.2014,36.01.17,36.01,36,Curuglemo,Mandalawangi,Pandeglang,Banten,4176.0
300,36.02.17.2008,36.02.17,36.02,36,Curugpanjang,Cikulur,Lebak,Banten,0.0
301,36.03.14.1010,36.03.14,36.03,36,Dadap,Kosambi,Tangerang,Banten,3239.0
302,36.01.18.2005,36.01.18,36.01,36,Dalembalar,Cimanuk,Pandeglang,Banten,1524.0
303,36.73.05.1007,36.73.05,36.73,36,Dalung,Cipocok Jaya,Kota Serang,Banten,3040.0
304,36.03.23.2009,36.03.23,36.03,36,Dangdang,Cisauk,Tangerang,Banten,3135.0
305,36.03.02.2007,36.03.02,36.03,36,Dangdeur,Jayanti,Tangerang,Banten,4089.0
306,36.03.11.2013,36.03.11,36.03,36,Daon,Rajeg,Tangerang,Banten,10197.0
307,36.03.04.2005,36.03.04,36.03,36,Daru,Jambe,Tangerang,Banten,5431.0
308,36.73.06.1008,36.73.06,36.73,36,Drangong,Taktakan,Kota Serang,Banten,6260.0
309,36.72.08.1002,36.72.08,36.72,36,Dringo,Citangkil,Kota Cilegon,Banten,11690.0
310,36.03.18.2006,36.03.18,36.03,36,Dukuh,Cikupa,Tangerang,Banten,4182.0
311,36.03.15.2014,36.03.15,36.03,36,Gaga,Pakuhaji,Tangerang,Banten,11133.0
312,36.03.33.2008,36.03.33,36.03,36,Gandaria,Mekar Baru,Tangerang,Banten,8002.0
313,36.72.05.1005,36.72.05,36.72,36,Gedong Dalem,Jombang,Kota Cilegon,Banten,3962.0
314,36.73.05.1008,36.73.05,36.73,36,Gelam,Cipocok Jaya,Kota Serang,Banten,7056.0
315,36.03.12.2013,36.03.12,36.03,36,Gelam Jaya,Pasar Kemis,Tangerang,Banten,40603.0
316,36.03.01.2011,36.03.01,36.03,36,Gembong,Balaraja,Tangerang,Banten,7321.0
317,36.03.30.2005,36.03.30,36.03,36,Gempol Sari,Sepatan Timur,Tangerang,Banten,12582.0
318,36.01.10.2003,36.01.10,36.01,36,Geredug,Bojong,Pandeglang,Banten,4910.0
319,36.72.06.1004,36.72.06,36.72,36,Gerem,Gerogol,Kota Cilegon,Banten,13569.0
320,36.01.33.2003,36.01.33,36.01,36,Gerendong,Koroncong,Pandeglang,Banten,1955.0
321,36.03.10.2008,36.03.10,36.03,36,Gintung,Sukadiri,Tangerang,Banten,8138.0
322,36.01.14.2012,36.01.14,36.01,36,Girijaya,Saketi,Pandeglang,Banten,1037.0
323,36.01.17.2012,36.01.17,36.01,36,Giripawana,Mandalawangi,Pandeglang,Banten,5020.0
324,36.72.06.1002,36.72.06,36.72,36,Grogol,Gerogol,Kota Cilegon,Banten,5424.0
325,36.03.32.2001,36.03.32,36.03,36,Gunung Kaler,Gunung Kaler,Tangerang,Banten,8024.0
326,36.03.08.2006,36.03.08,36.03,36,Gunung Sari,Mauk,Tangerang,Banten,2590.0
327,36.01.18.2015,36.01.18,36.01,36,Gunungcupu,Cimanuk,Pandeglang,Banten,2683.0
328,36.01.18.2010,36.01.18,36.01,36,Gunungdatar,Cimanuk,Pandeglang,Banten,1497.0
329,36.01.20.2008,36.01.20,36.01,36,Gunungputri,Banjar,Pandeglang,Banten,5820.0
330,36.01.17.2010,36.01.17,36.01,36,Gunungsari,Mandalawangi,Pandeglang,Banten,5333.0
331,36.03.04.2002,36.03.04,36.03,36,Jambe,Jambe,Tangerang,Banten,2071.0
332,36.03.11.2005,36.03.11,36.03,36,Jambu Karya,Rajeg,Tangerang,Banten,1466.0
333,36.03.22.2008,36.03.22,36.03,36,Jatake,Pagedangan,Tangerang,Banten,1541.0
334,36.03.14.2009,36.03.14,36.03,36,Jati Mulya,Kosambi,Tangerang,Banten,475.0
335,36.03.30.2003,36.03.30,36.03,36,Jati Mulya,Sepatan Timur,Tangerang,Banten,12860.0
336,36.03.08.2010,36.03.08,36.03,36,Jatiwaringin,Mauk,Tangerang,Banten,7570.0
337,36.03.02.2006,36.03.02,36.03,36,Jayanti,Jayanti,Tangerang,Banten,3210.0
338,36.74.02.1006,36.74.02,36.74,36,Jelupang,Serpong Utara,Kota Tangerang Selatan,Banten,38772.0
339,36.03.33.2006,36.03.33,36.03,36,Jenggot,Mekar Baru,Tangerang,Banten,7450.0
340,36.03.06.2014,36.03.06,36.03,36,Jengkol,Kresek,Tangerang,Banten,467.0
341,36.03.05.2017,36.03.05,36.03,36,Jeungjing,Cisoka,Tangerang,Banten,4630.0
342,36.74.04.1006,36.74.04,36.74,36,Jombang,Ciputat,Kota Tangerang Selatan,Banten,22052.0
343,36.72.05.1002,36.72.05,36.72,36,Jombang Wetan,Jombang,Kota Cilegon,Banten,12671.0
344,36.01.25.1014,36.01.25,36.01,36,Juhut,Karang Tanjung,Pandeglang,Banten,4280.0
345,36.74.03.1010,36.74.03,36.74,36,Jurangmangu Barat,Pondok Aren,Kota Tangerang Selatan,Banten,16594.0
346,36.74.03.1011,36.74.03,36.74,36,Jurangmangu Timur,Pondok Aren,Kota Tangerang Selatan,Banten,6664.0
347,36.01.21.1004,36.01.21,36.01,36,Kabayan,Pandeglang,Pandeglang,Banten,4839.0
348,36.74.07.1004,36.74.07,36.74,36,Kademangan,Setu,Kota Tangerang Selatan,Banten,9926.0
349,36.01.21.1002,36.01.21,36.01,36,Kadomas,Pandeglang,Pandeglang,Banten,508.0
350,36.03.17.2003,36.03.17,36.03,36,Kadu,Curug,Tangerang,Banten,12476.0
351,36.03.03.1007,36.03.03,36.03,36,Kadu Agung,Tigaraksa,Tangerang,Banten,6975.0
352,36.03.17.2004,36.03.17,36.03,36,Kadu Jaya,Curug,Tangerang,Banten,15775.0
353,36.03.22.2010,36.03.22,36.03,36,Kadu Sirung,Pagedangan,Tangerang,Banten,0.0
354,36.01.20.2011,36.01.20,36.01,36,Kadubale,Banjar,Pandeglang,Banten,3535.0
355,36.01.30.2001,36.01.30,36.01,36,Kadubelang,Mekarjaya,Pandeglang,Banten,4962.0
356,36.01.18.2003,36.01.18,36.01,36,Kadubungbang,Cimanuk,Pandeglang,Banten,3840.0
357,36.01.14.2007,36.01.14,36.01,36,Kadudampit,Saketi,Pandeglang,Banten,3284.0
358,36.01.18.2008,36.01.18,36.01,36,Kadudodol,Cimanuk,Pandeglang,Banten,3104.0
359,36.01.22.2004,36.01.22,36.01,36,Kaduela,Cadasari,Pandeglang,Banten,531.0
360,36.01.22.2001,36.01.22,36.01,36,Kaduengang,Cadasari,Pandeglang,Banten,1516.0
361,36.01.15.2005,36.01.15,36.01,36,Kadugadung,Cipeucang,Pandeglang,Banten,3247.0
362,36.01.19.2008,36.01.19,36.01,36,Kadugemblo,Kaduhejo,Pandeglang,Banten,2173.0
363,36.01.32.2006,36.01.32,36.01,36,Kaduhejo,Pulosari,Pandeglang,Banten,1613.0
364,36.01.30.2005,36.01.30,36.01,36,Kadujangkung,Mekarjaya,Pandeglang,Banten,2138.0
365,36.01.20.2004,36.01.20,36.01,36,Kadulimus,Banjar,Pandeglang,Banten,2691.0
366,36.01.18.2006,36.01.18,36.01,36,Kadumadang,Cimanuk,Pandeglang,Banten,890.0
367,36.01.20.2013,36.01.20,36.01,36,Kadumaneuh,Banjar,Pandeglang,Banten,2888.0
368,36.01.25.1001,36.01.25,36.01,36,Kadumerak,Karang Tanjung,Pandeglang,Banten,7742.0
369,36.01.11.2003,36.01.11,36.01,36,Kadupandak,Picung,Pandeglang,Banten,1995.0
370,36.01.23.2003,36.01.23,36.01,36,Kaduronyok,Cisata,Pandeglang,Banten,3674.0
371,36.73.01.1012,36.73.01,36.73,36,Kagungan,Serang,Kota Serang,Banten,2451.0
372,36.73.06.1005,36.73.06,36.73,36,Kalanganyar,Taktakan,Kota Serang,Banten,0.0
373,36.01.15.2008,36.01.15,36.01,36,Kalanggunung,Cipeucang,Pandeglang,Banten,2198.0
374,36.03.27.2003,36.03.27,36.03,36,Kaliasin,Sukamulya,Tangerang,Banten,7523.0
375,36.03.15.2007,36.03.15,36.03,36,Kalibaru,Pakuhaji,Tangerang,Banten,8698.0
376,36.73.01.1010,36.73.01,36.73,36,Kaligandu,Serang,Kota Serang,Banten,7031.0
377,36.72.01.1006,36.72.01,36.72,36,Kalitimbang,Cibeber,Kota Cilegon,Banten,4782.0
378,36.73.03.1008,36.73.03,36.73,36,Kalodran,Walantaka,Kota Serang,Banten,1692.0
379,36.03.13.2013,36.03.13,36.03,36,Kampung Besar,Teluknaga,Tangerang,Banten,570.0
380,36.03.30.2006,36.03.30,36.03,36,Kampung Kelor,Sepatan Timur,Tangerang,Banten,10453.0
381,36.03.13.2007,36.03.13,36.03,36,Kmp Melayu Brt,Teluknaga,Tangerang,Banten,1439.0
382,36.03.13.2006,36.03.13,36.03,36,Kmp Melayu Tim,Teluknaga,Tangerang,Banten,3309.0
383,36.01.13.2003,36.01.13,36.01,36,Kananga,Menes,Pandeglang,Banten,2976.0
384,36.03.32.2008,36.03.32,36.03,36,Kandawati,Gunung Kaler,Tangerang,Banten,7102.0
385,36.73.03.1009,36.73.03,36.73,36,Kapuren,Walantaka,Kota Serang,Banten,1713.0
386,36.03.09.2002,36.03.09,36.03,36,Karang Anyar,Kemiri,Tangerang,Banten,2005.0
387,36.72.01.1005,36.72.01,36.72,36,Karang Asem,Cibeber,Kota Cilegon,Banten,13413.0
388,36.03.05.2014,36.03.05,36.03,36,Karang Harja,Cisoka,Tangerang,Banten,564.0
389,36.03.10.2005,36.03.10,36.03,36,Karang Serang,Sukadiri,Tangerang,Banten,8997.0
390,36.03.22.2012,36.03.22,36.03,36,Karang Tengah,Pagedangan,Tangerang,Banten,964.0
391,36.01.33.2007,36.01.33,36.01,36,Karangsetra,Koroncong,Pandeglang,Banten,1045.0
392,36.01.34.1002,36.01.34,36.01,36,Karaton,Majasari,Pandeglang,Banten,4255.0
393,36.03.16.2002,36.03.16,36.03,36,Karet,Sepatan,Tangerang,Banten,25388.0
394,36.73.05.1002,36.73.05,36.73,36,Karundang,Cipocok Jaya,Kota Serang,Banten,4952.0
395,36.01.32.2004,36.01.32,36.01,36,Karyawangi,Pulosari,Pandeglang,Banten,2496.0
396,36.73.02.1001,36.73.02,36.73,36,Kasemen,Kasemen,Kota Serang,Banten,6109.0
397,36.73.02.1010,36.73.02,36.73,36,Kasunyatan,Kasemen,Kota Serang,Banten,506.0
398,36.01.22.2009,36.01.22,36.01,36,Kaungcaang,Cadasari,Pandeglang,Banten,993.0
399,36.03.16.2003,36.03.16,36.03,36,Kayu Agung,Sepatan,Tangerang,Banten,18118.0
400,36.03.16.2004,36.03.16,36.03,36,Kayu Bongkok,Sepatan,Tangerang,Banten,9213.0
401,36.72.07.1003,36.72.07,36.72,36,Kebon Dalem,Purwakarta,Kota Cilegon,Banten,15887.0
402,36.03.13.2004,36.03.13,36.03,36,Keboncau,Teluknaga,Tangerang,Banten,22669.0
403,36.72.08.1005,36.72.08,36.72,36,Kebonsari,Citangkil,Kota Cilegon,Banten,10728.0
404,36.72.01.1002,36.72.01,36.72,36,Kedaleman,Cibeber,Kota Cilegon,Banten,6108.0
405,36.03.33.2002,36.03.33,36.03,36,Kedaung,Mekar Baru,Tangerang,Banten,3658.0
406,36.74.06.1006,36.74.06,36.74,36,Kedaung,Pamulang,Kota Tangerang Selatan,Banten,46540.0
407,36.03.30.2001,36.03.30,36.03,36,Kedaung Barat,Sepatan Timur,Tangerang,Banten,12101.0
408,36.03.32.2004,36.03.32,36.03,36,Kedung,Gunung Kaler,Tangerang,Banten,3361.0
409,36.03.08.2007,36.03.08,36.03,36,Kedung Dalem,Mauk,Tangerang,Banten,9505.0
410,36.03.28.1001,36.03.28,36.03,36,Kelapa Dua,Kelapa Dua,Tangerang,Banten,4558.0
411,36.73.04.1003,36.73.04,36.73,36,Kemanisan,Curug,Kota Serang,Banten,2907.0
412,36.03.09.2004,36.03.09,36.03,36,Kemiri,Kemiri,Tangerang,Banten,6463.0
413,36.03.06.2007,36.03.06,36.03,36,Kemuning,Kresek,Tangerang,Banten,3589.0
414,36.03.20.2010,36.03.20,36.03,36,Kemuning,Legok,Tangerang,Banten,1812.0
415,36.74.07.1003,36.74.07,36.74,36,Keranggan,Setu,Kota Tangerang Selatan,Banten,1650.0
416,36.03.08.2012,36.03.08,36.03,36,Ketapang,Mauk,Tangerang,Banten,9293.0
417,36.72.02.1004,36.72.02,36.72,36,Ketileng,Cilegon,Kota Cilegon,Banten,8221.0
418,36.73.03.1006,36.73.03,36.73,36,Kiara,Walantaka,Kota Serang,Banten,4906.0
419,36.03.15.2012,36.03.15,36.03,36,Kiara Payung,Pakuhaji,Tangerang,Banten,17090.0
420,36.73.02.1009,36.73.02,36.73,36,Kilasah,Kasemen,Kota Serang,Banten,1812.0
421,36.03.09.2006,36.03.09,36.03,36,Klebet,Kemiri,Tangerang,Banten,4698.0
422,36.03.33.2005,36.03.33,36.03,36,Klutuk,Mekar Baru,Tangerang,Banten,0.0
423,36.03.15.2008,36.03.15,36.03,36,Kohod,Pakuhaji,Tangerang,Banten,10575.0
424,36.01.11.2004,36.01.11,36.01,36,Kolelet,Picung,Pandeglang,Banten,4985.0
425,36.01.15.2004,36.01.15,36.01,36,Koncang,Cipeucang,Pandeglang,Banten,1572.0
426,36.03.06.2013,36.03.06,36.03,36,Koper,Kresek,Tangerang,Banten,1611.0
427,36.01.22.2005,36.01.22,36.01,36,Koranji,Cadasari,Pandeglang,Banten,1997.0
428,36.01.32.2001,36.01.32,36.01,36,Koranji,Pulosari,Pandeglang,Banten,5646.0
429,36.01.33.2004,36.01.33,36.01,36,Koroncong,Koroncong,Pandeglang,Banten,2026.0
430,36.03.10.2006,36.03.10,36.03,36,Kosambi,Sukadiri,Tangerang,Banten,10156.0
431,36.03.14.1001,36.03.14,36.03,36,Kosambi Barat,Kosambi,Tangerang,Banten,0.0
432,36.03.33.2007,36.03.33,36.03,36,Kosambi Dalam,Mekar Baru,Tangerang,Banten,8912.0
433,36.03.14.2002,36.03.14,36.03,36,Kosambi Timur,Kosambi,Tangerang,Banten,0.0
434,36.73.01.1004,36.73.01,36.73,36,Kota Baru,Serang,Kota Serang,Banten,99.0
435,36.72.07.1002,36.72.07,36.72,36,Kotabumi,Purwakarta,Kota Cilegon,Banten,9978.0
436,36.72.06.1001,36.72.06,36.72,36,Kotasari,Gerogol,Kota Cilegon,Banten,9681.0
437,36.03.15.2009,36.03.15,36.03,36,Kramat,Pakuhaji,Tangerang,Banten,9022.0
438,36.03.06.2018,36.03.06,36.03,36,Kresek,Kresek,Tangerang,Banten,3386.0
439,36.03.07.2001,36.03.07,36.03,36,Kronjo,Kronjo,Tangerang,Banten,5233.0
440,36.03.27.2008,36.03.27,36.03,36,Kubang,Sukamulya,Tangerang,Banten,6216.0
441,36.72.04.1003,36.72.04,36.72,36,Kubangsari,Ciwandan,Kota Cilegon,Banten,7902.0
442,36.01.18.2004,36.01.18,36.01,36,Kupahandap,Cimanuk,Pandeglang,Banten,1016.0
443,36.73.06.1004,36.73.06,36.73,36,Kuranji,Taktakan,Kota Serang,Banten,574.0
444,36.01.22.2003,36.01.22,36.01,36,Kurungdahu,Cadasari,Pandeglang,Banten,1051.0
445,36.01.17.2004,36.01.17,36.01,36,Kurungkambing,Mandalawangi,Pandeglang,Banten,3454.0
446,36.03.12.1014,36.03.12,36.03,36,Kuta Baru,Pasar Kemis,Tangerang,Banten,37989.0
447,36.03.12.1012,36.03.12,36.03,36,Kuta Jaya,Pasar Kemis,Tangerang,Banten,37930.0
448,36.03.12.1010,36.03.12,36.03,36,Kutabumi,Pasar Kemis,Tangerang,Banten,45084.0
449,36.03.04.2006,36.03.04,36.03,36,Kutruk,Jambe,Tangerang,Banten,1551.0
450,36.03.15.2013,36.03.15,36.03,36,Laksana,Pakuhaji,Tangerang,Banten,8219.0
451,36.01.14.2001,36.01.14,36.01,36,Langensari,Saketi,Pandeglang,Banten,2565.0
452,36.72.08.1003,36.72.08,36.72,36,Lebak Denok,Citangkil,Kota Cilegon,Banten,7247.0
453,36.03.30.2002,36.03.30,36.03,36,Lebak Wangi,Sepatan Timur,Tangerang,Banten,33236.0
454,36.73.03.1016,36.73.03,36.73,36,Lebakwangi,Walantaka,Kota Serang,Banten,572.0
455,36.03.20.2006,36.03.20,36.03,36,Legok,Legok,Tangerang,Banten,4663.0
456,36.03.09.2007,36.03.09,36.03,36,Legok Suka Maju,Kemiri,Tangerang,Banten,396.0
457,36.03.11.2006,36.03.11,36.03,36,Lembangsari,Rajeg,Tangerang,Banten,13832.0
458,36.03.13.2009,36.03.13,36.03,36,Lemo,Teluknaga,Tangerang,Banten,404.0
459,36.74.01.1004,36.74.01,36.74,36,Lengkong Gudang,Serpong,Kota Tangerang Selatan,Banten,16704.0
460,36.74.01.1007,36.74.01,36.74,36,Lengkong Gudang Timur,Serpong,Kota Tangerang Selatan,Banten,8638.0
461,36.74.02.1007,36.74.02,36.74,36,Lengkong Karya,Serpong Utara,Kota Tangerang Selatan,Banten,11066.0
462,36.03.22.2006,36.03.22,36.03,36,Lengkong Kulon,Pagedangan,Tangerang,Banten,0.0
463,36.74.01.1005,36.74.01,36.74,36,Lengkong Wetan,Serpong,Kota Tangerang Selatan,Banten,6797.0
464,36.73.06.1011,36.73.06,36.73,36,Lialang,Taktakan,Kota Serang,Banten,4947.0
465,36.03.09.2003,36.03.09,36.03,36,Lontar,Kemiri,Tangerang,Banten,2924.0
466,36.73.01.1009,36.73.01,36.73,36,Lontarbaru,Serang,Kota Serang,Banten,525.0
467,36.73.01.1005,36.73.01,36.73,36,Lopang,Serang,Kota Serang,Banten,7691.0
468,36.01.14.2003,36.01.14,36.01,36,Majau,Saketi,Pandeglang,Banten,3770.0
469,36.03.22.2011,36.03.22,36.03,36,Malang Nengah,Pagedangan,Tangerang,Banten,0.0
470,36.01.17.2013,36.01.17,36.01,36,Mandalasari,Mandalawangi,Pandeglang,Banten,2673.0
471,36.01.19.2003,36.01.19,36.01,36,Mandalasari,Kaduhejo,Pandeglang,Banten,2185.0
472,36.01.17.2005,36.01.17,36.01,36,Mandalawangi,Mandalawangi,Pandeglang,Banten,4949.0
473,36.01.10.2007,36.01.10,36.01,36,Manggungjaya,Bojong,Pandeglang,Banten,5520.0
474,36.03.08.2008,36.03.08,36.03,36,Marga Mulya,Mauk,Tangerang,Banten,8080.0
475,36.73.02.1011,36.73.02,36.73,36,Margaluyu,Kasemen,Kota Serang,Banten,0.0
476,36.03.03.2010,36.03.03,36.03,36,Margasari,Tigaraksa,Tangerang,Banten,9405.0
477,36.72.05.1003,36.72.05,36.72,36,Masigit,Jombang,Kota Cilegon,Banten,9642.0
478,36.03.03.2003,36.03.03,36.03,36,Matagara,Tigaraksa,Tangerang,Banten,14123.0
479,36.03.08.2001,36.03.08,36.03,36,Mauk Barat,Mauk,Tangerang,Banten,4624.0
480,36.03.08.1002,36.03.08,36.03,36,Mauk Timur,Mauk,Tangerang,Banten,6283.0
481,36.01.14.2002,36.01.14,36.01,36,Medalsari,Saketi,Pandeglang,Banten,2581.0
482,36.03.22.1004,36.03.22,36.03,36,Medang,Pagedangan,Tangerang,Banten,4375.0
483,36.01.30.2006,36.01.30,36.01,36,Medong,Mekarjaya,Pandeglang,Banten,2631.0
484,36.03.19.1002,36.03.19,36.03,36,Mekar Bakti,Panongan,Tangerang,Banten,10618.0
485,36.03.33.2001,36.03.33,36.03,36,Mekar Baru,Mekar Baru,Tangerang,Banten,572.0
486,36.03.16.2012,36.03.16,36.03,36,Mekar Jaya,Sepatan,Tangerang,Banten,12194.0
487,36.03.19.2006,36.03.19,36.03,36,Mekar Jaya,Panongan,Tangerang,Banten,7415.0
488,36.03.10.2007,36.03.10,36.03,36,Mekar Kondang,Sukadiri,Tangerang,Banten,8642.0
489,36.03.23.2003,36.03.23,36.03,36,Mekar Wangi,Cisauk,Tangerang,Banten,0.0
490,36.01.30.2008,36.01.30,36.01,36,Mekarjaya,Mekarjaya,Pandeglang,Banten,3079.0
491,36.03.04.2008,36.03.04,36.03,36,Mekarsari,Jambe,Tangerang,Banten,4417.0
492,36.03.11.2014,36.03.11,36.03,36,Mekarsari,Rajeg,Tangerang,Banten,45171.0
493,36.72.03.1003,36.72.03,36.72,36,Mekarsari,Pulomerak,Kota Cilegon,Banten,4321.0
494,36.01.10.2001,36.01.10,36.01,36,Mekarsari,Bojong,Pandeglang,Banten,8406.0
495,36.01.14.2010,36.01.14,36.01,36,Mekarwangi,Saketi,Pandeglang,Banten,1611.0
496,36.01.13.2005,36.01.13,36.01,36,Menes,Menes,Pandeglang,Banten,5484.0
497,36.03.27.2006,36.03.27,36.03,36,Merak,Sukamulya,Tangerang,Banten,3660.0
498,36.73.02.1002,36.73.02,36.73,36,Mesjid Priyayi,Kasemen,Kota Serang,Banten,2092.0
499,36.01.20.2006,36.01.20,36.01,36,Mogana,Banjar,Pandeglang,Banten,2308.0
500,36.03.13.2008,36.03.13,36.03,36,Muara,Teluknaga,Tangerang,Banten,0.0
501,36.02.17.2006,36.02.17,36.02,36,Muaradua,Cikulur,Lebak,Banten,2169.0
502,36.02.17.2002,36.02.17,36.02,36,Muncangkopong,Cikulur,Lebak,Banten,6106.0
503,36.74.07.1001,36.74.07,36.74,36,Muncul,Setu,Kota Tangerang Selatan,Banten,6998.0
504,36.03.07.2007,36.03.07,36.03,36,Muncung,Kronjo,Tangerang,Banten,5959.0
505,36.03.31.2007,36.03.31,36.03,36,Munjul,Solear,Tangerang,Banten,15016.0
506,36.01.17.2003,36.01.17,36.01,36,Nembol,Mandalawangi,Pandeglang,Banten,5911.0
507,36.73.03.1003,36.73.03,36.73,36,Nyapah,Walantaka,Kota Serang,Banten,2812.0
508,36.03.32.2006,36.03.32,36.03,36,Onyam,Gunung Kaler,Tangerang,Banten,7635.0
509,36.72.07.1006,36.72.07,36.72,36,Pabean,Purwakarta,Kota Cilegon,Banten,5379.0
510,36.03.02.2002,36.03.02,36.03,36,Pabuaran,Jayanti,Tangerang,Banten,1078.0
511,36.73.03.1011,36.73.03,36.73,36,Pabuaran,Walantaka,Kota Serang,Banten,539.0
512,36.01.25.1003,36.01.25,36.01,36,Pagadungan,Karang Tanjung,Pandeglang,Banten,6053.0
513,36.03.22.2003,36.03.22,36.03,36,Pagedangan,Pagedangan,Tangerang,Banten,1671.0
514,36.03.07.2008,36.03.07,36.03,36,Pagedangan Ilir,Kronjo,Tangerang,Banten,464.0
515,36.03.07.2009,36.03.07,36.03,36,Pagedangan Udik,Kronjo,Tangerang,Banten,6509.0
516,36.03.07.2002,36.03.07,36.03,36,Pagenjahan,Kronjo,Tangerang,Banten,7006.0
517,36.73.03.1007,36.73.03,36.73,36,Pager Agung,Walantaka,Kota Serang,Banten,7616.0
518,36.01.34.1004,36.01.34,36.01,36,Pagerbatu,Majasari,Pandeglang,Banten,8609.0
519,36.03.15.2002,36.03.15,36.03,36,Paku Alam,Pakuhaji,Tangerang,Banten,9293.0
520,36.74.02.1003,36.74.02,36.74,36,Pakujaya,Serpong Utara,Kota Tangerang Selatan,Banten,18166.0
521,36.03.15.1001,36.03.15,36.03,36,Pakuhaji,Pakuhaji,Tangerang,Banten,14726.0
522,36.74.02.1001,36.74.02,36.74,36,Pakulonan,Serpong Utara,Kota Tangerang Selatan,Banten,10973.0
523,36.03.28.1004,36.03.28,36.03,36,Pakulonan Barat,Kelapa Dua,Tangerang,Banten,2799.0
524,36.01.33.2005,36.01.33,36.01,36,Pakuluran,Koroncong,Pandeglang,Banten,3349.0
525,36.01.15.2001,36.01.15,36.01,36,Palanyar,Cipeucang,Pandeglang,Banten,4388.0
526,36.03.20.2007,36.03.20,36.03,36,Palasari,Legok,Tangerang,Banten,11097.0
527,36.01.23.2009,36.01.23,36.01,36,Palembang,Cisata,Pandeglang,Banten,1628.0
528,36.01.19.2006,36.01.19,36.01,36,Palurahan,Kaduhejo,Pandeglang,Banten,1827.0
529,36.74.06.1001,36.74.06,36.74,36,Pamulang Barat,Pamulang,Kota Tangerang Selatan,Banten,22645.0
530,36.74.06.1008,36.74.06,36.74,36,Pamulang Timur,Pamulang,Kota Tangerang Selatan,Banten,16003.0
531,36.73.05.1003,36.73.05,36.73,36,Panancangan,Cipocok Jaya,Kota Serang,Banten,2067.0
532,36.73.04.1006,36.73.04,36.73,36,Pancalaksana,Curug,Kota Serang,Banten,2662.0
533,36.73.06.1003,36.73.06,36.73,36,Pancur,Taktakan,Kota Serang,Banten,522.0
