,KODE_KEL_DESA,KODE_KECAMATAN,KODE_KAB_KOTA,KODE_PROVINSI,Pengangguran,Kerah Biru,Kerah Putih,Profesional
29844,36.73.03.1016,36.73.03,36.73,36,850.0,1041.0,762.0,2.0
29845,36.04.11.2004,36.04.11,36.04,36,1123.0,1451.0,767.0,1.0
29846,36.01.09.2007,36.01.09,36.01,36,759.0,934.0,885.0,13.0
29847,36.01.09.2008,36.01.09,36.01,36,509.0,688.0,414.0,9.0
29848,36.01.22.2004,36.01.22,36.01,36,486.0,574.0,251.0,0.0
29849,36.01.01.2005,36.01.01,36.01,36,459.0,1103.0,388.0,6.0
29850,36.01.12.2003,36.01.12,36.01,36,436.0,864.0,421.0,2.0
29851,36.01.01.2002,36.01.01,36.01,36,914.0,1819.0,807.0,4.0
29852,36.01.01.2003,36.01.01,36.01,36,836.0,1424.0,510.0,0.0
29853,36.01.01.2007,36.01.01,36.01,36,839.0,1695.0,588.0,0.0
29854,36.01.02.2001,36.01.02,36.01,36,780.0,1558.0,745.0,0.0
29855,36.01.02.2003,36.01.02,36.01,36,180.0,641.0,289.0,0.0
29856,36.01.02.2004,36.01.02,36.01,36,635.0,1573.0,466.0,0.0
29857,36.01.02.2005,36.01.02,36.01,36,698.0,1489.0,816.0,2.0
29858,36.01.02.2006,36.01.02,36.01,36,1012.0,1724.0,1137.0,7.0
29859,36.01.02.2007,36.01.02,36.01,36,487.0,1174.0,473.0,0.0
29860,36.01.02.2010,36.01.02,36.01,36,636.0,1230.0,574.0,3.0
29861,36.01.03.2007,36.01.03,36.01,36,593.0,694.0,95.0,0.0
29862,36.01.10.2007,36.01.10,36.01,36,822.0,1254.0,587.0,1.0
29863,36.01.03.2008,36.01.03,36.01,36,567.0,1345.0,263.0,0.0
29864,36.01.03.2009,36.01.03,36.01,36,1401.0,1691.0,1376.0,13.0
29865,36.01.03.2011,36.01.03,36.01,36,514.0,1130.0,332.0,0.0
29866,36.01.04.2002,36.01.04,36.01,36,833.0,1976.0,794.0,2.0
29867,36.01.04.2004,36.01.04,36.01,36,490.0,996.0,611.0,4.0
29868,36.01.32.2006,36.01.32,36.01,36,581.0,725.0,303.0,2.0
29869,36.01.04.2007,36.01.04,36.01,36,1160.0,1928.0,923.0,3.0
29870,36.01.04.2008,36.01.04,36.01,36,610.0,1058.0,259.0,0.0
29871,36.01.10.2008,36.01.10,36.01,36,818.0,1504.0,621.0,6.0
29872,36.01.04.2010,36.01.04,36.01,36,298.0,565.0,195.0,3.0
29873,36.01.04.2011,36.01.04,36.01,36,740.0,1419.0,527.0,1.0
29874,36.01.04.2012,36.01.04,36.01,36,817.0,1476.0,396.0,4.0
29875,36.01.12.2010,36.01.12,36.01,36,2376.0,6184.0,1396.0,17.0
29876,36.01.05.2003,36.01.05,36.01,36,860.0,2105.0,430.0,3.0
29877,36.01.05.2004,36.01.05,36.01,36,1011.0,1404.0,835.0,2.0
29878,36.01.12.2014,36.01.12,36.01,36,641.0,669.0,876.0,6.0
29879,36.01.05.2007,36.01.05,36.01,36,659.0,1513.0,779.0,8.0
29880,36.01.05.2009,36.01.05,36.01,36,674.0,886.0,599.0,6.0
29881,36.01.07.2004,36.01.07,36.01,36,599.0,1470.0,586.0,0.0
29882,36.01.06.2001,36.01.06,36.01,36,3880.0,5732.0,2700.0,30.0
29883,36.01.13.2010,36.01.13,36.01,36,851.0,970.0,712.0,5.0
29884,36.01.06.2011,36.01.06,36.01,36,1626.0,2625.0,1524.0,9.0
29885,36.01.07.2006,36.01.07,36.01,36,614.0,1448.0,444.0,0.0
29886,36.01.06.2012,36.01.06,36.01,36,1272.0,2943.0,794.0,0.0
29887,36.01.07.2007,36.01.07,36.01,36,354.0,905.0,199.0,0.0
29888,36.01.07.2009,36.01.07,36.01,36,918.0,2015.0,599.0,3.0
29889,36.01.07.2010,36.01.07,36.01,36,665.0,1045.0,432.0,1.0
29890,36.01.08.2001,36.01.08,36.01,36,378.0,624.0,616.0,15.0
29891,36.01.08.2005,36.01.08,36.01,36,706.0,1421.0,564.0,0.0
29892,36.01.08.2018,36.01.08,36.01,36,317.0,1008.0,384.0,0.0
29893,36.01.09.2001,36.01.09,36.01,36,497.0,902.0,489.0,4.0
29894,36.01.09.2002,36.01.09,36.01,36,753.0,1120.0,783.0,4.0
29895,36.01.09.2003,36.01.09,36.01,36,334.0,766.0,411.0,2.0
29896,36.01.09.2012,36.01.09,36.01,36,571.0,828.0,499.0,4.0
29897,36.01.10.2001,36.01.10,36.01,36,1176.0,2073.0,554.0,0.0
29898,36.01.10.2003,36.01.10,36.01,36,713.0,1433.0,441.0,1.0
29899,36.01.10.2004,36.01.10,36.01,36,1795.0,2764.0,1188.0,3.0
29900,36.01.11.2007,36.01.11,36.01,36,407.0,580.0,449.0,0.0
29901,36.01.11.2003,36.01.11,36.01,36,741.0,1349.0,783.0,2.0
29902,36.01.11.2005,36.01.11,36.01,36,819.0,1378.0,896.0,0.0
29903,36.01.11.2006,36.01.11,36.01,36,670.0,1002.0,499.0,2.0
29904,36.01.11.2009,36.01.11,36.01,36,584.0,889.0,391.0,0.0
29905,36.01.12.2001,36.01.12,36.01,36,660.0,941.0,438.0,0.0
29906,36.01.12.2015,36.01.12,36.01,36,318.0,594.0,335.0,0.0
29907,36.01.13.2001,36.01.13,36.01,36,699.0,965.0,457.0,4.0
29908,36.01.13.2002,36.01.13,36.01,36,547.0,688.0,649.0,3.0
29909,36.01.13.2003,36.01.13,36.01,36,446.0,518.0,589.0,6.0
29910,36.01.13.2004,36.01.13,36.01,36,566.0,639.0,655.0,7.0
29911,36.01.13.2015,36.01.13,36.01,36,364.0,475.0,346.0,1.0
29912,36.01.13.2016,36.01.13,36.01,36,276.0,391.0,381.0,0.0
29913,36.01.14.2001,36.01.14,36.01,36,599.0,918.0,437.0,2.0
29914,36.01.14.2003,36.01.14,36.01,36,843.0,1429.0,734.0,0.0
29915,36.01.14.2004,36.01.14,36.01,36,953.0,1388.0,770.0,3.0
29916,36.01.14.2005,36.01.14,36.01,36,460.0,861.0,452.0,2.0
29917,36.01.14.2006,36.01.14,36.01,36,635.0,750.0,638.0,1.0
29918,36.01.14.2007,36.01.14,36.01,36,1306.0,1539.0,1088.0,6.0
29919,36.01.15.2004,36.01.15,36.01,36,492.0,758.0,517.0,4.0
29920,36.01.14.2010,36.01.14,36.01,36,570.0,1106.0,519.0,2.0
29921,36.01.15.2005,36.01.15,36.01,36,559.0,695.0,462.0,2.0
29922,36.01.14.2014,36.01.14,36.01,36,486.0,1189.0,591.0,1.0
29923,36.01.15.2003,36.01.15,36.01,36,706.0,764.0,640.0,0.0
29924,36.01.15.2007,36.01.15,36.01,36,1161.0,1256.0,988.0,4.0
29925,36.01.15.2009,36.01.15,36.01,36,979.0,1438.0,941.0,0.0
29926,36.01.15.2010,36.01.15,36.01,36,562.0,1018.0,395.0,0.0
29927,36.01.16.2002,36.01.16,36.01,36,1146.0,1479.0,1192.0,2.0
29928,36.01.16.2003,36.01.16,36.01,36,514.0,792.0,646.0,0.0
29929,36.01.16.2004,36.01.16,36.01,36,332.0,532.0,479.0,0.0
29930,36.01.16.2011,36.01.16,36.01,36,531.0,907.0,650.0,2.0
29931,36.01.16.2014,36.01.16,36.01,36,543.0,753.0,334.0,0.0
29932,36.01.16.2015,36.01.16,36.01,36,236.0,504.0,223.0,0.0
29933,36.01.17.2001,36.01.17,36.01,36,1067.0,1429.0,717.0,0.0
29934,36.01.17.2004,36.01.17,36.01,36,681.0,785.0,586.0,12.0
29935,36.01.17.2005,36.01.17,36.01,36,775.0,1219.0,690.0,3.0
29936,36.01.17.2006,36.01.17,36.01,36,1048.0,1276.0,718.0,4.0
29937,36.01.17.2012,36.01.17,36.01,36,804.0,1212.0,602.0,0.0
29938,36.01.17.2008,36.01.17,36.01,36,886.0,1537.0,446.0,2.0
29939,36.01.17.2010,36.01.17,36.01,36,993.0,1080.0,821.0,2.0
29940,36.01.17.2014,36.01.17,36.01,36,672.0,1061.0,310.0,0.0
29941,36.01.17.2015,36.01.17,36.01,36,890.0,1077.0,757.0,3.0
29942,36.01.18.2001,36.01.18,36.01,36,1394.0,1761.0,1193.0,8.0
29943,36.01.18.2003,36.01.18,36.01,36,1150.0,1477.0,1429.0,1.0
29944,36.01.18.2004,36.01.18,36.01,36,742.0,938.0,649.0,1.0
29945,36.01.18.2007,36.01.18,36.01,36,1032.0,1195.0,1059.0,6.0
29946,36.01.18.2008,36.01.18,36.01,36,802.0,1105.0,821.0,2.0
29947,36.01.18.2010,36.01.18,36.01,36,634.0,965.0,596.0,0.0
29948,36.01.18.2013,36.01.18,36.01,36,612.0,666.0,631.0,0.0
29949,36.01.19.2001,36.01.19,36.01,36,919.0,1030.0,767.0,1.0
29950,36.01.19.2004,36.01.19,36.01,36,1340.0,1649.0,1747.0,24.0
29951,36.01.19.2008,36.01.19,36.01,36,508.0,954.0,512.0,4.0
29952,36.01.20.2002,36.01.20,36.01,36,1039.0,1633.0,565.0,0.0
29953,36.01.20.2004,36.01.20,36.01,36,1000.0,1484.0,856.0,1.0
29954,36.01.20.2006,36.01.20,36.01,36,468.0,697.0,365.0,3.0
29955,36.01.20.2007,36.01.20,36.01,36,1161.0,1510.0,1070.0,7.0
29956,36.01.20.2011,36.01.20,36.01,36,799.0,897.0,787.0,5.0
29957,36.01.20.2012,36.01.20,36.01,36,634.0,891.0,268.0,6.0
29958,36.01.20.2013,36.01.20,36.01,36,811.0,967.0,383.0,0.0
29959,36.04.12.2002,36.04.12,36.04,36,481.0,1134.0,327.0,4.0
29960,36.01.20.2014,36.01.20,36.01,36,526.0,614.0,365.0,3.0
29961,36.01.21.1002,36.01.21,36.01,36,1696.0,1837.0,1634.0,12.0
29962,36.01.21.1009,36.01.21,36.01,36,5050.0,4921.0,5631.0,71.0
29963,36.01.22.2001,36.01.22,36.01,36,832.0,970.0,256.0,1.0
29964,36.01.22.2002,36.01.22,36.01,36,541.0,643.0,357.0,0.0
29965,36.01.22.2006,36.01.22,36.01,36,1060.0,1040.0,919.0,5.0
29966,36.01.22.2007,36.01.22,36.01,36,2018.0,1932.0,1889.0,32.0
29967,36.01.22.2009,36.01.22,36.01,36,937.0,939.0,675.0,6.0
29968,36.01.22.2010,36.01.22,36.01,36,612.0,764.0,428.0,2.0
29969,36.01.22.2013,36.01.22,36.01,36,931.0,1013.0,559.0,0.0
29970,36.01.23.2001,36.01.23,36.01,36,340.0,704.0,268.0,0.0
29971,36.01.23.2002,36.01.23,36.01,36,1221.0,1389.0,1011.0,1.0
29972,36.01.23.2004,36.01.23,36.01,36,687.0,1282.0,741.0,2.0
29973,36.01.24.2020,36.01.24,36.01,36,496.0,988.0,250.0,1.0
29974,36.01.23.2007,36.01.23,36.01,36,559.0,928.0,471.0,4.0
29975,36.01.23.2009,36.01.23,36.01,36,344.0,539.0,280.0,0.0
29976,36.01.24.2006,36.01.24,36.01,36,520.0,1206.0,251.0,1.0
29977,36.01.24.2008,36.01.24,36.01,36,691.0,1799.0,506.0,2.0
29978,36.01.24.2009,36.01.24,36.01,36,640.0,1211.0,444.0,0.0
29979,36.01.24.2010,36.01.24,36.01,36,691.0,1489.0,576.0,3.0
29980,36.01.27.2010,36.01.27,36.01,36,381.0,567.0,152.0,0.0
29981,36.01.24.2011,36.01.24,36.01,36,429.0,769.0,325.0,0.0
29982,36.01.25.1002,36.01.25,36.01,36,2859.0,3125.0,3225.0,36.0
29983,36.01.26.2001,36.01.26,36.01,36,817.0,1163.0,1241.0,4.0
29984,36.01.26.2004,36.01.26,36.01,36,627.0,896.0,786.0,2.0
29985,36.01.26.2006,36.01.26,36.01,36,621.0,1001.0,729.0,7.0
29986,36.01.26.2008,36.01.26,36.01,36,536.0,969.0,490.0,1.0
29987,36.01.26.2009,36.01.26,36.01,36,560.0,822.0,810.0,4.0
29988,36.01.26.2010,36.01.26,36.01,36,428.0,862.0,556.0,0.0
29989,36.01.28.2002,36.01.28,36.01,36,596.0,1427.0,726.0,1.0
29990,36.01.27.2001,36.01.27,36.01,36,427.0,630.0,51.0,0.0
29991,36.01.27.2002,36.01.27,36.01,36,1005.0,1200.0,210.0,1.0
29992,36.01.27.2003,36.01.27,36.01,36,480.0,1034.0,122.0,0.0
29993,36.01.28.2006,36.01.28,36.01,36,850.0,1441.0,607.0,4.0
29994,36.01.27.2005,36.01.27,36.01,36,547.0,981.0,187.0,2.0
29995,36.01.27.2006,36.01.27,36.01,36,725.0,1325.0,135.0,0.0
29996,36.01.27.2007,36.01.27,36.01,36,482.0,895.0,162.0,2.0
29997,36.01.28.2003,36.01.28,36.01,36,920.0,1501.0,1327.0,2.0
29998,36.01.28.2004,36.01.28,36.01,36,837.0,1728.0,633.0,3.0
29999,36.01.28.2005,36.01.28,36.01,36,322.0,800.0,196.0,0.0
30000,36.01.28.2007,36.01.28,36.01,36,864.0,1141.0,900.0,9.0
30001,36.01.28.2010,36.01.28,36.01,36,461.0,1261.0,406.0,1.0
30002,36.01.29.2002,36.01.29,36.01,36,602.0,904.0,470.0,2.0
30003,36.01.32.2009,36.01.32,36.01,36,819.0,1241.0,375.0,2.0
30004,36.01.29.2003,36.01.29,36.01,36,590.0,921.0,359.0,6.0
30005,36.01.29.2004,36.01.29,36.01,36,815.0,1778.0,186.0,0.0
30006,36.01.29.2005,36.01.29,36.01,36,1064.0,2315.0,213.0,2.0
30007,36.01.29.2006,36.01.29,36.01,36,733.0,1887.0,265.0,5.0
30008,36.01.29.2007,36.01.29,36.01,36,1286.0,2971.0,1021.0,11.0
30009,36.01.29.2008,36.01.29,36.01,36,1278.0,2125.0,647.0,3.0
30010,36.01.29.2009,36.01.29,36.01,36,403.0,1052.0,107.0,0.0
30011,36.01.30.2001,36.01.30,36.01,36,979.0,1414.0,927.0,0.0
30012,36.01.30.2002,36.01.30,36.01,36,870.0,1291.0,585.0,1.0
30013,36.01.30.2003,36.01.30,36.01,36,747.0,1101.0,793.0,2.0
30014,36.01.30.2004,36.01.30,36.01,36,609.0,633.0,419.0,2.0
30015,36.01.30.2006,36.01.30,36.01,36,806.0,1000.0,811.0,0.0
30016,36.01.31.2001,36.01.31,36.01,36,664.0,1493.0,555.0,6.0
30017,36.01.31.2002,36.01.31,36.01,36,814.0,1161.0,473.0,2.0
30018,36.01.31.2004,36.01.31,36.01,36,351.0,861.0,173.0,2.0
30019,36.01.32.2008,36.01.32,36.01,36,530.0,878.0,371.0,2.0
30020,36.01.31.2006,36.01.31,36.01,36,658.0,1146.0,383.0,2.0
30021,36.01.32.2005,36.01.32,36.01,36,854.0,1093.0,508.0,2.0
30022,36.01.31.2009,36.01.31,36.01,36,671.0,848.0,372.0,0.0
30023,36.01.32.2001,36.01.32,36.01,36,1082.0,1331.0,775.0,1.0
30024,36.01.32.2002,36.01.32,36.01,36,974.0,1351.0,547.0,5.0
30025,36.01.32.2003,36.01.32,36.01,36,1195.0,1440.0,784.0,0.0
30026,36.01.33.2002,36.01.33,36.01,36,305.0,515.0,160.0,0.0
30027,36.01.33.2004,36.01.33,36.01,36,407.0,507.0,370.0,0.0
30028,36.01.33.2005,36.01.33,36.01,36,632.0,864.0,430.0,0.0
30029,36.01.33.2007,36.01.33,36.01,36,334.0,441.0,262.0,0.0
30030,36.01.33.2008,36.01.33,36.01,36,467.0,641.0,426.0,1.0
30031,36.01.33.2009,36.01.33,36.01,36,670.0,687.0,570.0,0.0
30032,36.01.34.1002,36.01.34,36.01,36,1932.0,1954.0,2470.0,29.0
30033,36.04.22.2006,36.04.22,36.04,36,777.0,1057.0,174.0,2.0
30034,36.01.34.1003,36.01.34,36.01,36,3182.0,3119.0,3053.0,37.0
30035,36.01.34.1004,36.01.34,36.01,36,2783.0,2437.0,1789.0,2.0
30036,36.01.34.1005,36.01.34,36.01,36,2130.0,1927.0,1550.0,4.0
30037,36.01.35.2003,36.01.35,36.01,36,653.0,1567.0,376.0,0.0
30038,36.01.35.2005,36.01.35,36.01,36,751.0,2207.0,537.0,0.0
30039,36.01.35.2006,36.01.35,36.01,36,1036.0,1893.0,1217.0,6.0
30040,36.01.35.2007,36.01.35,36.01,36,1158.0,2283.0,1410.0,7.0
30041,36.01.35.2008,36.01.35,36.01,36,534.0,1562.0,667.0,2.0
30042,36.02.01.2002,36.02.01,36.02,36,829.0,1225.0,732.0,2.0
30043,36.02.01.2003,36.02.01,36.02,36,1139.0,2109.0,927.0,9.0
30044,36.02.01.2004,36.02.01,36.02,36,1941.0,2877.0,1139.0,3.0
30045,36.02.01.2005,36.02.01,36.02,36,1263.0,2132.0,1147.0,8.0
30046,36.02.01.2006,36.02.01,36.02,36,1112.0,2128.0,504.0,10.0
30047,36.02.01.2009,36.02.01,36.02,36,999.0,1417.0,399.0,1.0
30048,36.02.01.2016,36.02.01,36.02,36,505.0,1137.0,329.0,0.0
30049,36.02.01.2019,36.02.01,36.02,36,1428.0,2495.0,595.0,6.0
30050,36.02.01.2024,36.02.01,36.02,36,489.0,1027.0,119.0,0.0
30051,36.02.01.2026,36.02.01,36.02,36,728.0,1352.0,232.0,1.0
30052,36.02.02.2010,36.02.02,36.02,36,931.0,1544.0,1010.0,8.0
30053,36.02.02.2003,36.02.02,36.02,36,378.0,1516.0,434.0,1.0
30054,36.02.02.2004,36.02.02,36.02,36,441.0,1474.0,82.0,0.0
30055,36.02.02.2005,36.02.02,36.02,36,914.0,1766.0,433.0,0.0
30056,36.71.03.1005,36.71.03,36.71,36,1974.0,2595.0,4910.0,27.0
30057,36.02.02.2014,36.02.02,36.02,36,975.0,1845.0,587.0,0.0
30058,36.02.03.2007,36.02.03,36.02,36,738.0,1213.0,661.0,8.0
30059,36.02.03.2006,36.02.03,36.02,36,769.0,2024.0,347.0,10.0
30060,36.02.04.2005,36.02.04,36.02,36,832.0,1272.0,569.0,11.0
30061,36.02.03.2008,36.02.03,36.02,36,809.0,1520.0,491.0,0.0
30062,36.02.04.2006,36.02.04,36.02,36,403.0,773.0,265.0,6.0
30063,36.02.04.2007,36.02.04,36.02,36,1239.0,2065.0,708.0,7.0
30064,36.02.03.2016,36.02.03,36.02,36,454.0,844.0,467.0,0.0
30065,36.02.04.2002,36.02.04,36.02,36,1008.0,1496.0,766.0,7.0
30066,36.02.04.2003,36.02.04,36.02,36,834.0,1506.0,529.0,2.0
30067,36.02.04.2004,36.02.04,36.02,36,498.0,950.0,309.0,0.0
30068,36.02.04.2008,36.02.04,36.02,36,1076.0,1936.0,586.0,5.0
30069,36.02.04.2010,36.02.04,36.02,36,1172.0,1839.0,692.0,5.0
30070,36.02.04.2013,36.02.04,36.02,36,738.0,1415.0,313.0,6.0
30071,36.02.04.2014,36.02.04,36.02,36,897.0,1318.0,734.0,13.0
30072,36.02.04.2015,36.02.04,36.02,36,502.0,932.0,369.0,0.0
30073,36.02.05.2013,36.02.05,36.02,36,568.0,1358.0,170.0,0.0
30074,36.02.11.2006,36.02.11,36.02,36,1126.0,2198.0,306.0,0.0
30075,36.02.05.2018,36.02.05,36.02,36,416.0,1423.0,124.0,0.0
30076,36.02.05.2020,36.02.05,36.02,36,746.0,1455.0,305.0,0.0
30077,36.02.05.2021,36.02.05,36.02,36,514.0,894.0,264.0,0.0
30078,36.02.06.2001,36.02.06,36.02,36,2697.0,4310.0,23.0,0.0
30079,36.02.06.2002,36.02.06,36.02,36,1765.0,2478.0,342.0,6.0
30080,36.02.17.2005,36.02.17,36.02,36,1054.0,1925.0,435.0,1.0
30081,36.02.06.2003,36.02.06,36.02,36,1175.0,2323.0,516.0,3.0
30082,36.02.06.2005,36.02.06,36.02,36,945.0,1320.0,403.0,4.0
30083,36.02.06.2008,36.02.06,36.02,36,1071.0,1779.0,414.0,2.0
30084,36.02.06.2012,36.02.06,36.02,36,1101.0,1719.0,443.0,3.0
30085,36.02.07.2010,36.02.07,36.02,36,804.0,2256.0,458.0,4.0
30086,36.02.07.2007,36.02.07,36.02,36,772.0,1597.0,248.0,2.0
30087,36.02.07.2009,36.02.07,36.02,36,731.0,1418.0,373.0,2.0
30088,36.02.07.2016,36.02.07,36.02,36,282.0,827.0,65.0,0.0
30089,36.02.08.2003,36.02.08,36.02,36,577.0,971.0,217.0,1.0
30090,36.02.08.2006,36.02.08,36.02,36,786.0,1337.0,387.0,2.0
30091,36.02.08.2007,36.02.08,36.02,36,974.0,1544.0,362.0,2.0
30092,36.02.08.2008,36.02.08,36.02,36,662.0,1212.0,304.0,2.0
30093,36.02.08.2010,36.02.08,36.02,36,444.0,1073.0,253.0,0.0
30094,36.02.09.2007,36.02.09,36.02,36,470.0,1111.0,199.0,3.0
30095,36.02.09.2018,36.02.09,36.02,36,731.0,1204.0,458.0,4.0
30096,36.02.09.2010,36.02.09,36.02,36,574.0,1076.0,260.0,3.0
30097,36.02.09.2012,36.02.09,36.02,36,1007.0,2011.0,255.0,2.0
30098,36.02.09.2015,36.02.09,36.02,36,680.0,1347.0,423.0,8.0
30099,36.02.09.2016,36.02.09,36.02,36,809.0,1280.0,665.0,3.0
30100,36.02.10.2002,36.02.10,36.02,36,872.0,1801.0,300.0,4.0
30101,36.02.10.2005,36.02.10,36.02,36,1274.0,2401.0,729.0,4.0
30102,36.02.10.2006,36.02.10,36.02,36,1111.0,2169.0,541.0,5.0
30103,36.02.10.2007,36.02.10,36.02,36,1408.0,2392.0,389.0,2.0
30104,36.02.10.2008,36.02.10,36.02,36,1018.0,1944.0,307.0,2.0
30105,36.02.10.2009,36.02.10,36.02,36,946.0,1765.0,375.0,2.0
30106,36.71.04.1005,36.71.04,36.71,36,3083.0,4308.0,7270.0,33.0
30107,36.02.10.2010,36.02.10,36.02,36,784.0,1397.0,197.0,2.0
30108,36.02.10.2011,36.02.10,36.02,36,865.0,1528.0,379.0,9.0
30109,36.02.11.2001,36.02.11,36.02,36,631.0,1583.0,168.0,0.0
30110,36.02.11.2004,36.02.11,36.02,36,934.0,1467.0,261.0,0.0
30111,36.02.11.2007,36.02.11,36.02,36,1667.0,2577.0,579.0,8.0
30112,36.02.11.2008,36.02.11,36.02,36,978.0,2554.0,160.0,2.0
30113,36.02.11.2011,36.02.11,36.02,36,1045.0,1886.0,182.0,0.0
30114,36.02.12.2004,36.02.12,36.02,36,648.0,1263.0,322.0,0.0
30115,36.02.12.2007,36.02.12,36.02,36,749.0,1225.0,497.0,3.0
30116,36.02.12.2008,36.02.12,36.02,36,904.0,1307.0,549.0,0.0
30117,36.02.12.2013,36.02.12,36.02,36,1195.0,1762.0,329.0,3.0
30118,36.02.12.2010,36.02.12,36.02,36,591.0,1044.0,484.0,4.0
30119,36.02.13.2012,36.02.13,36.02,36,1349.0,2294.0,291.0,1.0
30120,36.02.12.2014,36.02.12,36.02,36,660.0,1111.0,373.0,3.0
30121,36.02.12.2015,36.02.12,36.02,36,1288.0,1727.0,822.0,11.0
30122,36.02.13.2006,36.02.13,36.02,36,1517.0,1845.0,1143.0,18.0
30123,36.02.15.2012,36.02.15,36.02,36,698.0,1063.0,458.0,2.0
30124,36.02.13.2011,36.02.13,36.02,36,682.0,1222.0,251.0,2.0
30125,36.02.13.2018,36.02.13,36.02,36,888.0,1411.0,381.0,0.0
30126,36.02.13.2021,36.02.13,36.02,36,741.0,1287.0,428.0,2.0
30127,36.02.13.2022,36.02.13,36.02,36,712.0,1012.0,264.0,2.0
30128,36.02.14.2009,36.02.14,36.02,36,1966.0,2875.0,1049.0,1.0
30129,36.02.14.2010,36.02.14,36.02,36,1821.0,2691.0,1100.0,3.0
30130,36.02.14.2013,36.02.14,36.02,36,1735.0,2656.0,1358.0,50.0
30131,36.02.14.2014,36.02.14,36.02,36,1490.0,2251.0,972.0,9.0
30132,36.02.14.2017,36.02.14,36.02,36,2856.0,3794.0,1826.0,41.0
30133,36.02.14.2021,36.02.14,36.02,36,1095.0,2171.0,512.0,4.0
30134,36.02.14.2023,36.02.14,36.02,36,1730.0,2353.0,1102.0,30.0
30135,36.02.16.2004,36.02.16,36.02,36,542.0,1097.0,206.0,0.0
30136,36.02.15.2002,36.02.15,36.02,36,1435.0,1969.0,637.0,5.0
30137,36.02.15.2003,36.02.15,36.02,36,1272.0,2004.0,1042.0,2.0
30138,36.02.15.2004,36.02.15,36.02,36,1028.0,1581.0,684.0,6.0
30139,36.02.15.2005,36.02.15,36.02,36,985.0,1413.0,584.0,9.0
30140,36.02.15.2007,36.02.15,36.02,36,1394.0,2165.0,853.0,6.0
30141,36.02.15.2008,36.02.15,36.02,36,1332.0,2725.0,404.0,0.0
30142,36.02.15.2009,36.02.15,36.02,36,1248.0,1867.0,510.0,7.0
30143,36.02.16.2007,36.02.16,36.02,36,870.0,1659.0,384.0,23.0
30144,36.02.16.2008,36.02.16,36.02,36,525.0,1385.0,112.0,0.0
30145,36.02.16.2013,36.02.16,36.02,36,1114.0,2375.0,491.0,3.0
30146,36.02.16.2014,36.02.16,36.02,36,706.0,1418.0,405.0,9.0
30147,36.02.16.2016,36.02.16,36.02,36,538.0,834.0,95.0,0.0
30148,36.02.17.2004,36.02.17,36.02,36,521.0,1281.0,217.0,0.0
30149,36.02.17.2003,36.02.17,36.02,36,529.0,1393.0,334.0,0.0
30150,36.02.17.2013,36.02.17,36.02,36,469.0,942.0,187.0,1.0
30151,36.02.17.2008,36.02.17,36.02,36,900.0,2507.0,383.0,0.0
30152,36.02.17.2009,36.02.17,36.02,36,935.0,1893.0,210.0,0.0
30153,36.02.18.2001,36.02.18,36.02,36,1668.0,2783.0,502.0,5.0
30154,36.02.18.2005,36.02.18,36.02,36,801.0,1191.0,315.0,2.0
30155,36.02.18.2006,36.02.18,36.02,36,783.0,1670.0,162.0,3.0
30156,36.02.18.2007,36.02.18,36.02,36,1078.0,1829.0,501.0,6.0
30157,36.02.18.2010,36.02.18,36.02,36,1338.0,2285.0,718.0,7.0
30158,36.02.18.2011,36.02.18,36.02,36,1565.0,2235.0,1226.0,29.0
30159,36.02.18.2014,36.02.18,36.02,36,989.0,1788.0,260.0,0.0
30160,36.02.19.2004,36.02.19,36.02,36,512.0,1285.0,425.0,2.0
30161,36.02.19.2006,36.02.19,36.02,36,696.0,1505.0,743.0,6.0
30162,36.02.19.2007,36.02.19,36.02,36,367.0,1203.0,357.0,0.0
30163,36.02.19.2009,36.02.19,36.02,36,398.0,1403.0,436.0,2.0
30164,36.02.19.2011,36.02.19,36.02,36,477.0,999.0,435.0,3.0
30165,36.02.19.2016,36.02.19,36.02,36,434.0,1359.0,145.0,0.0
30166,36.02.19.2017,36.02.19,36.02,36,439.0,1351.0,77.0,3.0
30167,36.02.19.2018,36.02.19,36.02,36,360.0,994.0,161.0,2.0
30168,36.02.19.2019,36.02.19,36.02,36,478.0,1396.0,111.0,1.0
30169,36.02.19.2020,36.02.19,36.02,36,194.0,776.0,80.0,0.0
30170,36.02.19.2021,36.02.19,36.02,36,377.0,1002.0,347.0,6.0
30171,36.02.19.2022,36.02.19,36.02,36,406.0,971.0,56.0,0.0
30172,36.02.19.2023,36.02.19,36.02,36,706.0,1262.0,566.0,0.0
30173,36.02.20.2001,36.02.20,36.02,36,502.0,1331.0,536.0,0.0
30174,36.02.20.2006,36.02.20,36.02,36,484.0,1312.0,547.0,0.0
30175,36.02.20.2007,36.02.20,36.02,36,858.0,1852.0,736.0,2.0
30176,36.02.20.2008,36.02.20,36.02,36,371.0,1330.0,352.0,0.0
30177,36.02.20.2009,36.02.20,36.02,36,359.0,862.0,322.0,0.0
30178,36.02.20.2010,36.02.20,36.02,36,525.0,948.0,682.0,2.0
30179,36.02.21.2001,36.02.21,36.02,36,1339.0,2880.0,849.0,2.0
30180,36.02.21.2012,36.02.21,36.02,36,512.0,1210.0,146.0,4.0
30181,36.02.21.2004,36.02.21,36.02,36,421.0,1085.0,194.0,0.0
