,KODE_KEL_DESA,KODE_KECAMATAN,KODE_KAB_KOTA,KODE_PROVINSI,POPULASI,JUMLAH_KK
30258,36.03.11.2001,36.03.11,36.03,36,11980.0,3922.0
30259,36.03.11.2002,36.03.11,36.03,36,7321.0,2448.0
30260,36.03.11.2005,36.03.11,36.03,36,5945.0,1970.0
30261,36.03.11.2007,36.03.11,36.03,36,15356.0,5232.0
30262,36.03.11.2009,36.03.11,36.03,36,4896.0,1677.0
30263,36.03.11.2014,36.03.11,36.03,36,26281.0,8162.0
30264,36.03.12.1012,36.03.12,36.03,36,29008.0,9197.0
30265,36.03.12.1014,36.03.12,36.03,36,29225.0,9259.0
30266,36.03.13.2005,36.03.13,36.03,36,15225.0,5316.0
30267,36.03.13.2006,36.03.13,36.03,36,16134.0,5318.0
30268,36.03.13.2007,36.03.13,36.03,36,10787.0,3703.0
30269,36.03.22.2006,36.03.22,36.03,36,7193.0,2496.0
30270,36.03.13.2010,36.03.13,36.03,36,7751.0,2839.0
30271,36.03.13.2013,36.03.13,36.03,36,11444.0,4012.0
30272,36.03.14.1003,36.03.14,36.03,36,15026.0,5001.0
30273,36.03.14.2004,36.03.14,36.03,36,5282.0,1851.0
30274,36.03.14.2005,36.03.14,36.03,36,8250.0,2880.0
30275,36.03.14.2006,36.03.14,36.03,36,8745.0,2962.0
30276,36.03.14.2008,36.03.14,36.03,36,12271.0,4106.0
30277,36.03.14.2009,36.03.14,36.03,36,7353.0,2430.0
30278,36.03.15.2002,36.03.15,36.03,36,6583.0,2320.0
30279,36.03.15.2003,36.03.15,36.03,36,6096.0,2181.0
30280,36.03.15.2004,36.03.15,36.03,36,6828.0,2425.0
30281,36.03.15.2006,36.03.15,36.03,36,6982.0,2418.0
30282,36.03.15.2007,36.03.15,36.03,36,8375.0,2992.0
30283,36.03.15.2008,36.03.15,36.03,36,6399.0,2167.0
30284,36.04.05.2015,36.04.05,36.04,36,7985.0,2308.0
30285,36.03.15.2011,36.03.15,36.03,36,7805.0,2572.0
30286,36.03.15.2012,36.03.15,36.03,36,12533.0,4354.0
30287,36.03.15.2013,36.03.15,36.03,36,5202.0,1800.0
30288,36.03.15.2014,36.03.15,36.03,36,9279.0,3144.0
30289,36.03.16.1001,36.03.16,36.03,36,11635.0,4112.0
30290,36.03.16.2002,36.03.16,36.03,36,18992.0,6503.0
30291,36.03.16.2003,36.03.16,36.03,36,11595.0,4163.0
30292,36.03.16.2008,36.03.16,36.03,36,10094.0,3499.0
30293,36.03.16.2012,36.03.16,36.03,36,7793.0,2757.0
30294,36.03.16.2015,36.03.16,36.03,36,10423.0,3626.0
30295,36.03.17.1005,36.03.17,36.03,36,16003.0,5393.0
30296,36.03.17.1006,36.03.17,36.03,36,51825.0,17663.0
30297,36.03.17.2002,36.03.17,36.03,36,13166.0,4477.0
30298,36.03.17.2003,36.03.17,36.03,36,26088.0,9232.0
30299,36.03.17.2004,36.03.17,36.03,36,15899.0,5609.0
30300,36.03.18.1001,36.03.18,36.03,36,22248.0,7533.0
30301,36.03.18.2002,36.03.18,36.03,36,9778.0,3409.0
30302,36.03.18.2005,36.03.18,36.03,36,16679.0,6229.0
30303,36.03.18.2010,36.03.18,36.03,36,15709.0,5384.0
30304,36.03.18.2013,36.03.18,36.03,36,4731.0,1680.0
30305,36.03.18.2014,36.03.18,36.03,36,13354.0,4607.0
30306,36.03.19.2003,36.03.19,36.03,36,9951.0,3369.0
30307,36.03.20.2006,36.03.20,36.03,36,12418.0,4023.0
30308,36.03.19.2004,36.03.19,36.03,36,7060.0,2419.0
30309,36.03.19.2006,36.03.19,36.03,36,6967.0,2247.0
30310,36.03.19.2007,36.03.19,36.03,36,26935.0,8495.0
30311,36.03.19.2008,36.03.19,36.03,36,16042.0,5225.0
30312,36.03.20.1011,36.03.20,36.03,36,12413.0,3969.0
30313,36.03.20.2005,36.03.20,36.03,36,5755.0,1867.0
30314,36.03.20.2007,36.03.20,36.03,36,11045.0,3470.0
30315,36.03.20.2009,36.03.20,36.03,36,12872.0,4168.0
30316,36.03.22.1004,36.03.22,36.03,36,17446.0,5624.0
30317,36.03.22.2002,36.03.22,36.03,36,6098.0,2017.0
30318,36.03.22.2007,36.03.22,36.03,36,7854.0,2639.0
30319,36.03.22.2011,36.03.22,36.03,36,6904.0,2346.0
30320,36.03.23.2003,36.03.23,36.03,36,6241.0,2031.0
30321,36.03.23.2005,36.03.23,36.03,36,25649.0,7927.0
30322,36.03.23.2009,36.03.23,36.03,36,6023.0,1983.0
30323,36.03.27.2003,36.03.27,36.03,36,8541.0,2916.0
30324,36.03.27.2008,36.03.27,36.03,36,5671.0,2065.0
30325,36.03.28.1001,36.03.28,36.03,36,25951.0,8193.0
30326,36.03.28.1003,36.03.28,36.03,36,10760.0,3453.0
30327,36.03.28.1005,36.03.28,36.03,36,45214.0,14602.0
30328,36.03.28.2006,36.03.28,36.03,36,12063.0,4017.0
30329,36.03.29.2001,36.03.29,36.03,36,8030.0,2746.0
30330,36.03.29.2002,36.03.29,36.03,36,16935.0,5433.0
30331,36.03.29.2004,36.03.29,36.03,36,9603.0,3172.0
30332,36.03.29.2007,36.03.29,36.03,36,5851.0,1860.0
30333,36.03.30.2001,36.03.30,36.03,36,10814.0,3621.0
30334,36.03.30.2004,36.03.30,36.03,36,8024.0,2674.0
30335,36.03.30.2007,36.03.30,36.03,36,6778.0,2322.0
30336,36.03.31.2002,36.03.31,36.03,36,12844.0,4206.0
30337,36.03.32.2004,36.03.32,36.03,36,4003.0,1462.0
30338,36.03.31.2005,36.03.31,36.03,36,5175.0,1734.0
30339,36.03.31.2006,36.03.31,36.03,36,18229.0,5833.0
30340,36.03.32.2006,36.03.32,36.03,36,5661.0,2060.0
30341,36.03.33.2002,36.03.33,36.03,36,2996.0,1078.0
30342,36.03.33.2004,36.03.33,36.03,36,3618.0,1323.0
30343,36.03.33.2007,36.03.33,36.03,36,6597.0,2485.0
30344,36.04.05.2001,36.04.05,36.04,36,9322.0,3117.0
30345,36.04.05.2003,36.04.05,36.04,36,9843.0,3039.0
30346,36.04.05.2004,36.04.05,36.04,36,3773.0,1240.0
30347,36.04.05.2006,36.04.05,36.04,36,5009.0,1622.0
30348,36.04.05.2007,36.04.05,36.04,36,4266.0,1358.0
30349,36.04.05.2008,36.04.05,36.04,36,3387.0,1024.0
30350,36.04.05.2009,36.04.05,36.04,36,4661.0,1524.0
30351,36.04.05.2011,36.04.05,36.04,36,7964.0,2423.0
30352,36.04.06.2001,36.04.06,36.04,36,11785.0,3475.0
30353,36.04.06.2002,36.04.06,36.04,36,2691.0,839.0
30354,36.04.06.2003,36.04.06,36.04,36,3193.0,940.0
30355,36.04.06.2004,36.04.06,36.04,36,2332.0,737.0
30356,36.04.06.2005,36.04.06,36.04,36,3146.0,1021.0
30357,36.04.06.2007,36.04.06,36.04,36,3440.0,1051.0
30358,36.04.07.2002,36.04.07,36.04,36,4362.0,1362.0
30359,36.04.07.2008,36.04.07,36.04,36,3121.0,996.0
30360,36.04.07.2009,36.04.07,36.04,36,3051.0,1035.0
30361,36.04.07.2010,36.04.07,36.04,36,3268.0,1118.0
30362,36.04.07.2011,36.04.07,36.04,36,2980.0,1083.0
30363,36.04.08.2003,36.04.08,36.04,36,3258.0,975.0
30364,36.04.08.2004,36.04.08,36.04,36,4697.0,1592.0
30365,36.04.08.2005,36.04.08,36.04,36,4706.0,1564.0
30366,36.04.08.2007,36.04.08,36.04,36,3832.0,1255.0
30367,36.04.08.2009,36.04.08,36.04,36,3070.0,1011.0
30368,36.04.09.2004,36.04.09,36.04,36,3646.0,1200.0
30369,36.04.09.2005,36.04.09,36.04,36,5158.0,1673.0
30370,36.04.09.2011,36.04.09,36.04,36,3712.0,1174.0
30371,36.04.09.2012,36.04.09,36.04,36,4152.0,1477.0
30372,36.04.11.2003,36.04.11,36.04,36,3921.0,1250.0
30373,36.04.09.2017,36.04.09,36.04,36,10862.0,3154.0
30374,36.04.11.2007,36.04.11,36.04,36,10758.0,3526.0
30375,36.04.11.2008,36.04.11,36.04,36,4566.0,1533.0
30376,36.04.11.2012,36.04.11,36.04,36,3257.0,1149.0
30377,36.04.11.2014,36.04.11,36.04,36,3458.0,1108.0
30378,36.04.12.2003,36.04.12,36.04,36,4887.0,1711.0
30379,36.04.12.2010,36.04.12,36.04,36,4424.0,1511.0
30380,36.04.12.2011,36.04.12,36.04,36,4367.0,1436.0
30381,36.04.12.2012,36.04.12,36.04,36,2434.0,852.0
30382,36.04.12.2013,36.04.12,36.04,36,4242.0,1379.0
30383,36.04.13.2004,36.04.13,36.04,36,2925.0,928.0
30384,36.04.13.2006,36.04.13,36.04,36,4814.0,1602.0
30385,36.04.13.2007,36.04.13,36.04,36,5792.0,2003.0
30386,36.04.13.2009,36.04.13,36.04,36,1407.0,454.0
30387,36.04.13.2010,36.04.13,36.04,36,2556.0,796.0
30388,36.04.13.2013,36.04.13,36.04,36,2055.0,643.0
30389,36.04.14.2001,36.04.14,36.04,36,2546.0,825.0
30390,36.04.15.2013,36.04.15,36.04,36,16832.0,5170.0
30391,36.04.14.2007,36.04.14,36.04,36,4916.0,1643.0
30392,36.04.14.2008,36.04.14,36.04,36,5261.0,1691.0
30393,36.04.14.2009,36.04.14,36.04,36,3727.0,1217.0
30394,36.04.15.2001,36.04.15,36.04,36,17776.0,5695.0
30395,36.04.15.2003,36.04.15,36.04,36,5478.0,1752.0
30396,36.04.15.2004,36.04.15,36.04,36,9116.0,2969.0
30397,36.04.15.2005,36.04.15,36.04,36,6380.0,2124.0
30398,36.04.15.2008,36.04.15,36.04,36,4658.0,1537.0
30399,36.04.15.2009,36.04.15,36.04,36,7190.0,2358.0
30400,36.04.15.2010,36.04.15,36.04,36,4409.0,1492.0
30401,36.04.15.2011,36.04.15,36.04,36,4698.0,1602.0
30402,36.04.16.2001,36.04.16,36.04,36,7562.0,2582.0
30403,36.04.16.2003,36.04.16,36.04,36,4830.0,1634.0
30404,36.04.17.2004,36.04.17,36.04,36,6179.0,2248.0
30405,36.04.16.2006,36.04.16,36.04,36,5052.0,1677.0
30406,36.04.16.2007,36.04.16,36.04,36,4798.0,1588.0
30407,36.04.16.2008,36.04.16,36.04,36,6153.0,2068.0
30408,36.04.17.2001,36.04.17,36.04,36,2727.0,939.0
30409,36.04.17.2009,36.04.17,36.04,36,4409.0,1458.0
30410,36.04.17.2010,36.04.17,36.04,36,4268.0,1435.0
30411,36.04.18.2001,36.04.18,36.04,36,4411.0,1505.0
30412,36.04.18.2002,36.04.18,36.04,36,3655.0,1254.0
30413,36.04.18.2003,36.04.18,36.04,36,2088.0,736.0
30414,36.04.18.2005,36.04.18,36.04,36,3672.0,1221.0
30415,36.04.18.2007,36.04.18,36.04,36,4551.0,1540.0
30416,36.04.19.2002,36.04.19,36.04,36,3957.0,1364.0
30417,36.04.19.2004,36.04.19,36.04,36,5172.0,1741.0
30418,36.04.19.2009,36.04.19,36.04,36,2709.0,927.0
30419,36.04.19.2010,36.04.19,36.04,36,2846.0,937.0
30420,36.04.19.2013,36.04.19,36.04,36,2854.0,946.0
30421,36.04.19.2014,36.04.19,36.04,36,3300.0,1077.0
30422,36.04.19.2015,36.04.19,36.04,36,1884.0,644.0
30423,36.04.20.2001,36.04.20,36.04,36,4597.0,1552.0
30424,36.04.20.2003,36.04.20,36.04,36,5473.0,1815.0
30425,36.04.20.2006,36.04.20,36.04,36,3492.0,1103.0
30426,36.04.20.2008,36.04.20,36.04,36,5583.0,1792.0
30427,36.04.20.2009,36.04.20,36.04,36,2168.0,710.0
30428,36.04.22.2003,36.04.22,36.04,36,5398.0,1629.0
30429,36.04.22.2004,36.04.22,36.04,36,4476.0,1404.0
30430,36.04.22.2005,36.04.22,36.04,36,2684.0,801.0
30431,36.04.22.2007,36.04.22,36.04,36,4949.0,1502.0
30432,36.04.22.2010,36.04.22,36.04,36,3080.0,942.0
30433,36.04.23.2002,36.04.23,36.04,36,5602.0,1863.0
30434,36.04.23.2005,36.04.23,36.04,36,4180.0,1448.0
30435,36.04.23.2006,36.04.23,36.04,36,3097.0,1054.0
30436,36.04.23.2007,36.04.23,36.04,36,5079.0,1723.0
30437,36.04.23.2008,36.04.23,36.04,36,5872.0,1923.0
30438,36.04.23.2010,36.04.23,36.04,36,2995.0,1026.0
30439,36.04.23.2014,36.04.23,36.04,36,2975.0,1042.0
30440,36.04.23.2016,36.04.23,36.04,36,4347.0,1438.0
30441,36.04.24.2001,36.04.24,36.04,36,5573.0,1898.0
30442,36.04.24.2002,36.04.24,36.04,36,5192.0,1758.0
30443,36.04.24.2004,36.04.24,36.04,36,4766.0,1592.0
30444,36.04.24.2018,36.04.24,36.04,36,3559.0,1180.0
30445,36.04.25.2002,36.04.25,36.04,36,5034.0,1567.0
30446,36.04.28.2010,36.04.28,36.04,36,7350.0,2171.0
30447,36.04.25.2004,36.04.25,36.04,36,5072.0,1619.0
30448,36.04.25.2005,36.04.25,36.04,36,5455.0,1797.0
30449,36.04.25.2009,36.04.25,36.04,36,2241.0,732.0
30450,36.04.26.2001,36.04.26,36.04,36,5328.0,1700.0
30451,36.04.26.2002,36.04.26,36.04,36,4025.0,1327.0
30452,36.04.26.2003,36.04.26,36.04,36,7127.0,2351.0
30453,36.04.27.2001,36.04.27,36.04,36,3918.0,1342.0
30454,36.04.26.2004,36.04.26,36.04,36,5982.0,1894.0
30455,36.04.26.2005,36.04.26,36.04,36,6582.0,2127.0
30456,36.04.26.2007,36.04.26,36.04,36,5801.0,1878.0
30457,36.04.26.2008,36.04.26,36.04,36,6100.0,2010.0
30458,36.04.26.2009,36.04.26,36.04,36,7189.0,2336.0
30459,36.04.27.2003,36.04.27,36.04,36,3984.0,1285.0
30460,36.04.27.2009,36.04.27,36.04,36,2611.0,824.0
30461,36.04.27.2011,36.04.27,36.04,36,3242.0,967.0
30462,36.04.29.2013,36.04.29,36.04,36,3546.0,1115.0
30463,36.04.28.2006,36.04.28,36.04,36,4995.0,1490.0
30464,36.04.28.2007,36.04.28,36.04,36,3114.0,945.0
30465,36.04.28.2009,36.04.28,36.04,36,5523.0,1682.0
30466,36.04.28.2012,36.04.28,36.04,36,6578.0,1986.0
30467,36.04.28.2015,36.04.28,36.04,36,1366.0,400.0
30468,36.04.29.2001,36.04.29,36.04,36,4601.0,1472.0
30469,36.04.29.2014,36.04.29,36.04,36,2383.0,764.0
30470,36.04.29.2003,36.04.29,36.04,36,3708.0,1271.0
30471,36.04.29.2004,36.04.29,36.04,36,7198.0,2384.0
30472,36.04.29.2005,36.04.29,36.04,36,2830.0,879.0
30473,36.04.29.2006,36.04.29,36.04,36,6653.0,2072.0
30474,36.04.29.2007,36.04.29,36.04,36,2237.0,705.0
30475,36.04.29.2009,36.04.29,36.04,36,3915.0,1342.0
30476,36.04.29.2010,36.04.29,36.04,36,4399.0,1457.0
30477,36.04.29.2012,36.04.29,36.04,36,4468.0,1410.0
30478,36.04.30.2002,36.04.30,36.04,36,3990.0,1328.0
30479,36.04.30.2005,36.04.30,36.04,36,4791.0,1617.0
30480,36.04.30.2007,36.04.30,36.04,36,4796.0,1600.0
30481,36.04.30.2008,36.04.30,36.04,36,3034.0,1061.0
30482,36.04.31.2001,36.04.31,36.04,36,5043.0,1722.0
30483,36.04.31.2002,36.04.31,36.04,36,3660.0,1250.0
30484,36.04.31.2007,36.04.31,36.04,36,3766.0,1338.0
30485,36.04.31.2005,36.04.31,36.04,36,5641.0,1866.0
30486,36.04.31.2006,36.04.31,36.04,36,4149.0,1438.0
30487,36.04.31.2008,36.04.31,36.04,36,3247.0,1108.0
30488,36.04.31.2009,36.04.31,36.04,36,4120.0,1484.0
30489,36.04.31.2010,36.04.31,36.04,36,5043.0,1647.0
30490,36.04.31.2012,36.04.31,36.04,36,2200.0,739.0
30491,36.04.32.2001,36.04.32,36.04,36,3959.0,1240.0
30492,36.04.32.2003,36.04.32,36.04,36,4426.0,1329.0
30493,36.04.32.2006,36.04.32,36.04,36,2811.0,895.0
30494,36.04.32.2012,36.04.32,36.04,36,4827.0,1479.0
30495,36.04.33.2003,36.04.33,36.04,36,3954.0,1177.0
30496,36.04.32.2014,36.04.32,36.04,36,1558.0,539.0
30497,36.04.33.2002,36.04.33,36.04,36,3656.0,1107.0
30498,36.04.33.2004,36.04.33,36.04,36,2403.0,750.0
30499,36.04.33.2006,36.04.33,36.04,36,1967.0,576.0
30500,36.04.33.2007,36.04.33,36.04,36,2211.0,719.0
30501,36.04.34.2001,36.04.34,36.04,36,7213.0,2472.0
30502,36.04.34.2002,36.04.34,36.04,36,5062.0,1667.0
30503,36.04.34.2004,36.04.34,36.04,36,3818.0,1312.0
30504,36.04.34.2005,36.04.34,36.04,36,2899.0,1001.0
30505,36.04.34.2006,36.04.34,36.04,36,4058.0,1388.0
30506,36.04.34.2008,36.04.34,36.04,36,3623.0,1276.0
30507,36.04.35.2002,36.04.35,36.04,36,4268.0,1539.0
30508,36.04.35.2003,36.04.35,36.04,36,2556.0,1016.0
30509,36.71.01.1003,36.71.01,36.71,36,34514.0,11319.0
30510,36.71.01.1004,36.71.01,36.71,36,24457.0,7949.0
30511,36.71.01.1007,36.71.01,36.71,36,24033.0,8062.0
30512,36.71.02.1001,36.71.02,36.71,36,18724.0,6342.0
30513,36.71.02.1002,36.71.02,36.71,36,14512.0,5234.0
30514,36.71.02.1003,36.71.02,36.71,36,15419.0,5524.0
30515,36.71.03.1002,36.71.03,36.71,36,10138.0,3377.0
30516,36.71.03.1003,36.71.03,36.71,36,17420.0,5777.0
30517,36.71.04.1003,36.71.04,36.71,36,12357.0,4305.0
30518,36.71.05.1001,36.71.05,36.71,36,25500.0,8232.0
30519,36.71.05.1002,36.71.05,36.71,36,29603.0,9617.0
30520,36.71.05.1006,36.71.05,36.71,36,18819.0,6126.0
30521,36.71.05.1008,36.71.05,36.71,36,16115.0,5215.0
30522,36.71.05.1010,36.71.05,36.71,36,22860.0,7317.0
30523,36.71.07.1009,36.71.07,36.71,36,14933.0,4908.0
30524,36.71.06.1005,36.71.06,36.71,36,16598.0,5349.0
30525,36.71.06.1006,36.71.06,36.71,36,21604.0,6998.0
30526,36.71.06.1007,36.71.06,36.71,36,15744.0,5027.0
30527,36.71.06.1008,36.71.06,36.71,36,17245.0,5407.0
30528,36.71.07.1001,36.71.07,36.71,36,7327.0,2500.0
30529,36.71.07.1010,36.71.07,36.71,36,16522.0,5538.0
30530,36.71.07.1011,36.71.07,36.71,36,14072.0,4886.0
30531,36.71.07.1012,36.71.07,36.71,36,7525.0,2547.0
30532,36.71.07.1015,36.71.07,36.71,36,5360.0,1924.0
30533,36.71.08.1004,36.71.08,36.71,36,25088.0,8421.0
30534,36.71.08.1005,36.71.08,36.71,36,16659.0,5564.0
30535,36.71.09.1001,36.71.09,36.71,36,28290.0,9495.0
30536,36.71.09.1002,36.71.09,36.71,36,34598.0,11906.0
30537,36.71.09.1005,36.71.09,36.71,36,29865.0,10124.0
30538,36.71.09.1006,36.71.09,36.71,36,16145.0,5754.0
30539,36.71.10.1001,36.71.10,36.71,36,18358.0,5967.0
30540,36.71.10.1002,36.71.10,36.71,36,25251.0,8425.0
30541,36.71.10.1005,36.71.10,36.71,36,12401.0,4181.0
30542,36.71.10.1007,36.71.10,36.71,36,9281.0,3004.0
30543,36.71.11.1004,36.71.11,36.71,36,15372.0,4913.0
30544,36.71.11.1008,36.71.11,36.71,36,7564.0,2661.0
30545,36.71.11.1009,36.71.11,36.71,36,10121.0,3470.0
30546,36.71.11.1011,36.71.11,36.71,36,2976.0,1089.0
30547,36.71.12.1001,36.71.12,36.71,36,27604.0,9169.0
30548,36.71.12.1002,36.71.12,36.71,36,13665.0,4542.0
30549,36.71.12.1003,36.71.12,36.71,36,12953.0,4269.0
30550,36.71.12.1004,36.71.12,36.71,36,12508.0,4065.0
30551,36.71.12.1007,36.71.12,36.71,36,6110.0,1985.0
30552,36.71.13.1005,36.71.13,36.71,36,14507.0,4936.0
30553,36.71.13.1006,36.71.13,36.71,36,22791.0,7387.0
30554,36.71.13.1007,36.71.13,36.71,36,16011.0,5338.0
30555,36.72.01.1002,36.72.01,36.72,36,9467.0,2923.0
30556,36.72.01.1003,36.72.01,36.72,36,4903.0,1504.0
30557,36.72.01.1006,36.72.01,36.72,36,7109.0,2120.0
30558,36.72.03.1004,36.72.03,36.72,36,6524.0,2182.0
30559,36.72.02.1004,36.72.02,36.72,36,7031.0,2187.0
30560,36.72.02.1005,36.72.02,36.72,36,12052.0,3754.0
30561,36.72.04.1001,36.72.04,36.72,36,7042.0,2168.0
30562,36.72.03.1003,36.72.03,36.72,36,12467.0,4099.0
30563,36.72.04.1003,36.72.04,36.72,36,7413.0,2245.0
30564,36.72.04.1004,36.72.04,36.72,36,6905.0,2238.0
30565,36.72.05.1003,36.72.05,36.72,36,14348.0,4472.0
30566,36.72.05.1001,36.72.05,36.72,36,11366.0,3488.0
30567,36.72.05.1004,36.72.05,36.72,36,10391.0,3044.0
30568,36.72.05.1005,36.72.05,36.72,36,7776.0,2282.0
30569,36.72.06.1002,36.72.06,36.72,36,4295.0,1423.0
30570,36.72.06.1004,36.72.06,36.72,36,13706.0,4607.0
30571,36.72.07.1002,36.72.07,36.72,36,9461.0,2906.0
30572,36.72.08.1001,36.72.08,36.72,36,13844.0,3958.0
30573,36.72.08.1002,36.72.08,36.72,36,7960.0,2358.0
30574,36.72.08.1003,36.72.08,36.72,36,7706.0,2374.0
30575,36.73.03.1002,36.73.03,36.73,36,4189.0,1325.0
30576,36.72.08.1004,36.72.08,36.72,36,8004.0,2400.0
30577,36.73.03.1003,36.73.03,36.73,36,4358.0,1417.0
30578,36.73.01.1001,36.73.01,36.73,36,30441.0,8962.0
30579,36.73.01.1002,36.73.01,36.73,36,25490.0,8222.0
30580,36.73.01.1004,36.73.01,36.73,36,6635.0,2238.0
30581,36.73.01.1007,36.73.01,36.73,36,41107.0,12040.0
30582,36.73.01.1009,36.73.01,36.73,36,9702.0,3149.0
30583,36.73.01.1010,36.73.01,36.73,36,21306.0,6384.0
30584,36.73.01.1011,36.73.01,36.73,36,8643.0,2596.0
30585,36.73.02.1001,36.73.02,36.73,36,15901.0,4681.0
30586,36.73.02.1002,36.73.02,36.73,36,7843.0,2360.0
30587,36.73.03.1004,36.73.03,36.73,36,9103.0,2775.0
30588,36.73.03.1006,36.73.03,36.73,36,6327.0,2008.0
30589,36.73.02.1007,36.73.02,36.73,36,15439.0,4805.0
30590,36.73.02.1008,36.73.02,36.73,36,9793.0,3268.0
30591,36.73.02.1010,36.73.02,36.73,36,8430.0,2494.0
30592,36.73.02.1011,36.73.02,36.73,36,7269.0,2297.0
30593,36.73.03.1007,36.73.03,36.73,36,10041.0,3064.0
30594,36.73.03.1011,36.73.03,36.73,36,4392.0,1425.0
30595,36.73.03.1013,36.73.03,36.73,36,3405.0,1065.0
30596,36.73.04.1004,36.73.04,36.73,36,4318.0,1455.0
30597,36.73.04.1007,36.73.04,36.73,36,4047.0,1179.0
30598,36.73.04.1008,36.73.04,36.73,36,4768.0,1493.0
30599,36.73.05.1001,36.73.05,36.73,36,14492.0,4229.0
30600,36.73.05.1002,36.73.05,36.73,36,7933.0,2371.0
30601,36.73.05.1005,36.73.05,36.73,36,19971.0,5908.0
30602,36.73.06.1004,36.73.06,36.73,36,4348.0,1282.0
30603,36.73.06.1006,36.73.06,36.73,36,8088.0,2392.0
30604,36.73.06.1011,36.73.06,36.73,36,7117.0,2037.0
30605,36.74.01.1001,36.74.01,36.74,36,23182.0,7357.0
30606,36.74.04.1005,36.74.04,36.74,36,19120.0,5943.0
30607,36.74.01.1002,36.74.01,36.74,36,26734.0,8348.0
30608,36.74.01.1003,36.74.01,36.74,36,16507.0,5239.0
30609,36.74.01.1006,36.74.01,36.74,36,17378.0,5519.0
30610,36.74.01.1007,36.74.01,36.74,36,10885.0,3482.0
30611,36.74.01.1008,36.74.01,36.74,36,9885.0,3161.0
30612,36.74.02.1002,36.74.02,36.74,36,14711.0,4890.0
30613,36.74.02.1004,36.74.02,36.74,36,19144.0,6275.0
30614,36.74.02.1005,36.74.02,36.74,36,17524.0,5533.0
30615,36.74.02.1006,36.74.02,36.74,36,30055.0,9561.0
30616,36.74.02.1007,36.74.02,36.74,36,7265.0,2377.0
30617,36.74.03.1001,36.74.03,36.74,36,32864.0,11041.0
30618,36.74.03.1003,36.74.03,36.74,36,24865.0,8097.0
30619,36.74.03.1008,36.74.03,36.74,36,18482.0,5904.0
30620,36.74.03.1011,36.74.03,36.74,36,28707.0,9251.0
30621,36.74.04.1003,36.74.04,36.74,36,24160.0,7729.0
30622,36.74.04.1006,36.74.04,36.74,36,38803.0,12111.0
30623,36.74.05.1003,36.74.05,36.74,36,34083.0,11178.0
30624,36.74.05.1004,36.74.05,36.74,36,24400.0,7984.0
30625,36.74.05.1005,36.74.05,36.74,36,25885.0,8723.0
30626,36.74.06.1001,36.74.06,36.74,36,49733.0,15960.0
30627,36.74.06.1002,36.74.06,36.74,36,39674.0,12342.0
30628,36.74.06.1003,36.74.06,36.74,36,47682.0,14958.0
30629,36.74.07.1001,36.74.07,36.74,36,9805.0,3015.0
30630,36.74.07.1002,36.74.07,36.74,36,13039.0,4136.0
30631,36.74.07.1005,36.74.07,36.74,36,10180.0,3185.0
30632,36.74.07.1006,36.74.07,36.74,36,16868.0,5170.0
30633,36.01.19.2010,36.01.19,36.01,36,5069.0,1639.0
30634,36.01.22.2003,36.01.22,36.01,36,1973.0,565.0
30635,36.04.11.2005,36.04.11,36.04,36,3571.0,1088.0
30636,36.04.12.2001,36.04.12,36.04,36,4110.0,1304.0
30637,36.01.01.2001,36.01.01,36.01,36,4186.0,1445.0
30638,36.01.01.2004,36.01.01,36.01,36,3122.0,1160.0
30639,36.01.12.2004,36.01.12,36.01,36,6715.0,2171.0
30640,36.01.01.2006,36.01.01,36.01,36,2953.0,1059.0
30641,36.01.02.2002,36.01.02,36.01,36,2816.0,1077.0
30642,36.01.02.2011,36.01.02,36.01,36,2674.0,981.0
30643,36.01.02.2008,36.01.02,36.01,36,2743.0,1011.0
30644,36.01.02.2009,36.01.02,36.01,36,2339.0,874.0
30645,36.01.10.2006,36.01.10,36.01,36,3887.0,1441.0
30646,36.01.02.2012,36.01.02,36.01,36,2998.0,1085.0
30647,36.01.03.2001,36.01.03,36.01,36,2877.0,1014.0
30648,36.01.03.2006,36.01.03,36.01,36,1850.0,687.0
30649,36.01.03.2016,36.01.03,36.01,36,2204.0,716.0
30650,36.01.03.2012,36.01.03,36.01,36,3578.0,1414.0
30651,36.01.03.2015,36.01.03,36.01,36,3433.0,1224.0
30652,36.01.04.2001,36.01.04,36.01,36,5010.0,1979.0
30653,36.01.04.2003,36.01.04,36.01,36,2903.0,1132.0
30654,36.01.04.2005,36.01.04,36.01,36,2213.0,835.0
30655,36.01.04.2006,36.01.04,36.01,36,4358.0,1708.0
30656,36.01.07.2002,36.01.07,36.01,36,2357.0,899.0
30657,36.01.04.2009,36.01.04,36.01,36,2267.0,875.0
30658,36.01.04.2013,36.01.04,36.01,36,3352.0,1221.0
30659,36.01.04.2014,36.01.04,36.01,36,5794.0,2055.0
30660,36.01.12.2012,36.01.12,36.01,36,8052.0,2675.0
30661,36.01.05.2001,36.01.05,36.01,36,3541.0,1336.0
30662,36.01.05.2002,36.01.05,36.01,36,2690.0,942.0
30663,36.01.12.2013,36.01.12,36.01,36,6944.0,2217.0
30664,36.01.07.2003,36.01.07,36.01,36,2207.0,786.0
30665,36.01.05.2005,36.01.05,36.01,36,3353.0,1114.0
30666,36.01.05.2006,36.01.05,36.01,36,3949.0,1403.0
30667,36.01.05.2010,36.01.05,36.01,36,3247.0,1200.0
30668,36.01.06.2002,36.01.06,36.01,36,4638.0,1753.0
