,KODE_KEL_DESA,KODE_KECAMATAN,KODE_KAB_KOTA,KODE_PROVINSI,Mayoritas,Minoritas,ISLAM,KRISTEN,KATOLIK,HINDU,BUDDHA,KONGHUCU,KEPERCAYAAN
30895,36.02.17.2001,36.02.17,36.02,36,3101.0,0.0,3101.0,0.0,0.0,0.0,0.0,0.0,0.0
30896,36.02.17.2002,36.02.17,36.02,36,4643.0,1.0,4643.0,1.0,0.0,0.0,0.0,0.0,0.0
30897,36.02.17.2006,36.02.17,36.02,36,6276.0,0.0,6276.0,0.0,0.0,0.0,0.0,0.0,0.0
30898,36.02.17.2007,36.02.17,36.02,36,4980.0,0.0,4980.0,0.0,0.0,0.0,0.0,0.0,0.0
30899,36.02.17.2010,36.02.17,36.02,36,6808.0,0.0,6808.0,0.0,0.0,0.0,0.0,0.0,0.0
30900,36.02.18.2002,36.02.18,36.02,36,7429.0,129.0,7429.0,54.0,52.0,0.0,19.0,4.0,0.0
30901,36.02.18.2003,36.02.18,36.02,36,3036.0,3.0,3036.0,0.0,3.0,0.0,0.0,0.0,0.0
30902,36.02.18.2004,36.02.18,36.02,36,5357.0,14.0,5357.0,13.0,1.0,0.0,0.0,0.0,0.0
30903,36.02.18.2009,36.02.18,36.02,36,3372.0,1.0,3372.0,0.0,0.0,0.0,0.0,0.0,1.0
30904,36.02.18.2012,36.02.18,36.02,36,1719.0,1.0,1719.0,1.0,0.0,0.0,0.0,0.0,0.0
30905,36.02.18.2013,36.02.18,36.02,36,4362.0,15.0,4362.0,2.0,7.0,0.0,6.0,0.0,0.0
30906,36.02.19.2001,36.02.19,36.02,36,4045.0,1.0,4045.0,0.0,1.0,0.0,0.0,0.0,0.0
30907,36.02.19.2002,36.02.19,36.02,36,3525.0,0.0,3525.0,0.0,0.0,0.0,0.0,0.0,0.0
30908,36.02.19.2003,36.02.19,36.02,36,2049.0,0.0,2049.0,0.0,0.0,0.0,0.0,0.0,0.0
30909,36.02.20.2005,36.02.20,36.02,36,5184.0,0.0,5184.0,0.0,0.0,0.0,0.0,0.0,0.0
30910,36.02.19.2005,36.02.19,36.02,36,1774.0,1.0,1774.0,1.0,0.0,0.0,0.0,0.0,0.0
30911,36.02.19.2008,36.02.19,36.02,36,2444.0,20.0,2444.0,10.0,10.0,0.0,0.0,0.0,0.0
30912,36.02.19.2010,36.02.19,36.02,36,2391.0,0.0,2391.0,0.0,0.0,0.0,0.0,0.0,0.0
30913,36.03.11.2013,36.03.11,36.03,36,9860.0,102.0,9860.0,71.0,26.0,0.0,5.0,0.0,0.0
30914,36.02.19.2013,36.02.19,36.02,36,1847.0,0.0,1847.0,0.0,0.0,0.0,0.0,0.0,0.0
30915,36.02.19.2015,36.02.19,36.02,36,1740.0,0.0,1740.0,0.0,0.0,0.0,0.0,0.0,0.0
30916,36.02.19.2014,36.02.19,36.02,36,2388.0,0.0,2388.0,0.0,0.0,0.0,0.0,0.0,0.0
30917,36.02.20.2002,36.02.20,36.02,36,2074.0,0.0,2074.0,0.0,0.0,0.0,0.0,0.0,0.0
30918,36.02.20.2003,36.02.20,36.02,36,3299.0,0.0,3299.0,0.0,0.0,0.0,0.0,0.0,0.0
30919,36.02.20.2004,36.02.20,36.02,36,4361.0,0.0,4361.0,0.0,0.0,0.0,0.0,0.0,0.0
30920,36.02.21.2002,36.02.21,36.02,36,5021.0,0.0,5021.0,0.0,0.0,0.0,0.0,0.0,0.0
30921,36.02.21.2003,36.02.21,36.02,36,2046.0,0.0,2046.0,0.0,0.0,0.0,0.0,0.0,0.0
30922,36.02.21.2006,36.02.21,36.02,36,3632.0,0.0,3632.0,0.0,0.0,0.0,0.0,0.0,0.0
30923,36.02.21.2009,36.02.21,36.02,36,3203.0,0.0,3203.0,0.0,0.0,0.0,0.0,0.0,0.0
30924,36.02.21.2011,36.02.21,36.02,36,3424.0,1.0,3424.0,1.0,0.0,0.0,0.0,0.0,0.0
30925,36.02.22.2004,36.02.22,36.02,36,2844.0,0.0,2844.0,0.0,0.0,0.0,0.0,0.0,0.0
30926,36.02.22.2006,36.02.22,36.02,36,4349.0,3.0,4349.0,0.0,0.0,0.0,0.0,3.0,0.0
30927,36.03.01.2010,36.03.01,36.03,36,9735.0,153.0,9735.0,105.0,20.0,12.0,16.0,0.0,0.0
30928,36.02.22.2009,36.02.22,36.02,36,1463.0,0.0,1463.0,0.0,0.0,0.0,0.0,0.0,0.0
30929,36.02.23.2002,36.02.23,36.02,36,3305.0,0.0,3305.0,0.0,0.0,0.0,0.0,0.0,0.0
30930,36.02.23.2004,36.02.23,36.02,36,2247.0,0.0,2247.0,0.0,0.0,0.0,0.0,0.0,0.0
30931,36.02.23.2005,36.02.23,36.02,36,3512.0,1.0,3512.0,1.0,0.0,0.0,0.0,0.0,0.0
30932,36.02.23.2007,36.02.23,36.02,36,4980.0,0.0,4980.0,0.0,0.0,0.0,0.0,0.0,0.0
30933,36.02.23.2008,36.02.23,36.02,36,3677.0,0.0,3677.0,0.0,0.0,0.0,0.0,0.0,0.0
30934,36.02.23.2010,36.02.23,36.02,36,2304.0,0.0,2304.0,0.0,0.0,0.0,0.0,0.0,0.0
30935,36.02.24.2001,36.02.24,36.02,36,4421.0,1.0,4421.0,1.0,0.0,0.0,0.0,0.0,0.0
30936,36.02.24.2003,36.02.24,36.02,36,4847.0,100.0,4847.0,53.0,9.0,0.0,37.0,1.0,0.0
30937,36.02.24.2004,36.02.24,36.02,36,6249.0,32.0,6249.0,19.0,11.0,0.0,2.0,0.0,0.0
30938,36.02.24.2005,36.02.24,36.02,36,5127.0,0.0,5127.0,0.0,0.0,0.0,0.0,0.0,0.0
30939,36.02.25.2001,36.02.25,36.02,36,5420.0,0.0,5420.0,0.0,0.0,0.0,0.0,0.0,0.0
30940,36.02.25.2002,36.02.25,36.02,36,3111.0,0.0,3111.0,0.0,0.0,0.0,0.0,0.0,0.0
30941,36.02.27.2004,36.02.27,36.02,36,3136.0,0.0,3136.0,0.0,0.0,0.0,0.0,0.0,0.0
30942,36.02.25.2004,36.02.25,36.02,36,2143.0,0.0,2143.0,0.0,0.0,0.0,0.0,0.0,0.0
30943,36.02.25.2005,36.02.25,36.02,36,3170.0,1.0,3170.0,1.0,0.0,0.0,0.0,0.0,0.0
30944,36.02.25.2006,36.02.25,36.02,36,2611.0,0.0,2611.0,0.0,0.0,0.0,0.0,0.0,0.0
30945,36.02.26.2001,36.02.26,36.02,36,3983.0,0.0,3983.0,0.0,0.0,0.0,0.0,0.0,0.0
30946,36.02.26.2002,36.02.26,36.02,36,3197.0,1.0,3197.0,1.0,0.0,0.0,0.0,0.0,0.0
30947,36.02.26.2003,36.02.26,36.02,36,4451.0,1.0,4451.0,1.0,0.0,0.0,0.0,0.0,0.0
30948,36.02.26.2006,36.02.26,36.02,36,2177.0,0.0,2177.0,0.0,0.0,0.0,0.0,0.0,0.0
30949,36.02.26.2007,36.02.26,36.02,36,3655.0,1.0,3655.0,1.0,0.0,0.0,0.0,0.0,0.0
30950,36.02.26.2008,36.02.26,36.02,36,3428.0,1.0,3428.0,0.0,0.0,1.0,0.0,0.0,0.0
30951,36.02.27.2005,36.02.27,36.02,36,2933.0,0.0,2933.0,0.0,0.0,0.0,0.0,0.0,0.0
30952,36.02.27.2006,36.02.27,36.02,36,3695.0,1.0,3695.0,0.0,1.0,0.0,0.0,0.0,0.0
30953,36.03.01.2011,36.03.01,36.03,36,11241.0,31.0,11241.0,15.0,5.0,0.0,10.0,0.0,1.0
30954,36.02.27.2010,36.02.27,36.02,36,1777.0,0.0,1777.0,0.0,0.0,0.0,0.0,0.0,0.0
30955,36.02.28.2001,36.02.28,36.02,36,3587.0,0.0,3587.0,0.0,0.0,0.0,0.0,0.0,0.0
30956,36.03.01.2003,36.03.01,36.03,36,14330.0,472.0,14330.0,323.0,103.0,1.0,45.0,0.0,0.0
30957,36.02.28.2003,36.02.28,36.02,36,1624.0,0.0,1624.0,0.0,0.0,0.0,0.0,0.0,0.0
30958,36.02.28.2005,36.02.28,36.02,36,2873.0,0.0,2873.0,0.0,0.0,0.0,0.0,0.0,0.0
30959,36.02.28.2006,36.02.28,36.02,36,1787.0,0.0,1787.0,0.0,0.0,0.0,0.0,0.0,0.0
30960,36.02.28.2007,36.02.28,36.02,36,2134.0,0.0,2134.0,0.0,0.0,0.0,0.0,0.0,0.0
30961,36.02.28.2008,36.02.28,36.02,36,1790.0,0.0,1790.0,0.0,0.0,0.0,0.0,0.0,0.0
30962,36.03.01.2014,36.03.01,36.03,36,27307.0,1949.0,27307.0,1333.0,361.0,6.0,249.0,0.0,0.0
30963,36.03.01.2016,36.03.01,36.03,36,6189.0,60.0,6189.0,52.0,6.0,0.0,2.0,0.0,0.0
30964,36.03.02.2001,36.03.02,36.03,36,5481.0,1.0,5481.0,0.0,0.0,0.0,1.0,0.0,0.0
30965,36.03.02.2002,36.03.02,36.03,36,6079.0,0.0,6079.0,0.0,0.0,0.0,0.0,0.0,0.0
30966,36.03.02.2005,36.03.02,36.03,36,8035.0,117.0,8035.0,91.0,12.0,0.0,10.0,4.0,0.0
30967,36.03.02.2006,36.03.02,36.03,36,9846.0,158.0,9846.0,116.0,24.0,13.0,4.0,0.0,1.0
30968,36.03.02.2007,36.03.02,36.03,36,6729.0,2.0,6729.0,1.0,0.0,0.0,0.0,0.0,1.0
30969,36.03.02.2008,36.03.02,36.03,36,10803.0,506.0,10803.0,358.0,82.0,7.0,59.0,0.0,0.0
30970,36.03.02.2009,36.03.02,36.03,36,4586.0,0.0,4586.0,0.0,0.0,0.0,0.0,0.0,0.0
30971,36.03.03.1007,36.03.03,36.03,36,6613.0,644.0,6613.0,337.0,72.0,0.0,235.0,0.0,0.0
30972,36.03.03.2003,36.03.03,36.03,36,9749.0,597.0,9749.0,447.0,95.0,6.0,36.0,0.0,13.0
30973,36.03.03.2004,36.03.03,36.03,36,21696.0,877.0,21696.0,579.0,201.0,35.0,62.0,0.0,0.0
30974,36.03.03.2012,36.03.03,36.03,36,8416.0,711.0,8416.0,198.0,29.0,5.0,479.0,0.0,0.0
30975,36.03.03.2013,36.03.03,36.03,36,7831.0,68.0,7831.0,35.0,25.0,0.0,8.0,0.0,0.0
30976,36.03.04.2002,36.03.04,36.03,36,5879.0,80.0,5879.0,56.0,24.0,0.0,0.0,0.0,0.0
30977,36.03.04.2007,36.03.04,36.03,36,3482.0,9.0,3482.0,8.0,0.0,0.0,1.0,0.0,0.0
30978,36.03.04.2008,36.03.04,36.03,36,3434.0,9.0,3434.0,3.0,0.0,0.0,5.0,0.0,1.0
30979,36.03.04.2009,36.03.04,36.03,36,2656.0,3.0,2656.0,1.0,2.0,0.0,0.0,0.0,0.0
30980,36.03.05.2001,36.03.05,36.03,36,8430.0,161.0,8430.0,30.0,4.0,2.0,125.0,0.0,0.0
30981,36.03.05.2004,36.03.05,36.03,36,9733.0,193.0,9733.0,93.0,32.0,0.0,66.0,1.0,1.0
30982,36.03.05.2006,36.03.05,36.03,36,6418.0,8.0,6418.0,7.0,0.0,0.0,0.0,0.0,1.0
30983,36.03.05.2007,36.03.05,36.03,36,7825.0,132.0,7825.0,113.0,13.0,0.0,6.0,0.0,0.0
30984,36.03.05.2009,36.03.05,36.03,36,6086.0,1.0,6086.0,1.0,0.0,0.0,0.0,0.0,0.0
30985,36.03.05.2014,36.03.05,36.03,36,5309.0,5.0,5309.0,1.0,0.0,0.0,1.0,3.0,0.0
30986,36.03.06.2003,36.03.06,36.03,36,6234.0,4.0,6234.0,3.0,1.0,0.0,0.0,0.0,0.0
30987,36.03.06.2007,36.03.06,36.03,36,8676.0,10.0,8676.0,9.0,0.0,1.0,0.0,0.0,0.0
30988,36.03.06.2011,36.03.06,36.03,36,6246.0,0.0,6246.0,0.0,0.0,0.0,0.0,0.0,0.0
30989,36.03.06.2013,36.03.06,36.03,36,4172.0,0.0,4172.0,0.0,0.0,0.0,0.0,0.0,0.0
30990,36.03.06.2014,36.03.06,36.03,36,5897.0,0.0,5897.0,0.0,0.0,0.0,0.0,0.0,0.0
30991,36.03.32.2005,36.03.32,36.03,36,4261.0,0.0,4261.0,0.0,0.0,0.0,0.0,0.0,0.0
30992,36.03.07.2001,36.03.07,36.03,36,6720.0,8.0,6720.0,5.0,3.0,0.0,0.0,0.0,0.0
30993,36.03.07.2002,36.03.07,36.03,36,5473.0,0.0,5473.0,0.0,0.0,0.0,0.0,0.0,0.0
30994,36.03.07.2006,36.03.07,36.03,36,3727.0,0.0,3727.0,0.0,0.0,0.0,0.0,0.0,0.0
30995,36.03.07.2007,36.03.07,36.03,36,4649.0,0.0,4649.0,0.0,0.0,0.0,0.0,0.0,0.0
30996,36.03.33.2003,36.03.33,36.03,36,4854.0,2.0,4854.0,2.0,0.0,0.0,0.0,0.0,0.0
30997,36.03.07.2008,36.03.07,36.03,36,5607.0,6.0,5607.0,2.0,4.0,0.0,0.0,0.0,0.0
30998,36.03.07.2009,36.03.07,36.03,36,4904.0,2.0,4904.0,0.0,1.0,0.0,0.0,0.0,1.0
30999,36.03.07.2010,36.03.07,36.03,36,5691.0,17.0,5691.0,4.0,2.0,2.0,9.0,0.0,0.0
31000,36.03.07.2013,36.03.07,36.03,36,6817.0,2.0,6817.0,0.0,1.0,0.0,1.0,0.0,0.0
31001,36.03.07.2017,36.03.07,36.03,36,3587.0,1.0,3587.0,1.0,0.0,0.0,0.0,0.0,0.0
31002,36.03.08.1002,36.03.08,36.03,36,5337.0,233.0,5337.0,54.0,14.0,0.0,165.0,0.0,0.0
31003,36.03.08.2001,36.03.08,36.03,36,5980.0,4.0,5980.0,4.0,0.0,0.0,0.0,0.0,0.0
31004,36.03.08.2003,36.03.08,36.03,36,8820.0,6.0,8820.0,6.0,0.0,0.0,0.0,0.0,0.0
31005,36.03.08.2008,36.03.08,36.03,36,6548.0,756.0,6548.0,104.0,52.0,1.0,599.0,0.0,0.0
31006,36.03.09.2003,36.03.09,36.03,36,5769.0,6.0,5769.0,0.0,5.0,0.0,1.0,0.0,0.0
31007,36.03.09.2007,36.03.09,36.03,36,4015.0,1.0,4015.0,0.0,0.0,0.0,0.0,0.0,1.0
31008,36.03.10.2001,36.03.10,36.03,36,5310.0,3.0,5310.0,3.0,0.0,0.0,0.0,0.0,0.0
31009,36.03.10.2008,36.03.10,36.03,36,8524.0,26.0,8524.0,9.0,9.0,0.0,8.0,0.0,0.0
31010,36.03.10.2003,36.03.10,36.03,36,5344.0,2.0,5344.0,2.0,0.0,0.0,0.0,0.0,0.0
31011,36.03.10.2004,36.03.10,36.03,36,10259.0,6.0,10259.0,5.0,0.0,0.0,0.0,0.0,1.0
31012,36.03.10.2005,36.03.10,36.03,36,6801.0,3.0,6801.0,2.0,0.0,1.0,0.0,0.0,0.0
31013,36.03.10.2006,36.03.10,36.03,36,8196.0,14.0,8196.0,3.0,5.0,0.0,6.0,0.0,0.0
31014,36.03.10.2007,36.03.10,36.03,36,5276.0,4.0,5276.0,2.0,1.0,1.0,0.0,0.0,0.0
31015,36.03.11.2003,36.03.11,36.03,36,9009.0,1.0,9009.0,1.0,0.0,0.0,0.0,0.0,0.0
31016,36.03.11.2006,36.03.11,36.03,36,7645.0,145.0,7645.0,98.0,21.0,4.0,22.0,0.0,0.0
31017,36.03.11.2008,36.03.11,36.03,36,6669.0,247.0,6669.0,179.0,64.0,0.0,4.0,0.0,0.0
31018,36.03.11.2011,36.03.11,36.03,36,8674.0,6.0,8674.0,1.0,0.0,0.0,5.0,0.0,0.0
31019,36.03.11.2012,36.03.11,36.03,36,5534.0,0.0,5534.0,0.0,0.0,0.0,0.0,0.0,0.0
31020,36.03.12.1005,36.03.12,36.03,36,27563.0,2234.0,27563.0,1571.0,529.0,21.0,89.0,0.0,24.0
31021,36.03.12.1010,36.03.12,36.03,36,34913.0,4361.0,34913.0,2449.0,1230.0,106.0,568.0,2.0,6.0
31022,36.03.12.2001,36.03.12,36.03,36,18885.0,1224.0,18885.0,828.0,316.0,11.0,68.0,0.0,1.0
31023,36.03.14.1001,36.03.14,36.03,36,4177.0,441.0,4177.0,89.0,26.0,0.0,326.0,0.0,0.0
31024,36.03.12.2008,36.03.12,36.03,36,25897.0,1940.0,25897.0,1234.0,555.0,39.0,112.0,0.0,0.0
31025,36.03.12.2011,36.03.12,36.03,36,12017.0,148.0,12017.0,114.0,24.0,0.0,10.0,0.0,0.0
31026,36.03.12.2013,36.03.12,36.03,36,24261.0,10269.0,24261.0,5255.0,2417.0,180.0,2399.0,8.0,10.0
31027,36.03.12.2015,36.03.12,36.03,36,13015.0,534.0,13015.0,373.0,99.0,18.0,44.0,0.0,0.0
31028,36.03.13.2001,36.03.13,36.03,36,12331.0,292.0,12331.0,142.0,16.0,0.0,134.0,0.0,0.0
31029,36.03.13.2002,36.03.13,36.03,36,12426.0,151.0,12426.0,31.0,12.0,5.0,93.0,10.0,0.0
31030,36.03.13.2004,36.03.13,36.03,36,12455.0,44.0,12455.0,24.0,5.0,0.0,15.0,0.0,0.0
31031,36.03.13.2008,36.03.13,36.03,36,3314.0,159.0,3314.0,9.0,10.0,0.0,140.0,0.0,0.0
31032,36.03.13.2009,36.03.13,36.03,36,5758.0,346.0,5758.0,35.0,6.0,0.0,302.0,3.0,0.0
31033,36.03.13.2011,36.03.13,36.03,36,8211.0,762.0,8211.0,125.0,25.0,1.0,611.0,0.0,0.0
31034,36.03.13.2012,36.03.13,36.03,36,5659.0,995.0,5659.0,180.0,14.0,0.0,785.0,16.0,0.0
31035,36.03.14.1010,36.03.14,36.03,36,10920.0,7597.0,10920.0,2281.0,590.0,25.0,4694.0,7.0,0.0
31036,36.03.14.2002,36.03.14,36.03,36,8007.0,1688.0,8007.0,489.0,139.0,1.0,1056.0,3.0,0.0
31037,36.03.14.2007,36.03.14,36.03,36,9731.0,1398.0,9731.0,366.0,39.0,0.0,992.0,1.0,0.0
31038,36.03.15.1001,36.03.15,36.03,36,9998.0,16.0,9998.0,14.0,0.0,0.0,2.0,0.0,0.0
31039,36.03.15.2005,36.03.15,36.03,36,4237.0,1.0,4237.0,0.0,0.0,0.0,0.0,0.0,1.0
31040,36.03.15.2009,36.03.15,36.03,36,6823.0,13.0,6823.0,3.0,0.0,0.0,10.0,0.0,0.0
31041,36.03.15.2010,36.03.15,36.03,36,7614.0,16.0,7614.0,4.0,2.0,0.0,6.0,4.0,0.0
31042,36.03.22.2012,36.03.22,36.03,36,5113.0,20.0,5113.0,3.0,0.0,0.0,17.0,0.0,0.0
31043,36.03.16.2004,36.03.16,36.03,36,6307.0,4.0,6307.0,2.0,2.0,0.0,0.0,0.0,0.0
31044,36.03.16.2011,36.03.16,36.03,36,15229.0,870.0,15229.0,624.0,119.0,3.0,117.0,7.0,0.0
31045,36.03.17.1001,36.03.17,36.03,36,16209.0,803.0,16209.0,337.0,124.0,24.0,311.0,6.0,1.0
31046,36.03.17.2010,36.03.17,36.03,36,11793.0,529.0,11793.0,172.0,90.0,2.0,265.0,0.0,0.0
31047,36.03.18.1003,36.03.18,36.03,36,11061.0,152.0,11061.0,82.0,24.0,3.0,43.0,0.0,0.0
31048,36.04.22.2014,36.04.22,36.04,36,3596.0,2.0,3596.0,0.0,2.0,0.0,0.0,0.0,0.0
31049,36.03.18.2004,36.03.18,36.03,36,13946.0,224.0,13946.0,129.0,53.0,10.0,31.0,0.0,1.0
31050,36.03.18.2006,36.03.18,36.03,36,12353.0,727.0,12353.0,318.0,202.0,1.0,197.0,9.0,0.0
31051,36.03.18.2007,36.03.18,36.03,36,11590.0,3424.0,11590.0,1489.0,773.0,21.0,1132.0,8.0,1.0
31052,36.03.18.2008,36.03.18,36.03,36,8583.0,299.0,8583.0,165.0,95.0,18.0,21.0,0.0,0.0
31053,36.03.18.2009,36.03.18,36.03,36,10750.0,140.0,10750.0,70.0,36.0,0.0,32.0,0.0,2.0
31054,36.03.18.2011,36.03.18,36.03,36,14223.0,120.0,14223.0,60.0,36.0,0.0,24.0,0.0,0.0
31055,36.03.18.2012,36.03.18,36.03,36,18964.0,271.0,18964.0,210.0,29.0,8.0,20.0,0.0,4.0
31056,36.03.20.2002,36.03.20,36.03,36,8926.0,698.0,8926.0,341.0,84.0,1.0,269.0,1.0,2.0
31057,36.03.19.1002,36.03.19,36.03,36,17528.0,3228.0,17528.0,1618.0,828.0,30.0,725.0,27.0,0.0
31058,36.03.28.1004,36.03.28,36.03,36,10100.0,8256.0,10100.0,3738.0,2914.0,12.0,1562.0,30.0,0.0
31059,36.03.19.2001,36.03.19,36.03,36,10490.0,774.0,10490.0,104.0,13.0,2.0,634.0,21.0,0.0
31060,36.03.19.2005,36.03.19,36.03,36,8756.0,195.0,8756.0,123.0,46.0,0.0,26.0,0.0,0.0
31061,36.03.32.2001,36.03.32,36.03,36,4623.0,1.0,4623.0,0.0,0.0,0.0,0.0,0.0,1.0
31062,36.03.20.2003,36.03.20,36.03,36,13340.0,319.0,13340.0,183.0,50.0,5.0,80.0,1.0,0.0
31063,36.03.20.2004,36.03.20,36.03,36,6617.0,602.0,6617.0,68.0,12.0,0.0,496.0,26.0,0.0
31064,36.03.20.2008,36.03.20,36.03,36,5910.0,427.0,5910.0,110.0,5.0,0.0,312.0,0.0,0.0
31065,36.03.20.2010,36.03.20,36.03,36,7277.0,118.0,7277.0,47.0,10.0,0.0,61.0,0.0,0.0
31066,36.03.20.2012,36.03.20,36.03,36,5812.0,514.0,5812.0,102.0,40.0,0.0,367.0,5.0,0.0
31067,36.03.22.2003,36.03.22,36.03,36,9316.0,1233.0,9316.0,545.0,374.0,6.0,296.0,11.0,1.0
31068,36.03.22.2005,36.03.22,36.03,36,5592.0,480.0,5592.0,55.0,21.0,0.0,404.0,0.0,0.0
31069,36.04.23.2012,36.04.23,36.04,36,2596.0,0.0,2596.0,0.0,0.0,0.0,0.0,0.0,0.0
31070,36.03.22.2008,36.03.22,36.03,36,7280.0,257.0,7280.0,130.0,44.0,0.0,83.0,0.0,0.0
31071,36.03.22.2009,36.03.22,36.03,36,4895.0,536.0,4895.0,229.0,181.0,0.0,123.0,3.0,0.0
31072,36.03.22.2010,36.03.22,36.03,36,6907.0,216.0,6907.0,54.0,35.0,0.0,126.0,1.0,0.0
31073,36.03.23.1001,36.03.23,36.03,36,13445.0,704.0,13445.0,380.0,104.0,2.0,209.0,7.0,2.0
31074,36.03.23.2006,36.03.23,36.03,36,5329.0,1559.0,5329.0,695.0,612.0,15.0,235.0,2.0,0.0
31075,36.03.23.2011,36.03.23,36.03,36,13447.0,1177.0,13447.0,739.0,291.0,10.0,134.0,3.0,0.0
31076,36.71.07.1004,36.71.07,36.71,36,13482.0,1709.0,13482.0,954.0,317.0,43.0,372.0,8.0,15.0
31077,36.03.27.2001,36.03.27,36.03,36,5940.0,6.0,5940.0,0.0,0.0,0.0,5.0,1.0,0.0
31078,36.03.27.2002,36.03.27,36.03,36,8197.0,16.0,8197.0,10.0,4.0,0.0,2.0,0.0,0.0
31079,36.03.27.2004,36.03.27,36.03,36,4964.0,1.0,4964.0,1.0,0.0,0.0,0.0,0.0,0.0
31080,36.03.27.2005,36.03.27,36.03,36,12202.0,485.0,12202.0,333.0,125.0,5.0,22.0,0.0,0.0
31081,36.03.27.2006,36.03.27,36.03,36,7702.0,19.0,7702.0,14.0,2.0,0.0,3.0,0.0,0.0
31082,36.03.32.2002,36.03.32,36.03,36,4602.0,1.0,4602.0,0.0,0.0,0.0,0.0,0.0,1.0
31083,36.03.27.2007,36.03.27,36.03,36,7670.0,5.0,7670.0,2.0,0.0,0.0,3.0,0.0,0.0
31084,36.03.28.1002,36.03.28,36.03,36,32440.0,6401.0,32440.0,4167.0,1545.0,109.0,573.0,5.0,2.0
31085,36.03.32.2003,36.03.32,36.03,36,5729.0,1.0,5729.0,0.0,0.0,0.0,0.0,0.0,1.0
31086,36.03.29.2003,36.03.29,36.03,36,14238.0,106.0,14238.0,48.0,34.0,0.0,24.0,0.0,0.0
31087,36.03.29.2005,36.03.29,36.03,36,13824.0,322.0,13824.0,229.0,60.0,13.0,20.0,0.0,0.0
31088,36.03.29.2006,36.03.29,36.03,36,11223.0,4.0,11223.0,3.0,0.0,1.0,0.0,0.0,0.0
31089,36.03.30.2002,36.03.30,36.03,36,22069.0,1089.0,22069.0,386.0,101.0,17.0,581.0,3.0,1.0
31090,36.03.30.2003,36.03.30,36.03,36,7906.0,9.0,7906.0,5.0,1.0,0.0,2.0,0.0,1.0
31091,36.03.30.2005,36.03.30,36.03,36,13074.0,10.0,13074.0,1.0,0.0,0.0,9.0,0.0,0.0
31092,36.03.30.2006,36.03.30,36.03,36,7539.0,342.0,7539.0,118.0,6.0,0.0,218.0,0.0,0.0
31093,36.03.30.2008,36.03.30,36.03,36,8234.0,37.0,8234.0,28.0,4.0,0.0,4.0,0.0,1.0
31094,36.03.31.2001,36.03.31,36.03,36,9054.0,47.0,9054.0,35.0,1.0,0.0,11.0,0.0,0.0
31095,36.03.31.2003,36.03.31,36.03,36,18180.0,1567.0,18180.0,927.0,240.0,2.0,395.0,3.0,0.0
31096,36.03.31.2004,36.03.31,36.03,36,4661.0,35.0,4661.0,24.0,5.0,0.0,6.0,0.0,0.0
31097,36.03.31.2007,36.03.31,36.03,36,9011.0,270.0,9011.0,193.0,47.0,0.0,30.0,0.0,0.0
31098,36.03.32.2007,36.03.32,36.03,36,7377.0,0.0,7377.0,0.0,0.0,0.0,0.0,0.0,0.0
31099,36.03.32.2008,36.03.32,36.03,36,4422.0,0.0,4422.0,0.0,0.0,0.0,0.0,0.0,0.0
31100,36.03.32.2009,36.03.32,36.03,36,4502.0,0.0,4502.0,0.0,0.0,0.0,0.0,0.0,0.0
31101,36.03.33.2001,36.03.33,36.03,36,3614.0,0.0,3614.0,0.0,0.0,0.0,0.0,0.0,0.0
31102,36.03.33.2005,36.03.33,36.03,36,2699.0,1.0,2699.0,1.0,0.0,0.0,0.0,0.0,0.0
31103,36.03.33.2006,36.03.33,36.03,36,5362.0,0.0,5362.0,0.0,0.0,0.0,0.0,0.0,0.0
31104,36.03.33.2008,36.03.33,36.03,36,4819.0,1.0,4819.0,1.0,0.0,0.0,0.0,0.0,0.0
31105,36.04.05.2002,36.04.05,36.04,36,4685.0,104.0,4685.0,87.0,16.0,0.0,1.0,0.0,0.0
31106,36.04.05.2005,36.04.05,36.04,36,10771.0,773.0,10771.0,493.0,228.0,34.0,18.0,0.0,0.0
31107,36.04.06.2011,36.04.06,36.04,36,2955.0,1.0,2955.0,1.0,0.0,0.0,0.0,0.0,0.0
31108,36.04.05.2010,36.04.05,36.04,36,5169.0,1.0,5169.0,1.0,0.0,0.0,0.0,0.0,0.0
31109,36.04.05.2012,36.04.05,36.04,36,4393.0,170.0,4393.0,141.0,23.0,0.0,6.0,0.0,0.0
31110,36.04.05.2013,36.04.05,36.04,36,7840.0,387.0,7840.0,292.0,71.0,23.0,1.0,0.0,0.0
31111,36.04.05.2014,36.04.05,36.04,36,1728.0,0.0,1728.0,0.0,0.0,0.0,0.0,0.0,0.0
31112,36.04.06.2006,36.04.06,36.04,36,7154.0,1.0,7154.0,0.0,1.0,0.0,0.0,0.0,0.0
31113,36.04.06.2008,36.04.06,36.04,36,4281.0,1.0,4281.0,0.0,0.0,1.0,0.0,0.0,0.0
31114,36.04.06.2009,36.04.06,36.04,36,2060.0,0.0,2060.0,0.0,0.0,0.0,0.0,0.0,0.0
31115,36.04.06.2010,36.04.06,36.04,36,1909.0,0.0,1909.0,0.0,0.0,0.0,0.0,0.0,0.0
31116,36.04.07.2001,36.04.07,36.04,36,5319.0,16.0,5319.0,8.0,1.0,4.0,3.0,0.0,0.0
31117,36.04.07.2003,36.04.07,36.04,36,2896.0,0.0,2896.0,0.0,0.0,0.0,0.0,0.0,0.0
